date,Close,High,Low,Open,Volume,aVWAP_OB_bull_129,aVWAP_OB_bear_64,Peaks_Valleys_avg
2024-10-02 00:00:00+00:00,0.94,1.05,0.85,0.88,1022500,,,
2024-10-03 00:00:00+00:00,0.8705,0.9399,0.8113,0.9278,212872,,,
2024-10-04 00:00:00+00:00,0.96,0.97,0.8323,0.8444,281282,,,
2024-10-07 00:00:00+00:00,1.0676,1.17,0.95,0.96,803231,,,
2024-10-08 00:00:00+00:00,0.9701,1.015,0.87,0.98,361436,,,
2024-10-09 00:00:00+00:00,0.96,1.04,0.895298,1.04,226537,,,
2024-10-10 00:00:00+00:00,0.8839,0.9827,0.8646,0.9412,186605,,,
2024-10-11 00:00:00+00:00,0.9,0.9396,0.7865,0.87,265622,,,
2024-10-14 00:00:00+00:00,0.9,0.92,0.83,0.9,76671,,,
2024-10-15 00:00:00+00:00,0.855,0.899,0.7976,0.873,169437,,,
2024-10-16 00:00:00+00:00,0.8993,0.8995,0.821,0.821,63235,,,
2024-10-17 00:00:00+00:00,0.763685,0.95,0.74,0.92,541695,,,
2024-10-18 00:00:00+00:00,0.76055,0.8043,0.7033,0.7706,381833,,,0.75605
2024-10-21 00:00:00+00:00,0.7549,0.78,0.720501,0.77,153983,,,0.7548287292235892
2024-10-22 00:00:00+00:00,0.825,0.83,0.7305,0.7471,219219,,,0.7665405602093501
2024-10-23 00:00:00+00:00,0.75,0.8097,0.7305,0.79,86075,,,0.7662191709498956
2024-10-24 00:00:00+00:00,0.7905,0.7905,0.73,0.7505,105762,,,0.766678707235684
2024-10-25 00:00:00+00:00,0.928799,0.989,0.75,0.79,832463,,,0.8240314052853079
2024-10-28 00:00:00+00:00,0.850453,0.93,0.7522,0.93,206585,,,0.8261312777914854
2024-10-29 00:00:00+00:00,0.9,0.9199,0.8011,0.855,167891,,,0.8298366929712032
2024-10-30 00:00:00+00:00,0.83,0.939999,0.8203,0.883,84943,,,0.831111406989781
2024-10-31 00:00:00+00:00,0.86,0.87,0.8,0.839,97322,,,0.8316205780593897
2024-11-01 00:00:00+00:00,0.91,1.08,0.8201,0.8479,1144572,,,0.9014373828538059
2024-11-04 00:00:00+00:00,0.92,0.9535,0.8704,0.91,194622,,,0.9011169828121657
2024-11-05 00:00:00+00:00,0.9,0.90505,0.85,0.89,83924,,,0.8998692872350469
2024-11-06 00:00:00+00:00,0.91,0.93,0.865,0.8797,65008,,,0.8995133343388984
2024-11-07 00:00:00+00:00,0.9,0.92,0.85,0.9196,61159,,,0.8988963804186654
2024-11-08 00:00:00+00:00,0.844,0.9003,0.84,0.873,63079,,,0.8975296374493997
2024-11-11 00:00:00+00:00,0.8002,0.888,0.753,0.888,140134,,,0.8921108120362625
2024-11-12 00:00:00+00:00,0.805,0.8248,0.78,0.78,36466,,,0.8906729852060051
2024-11-13 00:00:00+00:00,0.8,0.899999,0.7586,0.82,85100,,,0.8880449300617865
2024-11-14 00:00:00+00:00,0.7999,0.8102,0.76,0.8,16405,,,0.8873775032468457
2024-11-15 00:00:00+00:00,0.749,0.7926,0.73625,0.7926,45756,,,0.8850404590143954
2024-11-18 00:00:00+00:00,0.73,0.749,0.702,0.749,40140,,,0.8825894684037303
2024-11-19 00:00:00+00:00,0.74,0.74,0.701,0.7299,21303,,,0.8298820298388642
2024-11-20 00:00:00+00:00,0.7399,0.74,0.7013,0.72,32442,,,0.8286394283608792
2024-11-21 00:00:00+00:00,0.73,0.7377,0.705,0.705,48440,,,0.8263507612126112
2024-11-22 00:00:00+00:00,0.7551,0.79,0.71,0.74,91858,,,0.8277212507365919
2024-11-25 00:00:00+00:00,0.798513,0.8317,0.73,0.786,76329,,,0.830775067911587
2024-11-26 00:00:00+00:00,0.7601,0.7813,0.732201,0.745,31302,,,0.8301862572518259
2024-11-27 00:00:00+00:00,0.735,0.758,0.711,0.735,49517,,,0.827878752699542
2024-11-29 00:00:00+00:00,0.76,0.78,0.705,0.74,30608,,,0.8270410352003149
2024-12-02 00:00:00+00:00,0.721559,0.769,0.7116,0.7603,39806,,,0.8254182225389609
2024-12-03 00:00:00+00:00,0.7199,0.75,0.701,0.72,46027,,,0.8232452115173509
2024-12-04 00:00:00+00:00,0.7063,0.732,0.6824,0.732,35298,,,0.8211965128201171
2024-12-05 00:00:00+00:00,0.689999,0.7203,0.68,0.7003,34552,,,0.8190457118796978
2024-12-06 00:00:00+00:00,0.729,0.7499,0.67,0.6875,46432,,,0.8170799201655884
2024-12-09 00:00:00+00:00,0.784,0.7902,0.68,0.75,77994,,,0.8159753889776405
2024-12-10 00:00:00+00:00,0.773939,0.79,0.72,0.79,26211,,,0.815771786463913
2024-12-11 00:00:00+00:00,0.7796,0.7897,0.7,0.7403,41190,,,0.8152981886200926
2024-12-12 00:00:00+00:00,0.779,0.81,0.74,0.8,28234,,,0.8055725705056404
2024-12-13 00:00:00+00:00,0.7599,0.778999,0.723,0.7535,34809,,,0.8021258468860484
2024-12-16 00:00:00+00:00,0.7499,0.75,0.72,0.7352,14191,,,0.8007869531673348
2024-12-17 00:00:00+00:00,0.7503,0.7597,0.65,0.7275,97712,,,0.7928995616187081
2024-12-18 00:00:00+00:00,0.7199,0.750299,0.6965,0.72,62817,,,0.7905482347822695
2024-12-19 00:00:00+00:00,0.6999,0.7,0.65,0.7,68297,,,0.785384893068106
2024-12-20 00:00:00+00:00,0.7,0.7477,0.66,0.7305,36882,,,0.7839066892397174
2024-12-23 00:00:00+00:00,0.6634,0.7,0.6015,0.68,199724,,,0.7702571979881957
2024-12-24 00:00:00+00:00,0.6745,0.689,0.63,0.667661,80766,,,0.7667648594651937
2024-12-26 00:00:00+00:00,0.6698,0.681,0.631,0.6695,106281,,,0.7624969267259677
2024-12-27 00:00:00+00:00,0.6502,0.675,0.6,0.6703,237587,,,0.730269942164091
2024-12-30 00:00:00+00:00,0.6998,0.7154,0.65,0.669,55627,,,0.7314689242079929
2024-12-31 00:00:00+00:00,0.6715,0.93,0.67,0.6751,2016394,,,0.7598212459988376
2025-01-02 00:00:00+00:00,0.7278,0.775,0.6313,0.6903,1421368,,,0.7491512064344137
2025-01-03 00:00:00+00:00,1.28,1.58,1.08,1.35,78809161,,1.3133333333333335,1.2855322880580247
2025-01-06 00:00:00+00:00,0.9771,1.09,0.88,0.9009,2962669,,1.3013421050170946,1.2750513649199182
2025-01-07 00:00:00+00:00,0.9133,0.9699,0.91,0.96,476407,,1.2991973561787915,1.273150093848514
2025-01-08 00:00:00+00:00,0.82,0.8932,0.75,0.85,331729,,1.2972766746481021,1.2714173412618321
2025-01-10 00:00:00+00:00,0.7462,0.8,0.7297,0.8,201829,,1.2959634167399567,1.2702244703869634
2025-01-13 00:00:00+00:00,0.7381,0.7603,0.7,0.75,95583,,1.2953139168382797,1.2696330743219175
2025-01-14 00:00:00+00:00,0.72,0.79,0.72,0.7348,95138,,1.294681004504351,1.2690572399752207
2025-01-15 00:00:00+00:00,0.746,0.75,0.6958,0.701,113812,,1.2939083239824165,1.2683534009733415
2025-01-16 00:00:00+00:00,0.7015,0.745999,0.7003,0.7258,101656,,1.2932020361664411,1.267709200512768
2025-01-17 00:00:00+00:00,0.7304,0.7603,0.7015,0.72,90899,,1.292588100907261,1.267149846112448
2025-01-21 00:00:00+00:00,0.7003,0.72,0.67,0.72,162521,,1.2914276039516464,1.1553289283166275
2025-01-22 00:00:00+00:00,0.6954,0.7251,0.69,0.69,75035,,1.2908993828218815,1.1553623968384303
2025-01-23 00:00:00+00:00,0.7055,0.7276,0.6804,0.71,102969,,1.2901772901941775,1.1551657244232214
2025-01-24 00:00:00+00:00,0.7203,0.78,0.7003,0.7397,236632,,1.2886065056353087,1.1567038447842721
2025-01-27 00:00:00+00:00,0.78,0.79,0.7314,0.77,325820,,1.2865881802027341,1.159039991375899
2025-01-28 00:00:00+00:00,0.8442,0.879999,0.750603,0.78,2772843,,1.2718667848344365,1.0787956190866832
2025-01-29 00:00:00+00:00,0.749,0.8703,0.701,0.838,945536,,1.2665051751578287,1.0719698991714168
2025-01-30 00:00:00+00:00,0.727325,0.7525,0.69,0.7,130655,,1.2656989157265062,1.0705102840854708
2025-01-31 00:00:00+00:00,0.72,0.7303,0.6844,0.71,162356,,1.264678807096556,1.0685980597634055
2025-02-03 00:00:00+00:00,0.7005,0.729999,0.7,0.72,32530,,1.264474351088669,1.06822270134826
2025-02-04 00:00:00+00:00,0.7356,0.7594,0.69,0.7272,89678,,1.2639299384198215,1.0673622082010834
2025-02-05 00:00:00+00:00,0.7424,0.7498,0.7005,0.7114,142483,,1.2630713642335212,1.066074226736337
2025-02-06 00:00:00+00:00,0.7103,0.7532,0.706,0.7397,39206,,1.2628321756914,1.0657010675589433
2025-02-07 00:00:00+00:00,0.738999,0.738999,0.7,0.7,28565,,1.2626589533608985,1.0654391160773629
2025-02-10 00:00:00+00:00,0.6973,0.7303,0.681,0.7015,61575,,1.2622698545271889,1.0647536925778507
2025-02-11 00:00:00+00:00,0.67,0.7104,0.6505,0.69,114799,,1.261512350124607,1.0632473264142768
2025-02-12 00:00:00+00:00,0.685,0.7,0.65,0.65,57177,,1.2611366774847488,1.06252296456481
2025-02-13 00:00:00+00:00,0.661,0.689,0.66,0.6884,42656,,1.2608527249936456,1.0619598091570635
2025-02-14 00:00:00+00:00,0.6539,0.685,0.64,0.67,97979,,1.260190104719599,1.0606065914704417
2025-02-18 00:00:00+00:00,0.655,0.69,0.644401,0.6793,64919,,1.2597544234221039,1.0597499204194887
2025-02-19 00:00:00+00:00,0.6538,0.674,0.6325,0.655,76681,,1.259232270172738,1.0586967301739425
2025-02-20 00:00:00+00:00,0.65,0.662899,0.6302,0.649,43816,,1.2589314920607002,1.0580845082379424
2025-02-21 00:00:00+00:00,0.63,0.6486,0.61,0.6424,527469,,1.2552267971916014,1.0505331384168417
2025-02-24 00:00:00+00:00,0.5997,0.6967,0.55,0.6967,5665578,,1.2171844664594513,0.9991454810275228
2025-02-25 00:00:00+00:00,0.8501,1.26,0.732,0.8951,73392900,,1.0997802881720082,0.9928701520480742
2025-02-26 00:00:00+00:00,0.6528,0.8,0.63,0.76,2188581,,1.0945859757058418,0.9871740358796639
2025-02-27 00:00:00+00:00,0.5601,0.6448,0.545,0.6075,731758,,1.0924055799113475,0.9845543636465923
2025-02-28 00:00:00+00:00,0.6201,0.639099,0.5581,0.6001,285052,,1.0915985040874854,0.9836047546655344
2025-03-03 00:00:00+00:00,0.58,0.6003,0.56,0.5869,204459,,1.0909907646787873,0.9828774375810685
2025-03-04 00:00:00+00:00,0.5859,0.5998,0.5304,0.5726,186191,,1.090429861930687,0.8800466801862703
2025-03-05 00:00:00+00:00,0.6191,0.62,0.5603,0.6,3131395,,1.0816706412364736,0.8767967259558771
2025-03-06 00:00:00+00:00,0.719,0.748599,0.6,0.639,2413769,,1.076342925508059,0.8799605770745735
2025-03-07 00:00:00+00:00,0.7991,0.85,0.6388,0.719,905521,,1.0747534345542713,0.8822825610888714
2025-03-10 00:00:00+00:00,0.764,0.82,0.722,0.759,483703,,1.0739272420787005,0.8832766350278163
2025-03-11 00:00:00+00:00,0.7212,0.7911,0.6904,0.7911,324725,,1.0733128082388819,0.8834470369269942
2025-03-12 00:00:00+00:00,0.67,0.7171,0.6364,0.696,344102,,1.0725498578275,0.8828883361257004
2025-03-13 00:00:00+00:00,0.62,0.6603,0.6032,0.6231,248644,,1.0719359525944174,0.8821055897698425
2025-03-14 00:00:00+00:00,0.635,0.658,0.5778,0.650054,198565,,1.0714422472311027,0.8814656188252181
2025-03-17 00:00:00+00:00,0.64,0.644,0.601,0.644,49660,,1.0713202474108905,0.8813147528280023
2025-03-18 00:00:00+00:00,0.623,0.64,0.6003,0.6168,52102,,1.071190231659318,0.8811452120169811
2025-03-19 00:00:00+00:00,0.67,0.67,0.608,0.64,77114,,1.0710100007159262,0.8809639486434732
2025-03-20 00:00:00+00:00,0.66,0.7101,0.620396,0.6344,181597,,1.070600417068652,0.8806190567989434
2025-03-21 00:00:00+00:00,0.6261,0.69,0.6152,0.6744,111268,,1.0703377195867254,0.8803412083243277
2025-03-24 00:00:00+00:00,0.675699,0.68,0.6401,0.642501,148326,,1.0700056572937062,0.8800695597714092
2025-03-25 00:00:00+00:00,0.64,0.675,0.63,0.66,99872,,1.0697730357652604,0.879836384729572
2025-03-26 00:00:00+00:00,0.6499,0.65,0.62,0.63,29478,,1.0697030626495512,0.8797604172097522
2025-03-27 00:00:00+00:00,0.6426,0.65,0.625,0.635,18284,,1.0696595952202397,0.8797129458450824
2025-03-28 00:00:00+00:00,0.625001,0.6399,0.61,0.61,28089,,1.06959062758832,0.8796282491822556
2025-03-31 00:00:00+00:00,0.6,0.6303,0.58,0.6303,63959,,1.0694260654407173,0.87939538637739
2025-04-01 00:00:00+00:00,0.5909,0.6303,0.5703,0.62,97969,,1.0691708362711312,0.8790232992565834
2025-04-02 00:00:00+00:00,0.62,0.63,0.5615,0.629,139673,,1.0688125690764085,0.8785255139549205
2025-04-03 00:00:00+00:00,0.581,0.6014,0.541,0.6014,41372,,1.068699858427221,0.8783441607303715
2025-04-04 00:00:00+00:00,0.5899,0.594787,0.5315,0.5598,115232,,1.0683846742400775,0.8778350369923483
2025-04-07 00:00:00+00:00,0.5626,0.6,0.5483,0.5722,65664,,1.068204610911984,0.8775442130921125
2025-04-08 00:00:00+00:00,0.53,0.57,0.53,0.5668,27844,,1.068124163399087,0.8774001583134877
2025-04-09 00:00:00+00:00,0.6199,0.62,0.5101,0.5101,157856,0.5833333333333334,1.0677032754723923,0.7798943743599249
2025-04-10 00:00:00+00:00,0.5517,0.6,0.52,0.6,125040,0.571797136285655,1.06735246580307,0.7770725850758455
2025-04-11 00:00:00+00:00,0.5525,0.5699,0.52,0.5568,105900,0.565170018895942,1.067050050593472,0.7752895181332483
2025-04-14 00:00:00+00:00,0.55,0.5699,0.5215,0.569,35995,0.5636416661369944,1.066947275041919,0.7748291996011158
2025-04-15 00:00:00+00:00,0.5692,0.575,0.54,0.5699,64428,0.5633464485230542,1.0667684630491623,0.7745189708929366
2025-04-16 00:00:00+00:00,0.5202,0.56,0.5202,0.54,42710,0.5609473210397128,1.0666434483674103,0.7738423822201683
2025-04-17 00:00:00+00:00,0.5689,0.568999,0.5203,0.5203,52568,0.5602085483370033,1.0664952163505907,0.7734800939137745
