date,Open,High,Low,Close,Volume,aVWAP_OB_bull_782,aVWAP_OB_bull_649,aVWAP_OB_bull_624,aVWAP_OB_bear_779,aVWAP_OB_bear_323,aVWAP_OB_bear_248,aVWAP_OB_bear_133,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,3.97,3.975,3.86,3.935,666.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,666.0,False,False,False,False
2024-12-05 16:00:00+00:00,3.935,4.005,3.93,3.96,1514.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,1514.0,23.472868217054263,False,False,False,False,679.1472868217054,False,False,False,False
2024-12-05 17:00:00+00:00,3.96,3.96,3.92,3.945,303.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,88.64027538726326,4.561101549053035,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,1211.0,41.88414157803017,False,False,False,False,673.3155459407486,False,False,False,False
2024-12-05 18:00:00+00:00,3.945,3.99,3.925,3.98,475.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,86.26362629885017,4.561101549053035,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,1686.0,67.3743099256576,False,False,False,False,670.2408863137603,False,False,False,False
2024-12-05 19:00:00+00:00,3.975,4.025,3.95,4.025,1060.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,86.9086873199476,4.970051492752269,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,2746.0,108.90339039192646,False,False,False,False,676.2836632701361,False,False,False,False
2024-12-05 20:00:00+00:00,4.025,4.04,3.99,3.99,2244.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,80.7226894241221,4.970051492752269,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,502.0,114.9979114711214,False,False,False,False,700.5893429093588,False,False,False,False
2024-12-06 15:00:00+00:00,4.035,4.05,3.93,3.94,1129.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,70.85465984616175,4.970051492752269,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-627.0,103.49406788242183,False,False,False,False,707.2313686006866,False,False,False,False
2024-12-06 16:00:00+00:00,3.94,3.945,3.895,3.92,552.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,62.3024710496088,4.970051492752269,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-1179.0,83.61043892300444,False,False,False,False,704.8246807154046,False,False,False,False
2024-12-06 17:00:00+00:00,3.925,3.925,3.9,3.91,426.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,55.50423188672921,4.970051492752269,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-1605.0,57.43043211799662,False,False,False,False,700.5018174484991,False,False,False,False
2024-12-06 18:00:00+00:00,3.915,3.955,3.88,3.885,372.0,,,,,,,,0.0,0.0,0.0,0.0,3.906666666666666,#000000,,3.906666666666666,,49.11296871962403,26.421893311467187,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-1977.0,25.88887503089589,False,False,False,False,695.408766015189,False,False,False,False
