date,Close,High,Low,Open,Volume,aVWAP_OB_bull_247,aVWAP_OB_bull_187,aVWAP_OB_bear_756,aVWAP_OB_bear_108,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,14.2167827325,14.7443770552,14.2167827325,14.4052092763,22407,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,22407.0,False,False,False,False
2022-01-04 00:00:00+00:00,14.3298386588,14.4617372394,14.1790974237,14.4617372394,46779,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46779,1834.4705882352941,False,False,False,False,23362.764705882353,False,False,False,False
2022-01-05 00:00:00+00:00,13.9247215895,14.5559505114,13.8399296448,14.5559505114,41357,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.4120292291297,-56.3518830834812,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5422,1975.1580161476354,False,False,False,False,24068.420991926185,False,False,False,False
2022-01-06 00:00:00+00:00,14.1508334421,14.3109960044,13.7174523913,14.0095135342,33820,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.42697654473709,-56.3518830834812,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39242,3436.6027998281206,False,False,False,False,24450.835854987905,False,False,False,False
2022-01-07 00:00:00+00:00,14.2262040596,14.3863666219,14.094305479,14.1225694605,16428,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.35679445266166,-56.3518830834812,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55670,5484.97131748192,False,False,False,False,24136.214841066812,False,False,False,False
2022-01-10 00:00:00+00:00,14.1319907877,14.3769452947,13.8399296448,14.3769452947,29610,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.40065884963134,-56.3518830834812,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26060,6291.8351873845895,False,False,False,False,24350.873082593604,False,False,False,False
2022-01-11 00:00:00+00:00,14.3957879491,14.4428945851,14.2167827325,14.29215335,32180,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.25893217707837,-56.3518830834812,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58240,8329.018121212644,False,False,False,False,24657.897667589932,False,False,False,False
2022-01-12 00:00:00+00:00,14.5276865298,14.6595851105,14.3957879491,14.3957879491,50574,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.25572461163089,-52.47123080723919,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,108814,12269.605645870972,False,False,False,False,25674.215406115818,False,False,False,False
2022-01-13 00:00:00+00:00,14.6407424561,14.7443770552,14.5276865298,14.6030571473,51468,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.52506911417349,-44.49110772438658,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,160282,18074.01326760152,False,False,False,False,26685.736370581868,False,False,False,False
2022-01-14 00:00:00+00:00,14.6218998017,14.8291689999,14.537107857,14.7066917464,37174,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.23054726565204,-38.04481827035596,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,123108,22192.993139460286,False,False,False,False,27097.04082663748,False,False,False,False
