date,Open,High,Low,Close,Volume,aVWAP_OB_bull_854,aVWAP_OB_bull_762,aVWAP_OB_bull_449,aVWAP_OB_bear_708,aVWAP_OB_bear_636,aVWAP_OB_bear_469,aVWAP_OB_bear_363,aVWAP_OB_bear_217,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,8.13,8.135,8.085,8.135,2046.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2046.0,False,False,False,False
2024-12-05 16:00:00+00:00,8.135,8.175,8.115,8.165,1235.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,1235.0,19.147286821705425,False,False,False,False,2033.4263565891472,False,False,False,False
2024-12-05 17:00:00+00:00,8.165,8.165,8.135,8.165,506.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,1235.0,37.99771648338441,False,False,False,False,2009.7453278048192,False,False,False,False
2024-12-05 18:00:00+00:00,8.165,8.165,8.135,8.155,568.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,91.78825924669155,42.47257097613392,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,667.0,47.749689871238914,False,False,False,False,1987.3926870636592,False,False,False,False
2024-12-05 19:00:00+00:00,8.155,8.17,8.12,8.135,3293.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,78.0360175394213,30.32255723076443,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2626.0,6.296206307343738,False,False,False,False,2007.6346609076334,False,False,False,False
2024-12-05 20:00:00+00:00,8.135,8.165,8.11,8.11,13328.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,63.87828172175722,18.393776046688373,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-15954.0,-241.15024650362284,False,False,False,False,2183.1442010486003,False,False,False,False
2024-12-06 15:00:00+00:00,8.105,8.155,8.105,8.145,1808.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,60.888940447808885,17.076001309868204,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-14146.0,-456.72931244930305,False,False,False,False,2177.328011885056,False,False,False,False
2024-12-06 16:00:00+00:00,8.145,8.15,8.13,8.135,1332.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,57.2466760159154,14.726206207469858,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-15478.0,-689.6172300857479,False,False,False,False,2164.2221512356755,False,False,False,False
2024-12-06 17:00:00+00:00,8.135,8.14,8.12,8.125,1550.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,53.29741137698153,11.795830373053377,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-17028.0,-942.9254900844185,False,False,False,False,2154.69932718551,False,False,False,False
2024-12-06 18:00:00+00:00,8.125,8.16,8.055,8.07,1504.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,45.85912102171479,5.448892022860612,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-18532.0,-1215.6243196955127,False,False,False,False,2144.610965523719,False,False,False,False
