date,Open,High,Low,Close,Volume,aVWAP_peak_600,aVWAP_peak_599,aVWAP_peak_576,aVWAP_peak_547,aVWAP_peak_508,aVWAP_peak_507,aVWAP_peak_489,aVWAP_peak_488,aVWAP_peak_487,aVWAP_peak_459,aVWAP_peak_445,aVWAP_peak_404,aVWAP_peak_403,aVWAP_peak_382,aVWAP_peak_381,aVWAP_peak_367,aVWAP_valley_586,aVWAP_valley_571,aVWAP_valley_536,aVWAP_valley_535,aVWAP_valley_495,aVWAP_valley_476,aVWAP_valley_457,aVWAP_valley_456,aVWAP_valley_455,aVWAP_valley_426,aVWAP_valley_425,aVWAP_valley_424,aVWAP_valley_395,aVWAP_valley_342,aVWAP_valley_315,aVWAP_valley_297,aVWAP_valley_260,aVWAP_valley_248,aVWAP_valley_230,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,0.3746,0.3746,0.3386,0.3522,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,606.0,False,False,False,False
2023-10-31 16:00:00+00:00,0.3522,0.382,0.3421,0.3636,38119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,38119.0,590.9922480620155,False,False,False,False,1187.5968992248063,False,False,False,False
2023-11-01 16:00:00+00:00,0.3771,0.4016,0.3509,0.3841,6804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,44923.0,1278.3101977044648,False,False,False,False,1274.6729162910883,False,False,False,False
2023-11-02 16:00:00+00:00,0.465,0.47,0.4334,0.4616,38801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,83724.0,2556.537946577264,False,False,False,False,1856.476436968746,False,False,False,False
2023-11-03 16:00:00+00:00,0.4877,0.4985,0.4595,0.4799,3912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,87636.0,3875.599373762113,False,False,False,False,1888.3450193413235,False,False,False,False
2023-11-06 16:00:00+00:00,0.5581,0.5581,0.5023,0.5071,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,88239.0,5183.559073393708,False,False,False,False,1868.4171895840934,False,False,False,False
2023-11-06 20:00:00+00:00,0.5071,0.5181,0.4831,0.4831,12904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,75335.0,6271.1783125658985,False,False,False,False,2039.5114967223244,False,False,False,False
2023-11-07 16:00:00+00:00,0.487,0.4995,0.4608,0.4608,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74909.0,7335.330586789683,False,False,False,False,2014.4958146025986,False,False,False,False
2023-11-07 20:00:00+00:00,0.4608,0.4608,0.4608,0.4608,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74909.0,8382.984376141781,False,False,False,False,1983.263321352946,False,False,False,False
2023-11-08 16:00:00+00:00,0.434,0.434,0.4184,0.4184,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74909.0,9414.39547108532,False,False,False,False,1952.5150528048382,False,False,False,False
