date,Open,High,Low,Close,Volume,aVWAP_peak_890,aVWAP_peak_870,aVWAP_peak_860,aVWAP_peak_848,aVWAP_peak_836,aVWAP_peak_759,aVWAP_peak_744,aVWAP_peak_700,aVWAP_peak_653,aVWAP_peak_637,aVWAP_peak_601,aVWAP_peak_560,aVWAP_peak_511,aVWAP_peak_510,aVWAP_peak_497,aVWAP_peak_467,aVWAP_peak_443,aVWAP_peak_433,aVWAP_peak_409,aVWAP_peak_408,aVWAP_peak_394,aVWAP_peak_359,aVWAP_peak_330,aVWAP_peak_311,aVWAP_peak_294,aVWAP_peak_226,aVWAP_peak_225,aVWAP_peak_203,aVWAP_peak_180,aVWAP_peak_161,aVWAP_peak_144,aVWAP_peak_78,aVWAP_peak_66,aVWAP_peak_53,aVWAP_peak_43,aVWAP_peak_42,aVWAP_peak_41,aVWAP_peak_12,aVWAP_valley_875,aVWAP_valley_845,aVWAP_valley_809,aVWAP_valley_779,aVWAP_valley_743,aVWAP_valley_720,aVWAP_valley_710,aVWAP_valley_689,aVWAP_valley_645,aVWAP_valley_629,aVWAP_valley_606,aVWAP_valley_558,aVWAP_valley_544,aVWAP_valley_526,aVWAP_valley_525,aVWAP_valley_491,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,40.61,40.95,40.61,40.765,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,40.765,40.98,40.57,40.79,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,40.98,40.57,15.0
2024-12-16 17:00:00+00:00,40.79,41.04,40.79,41.04,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,41.04,41.23,41.04,41.23,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,41.23,41.23,40.94,41.175,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,41.175,41.24,40.87,41.24,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,41.145,41.15,41.085,41.12,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,41.12,41.26,41.12,41.13,1366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,41.13,41.13,40.95,41.11,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,41.11,41.23,41.04,41.04,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 19:00:00+00:00,41.04,41.125,41.01,41.01,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 20:00:00+00:00,40.925,41.195,40.925,41.195,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 15:00:00+00:00,41.195,41.335,41.05,41.17,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.185,,,,,,,,,,,,,,,,,41.185,,#000000,0.0,0.0,0.0,0.0
2024-12-18 16:00:00+00:00,41.17,41.23,40.98,41.23,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.169177852348994,,,,,,,,,,,,,,,,,41.169177852348994,,#000000,0.0,0.0,0.0,0.0
2024-12-18 17:00:00+00:00,41.23,41.23,41.09,41.11,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.15963315696649,,,,,,,,,,,,,,,,,41.15963315696649,,#000000,0.0,0.0,0.0,0.0
2024-12-18 18:00:00+00:00,41.135,41.275,41.135,41.275,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16667932890155,,,,,,,,,,,,,,,,,41.16667932890155,,#000000,0.0,0.0,0.0,0.0
2024-12-18 19:00:00+00:00,41.11,41.14,39.86,39.86,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.89751263458581,,,,,,,,,,,,,,,,,40.89751263458581,,#000000,0.0,0.0,0.0,0.0
2024-12-18 20:00:00+00:00,39.86,39.975,39.05,39.15,1203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23150796568628,,,,,,,,,,,,,,,,,40.23150796568628,,#000000,0.0,0.0,0.0,0.0
2024-12-19 15:00:00+00:00,40.015,40.015,38.96,39.425,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19432260697214,,,,,,,,,,,,,,,,,40.19432260697214,,#000000,0.0,0.0,0.0,0.0
2024-12-19 16:00:00+00:00,39.425,39.85,39.425,39.74,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.10504060324827,,,,,,,,,,,,,,,,,40.10504060324827,,#000000,0.0,0.0,0.0,0.0
2024-12-19 17:00:00+00:00,39.74,39.76,39.67,39.675,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.07584835440768,,,,,,,,,,,,,,,,,40.07584835440768,,#000000,0.0,0.0,0.0,0.0
2024-12-19 18:00:00+00:00,39.745,39.82,39.64,39.82,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.047113801255406,,,,,,,,,,,,,,,,,40.047113801255406,,#000000,0.0,0.0,0.0,0.0
2024-12-19 19:00:00+00:00,39.82,39.95,39.82,39.87,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03969346420504,,,,,,,,,,,,,,,,,40.03969346420504,,#000000,0.0,0.0,0.0,0.0
2024-12-19 20:00:00+00:00,39.87,40.01,39.61,39.65,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99210050544324,,,,,,,,,,,,,,,,,39.99210050544324,,#000000,0.0,0.0,0.0,0.0
2024-12-20 15:00:00+00:00,39.55,39.84,39.53,39.84,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.991160501000714,,,,,,,,,,,,,,,,,39.991160501000714,,#000000,0.0,0.0,0.0,0.0
2024-12-20 16:00:00+00:00,39.84,39.96,39.69,39.94,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98372218168552,,,,,,,,,,,,,,,,,39.98372218168552,,#000000,0.0,0.0,0.0,0.0
2024-12-20 17:00:00+00:00,39.94,39.95,39.865,39.95,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.982566833751044,,,,,,,,,,,,,,,,,39.982566833751044,,#000000,0.0,0.0,0.0,0.0
2024-12-20 18:00:00+00:00,39.94,39.94,39.6,39.67,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.95893176914779,,,,,,,,,,,,,,,,,39.95893176914779,,#000000,0.0,0.0,0.0,0.0
