date,Close,High,Low,Open,Volume,aVWAP_peak_158,aVWAP_peak_115,aVWAP_peak_82,aVWAP_valley_171,aVWAP_valley_146,aVWAP_valley_136,aVWAP_valley_100,aVWAP_valley_39,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,14.2262040596,14.3204173316,13.359441958,13.557289829,100801,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,100801.0,False,False,False,False
2022-01-07 00:00:00+00:00,14.2262040596,14.7443770552,13.7174523913,14.4052092763,160791,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,105244.7037037037,False,False,False,False
2022-01-14 00:00:00+00:00,14.6218998017,14.8291689999,13.8399296448,14.3769452947,201006,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,201006,14889.333333333332,False,False,False,False,112338.1330589849,False,False,False,False
2022-01-21 00:00:00+00:00,13.4442339027,14.9987528894,13.3783788257,14.8480116543,196280,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,4726,14136.493827160493,False,False,False,False,118556.04912868972,False,False,False,False
2022-01-28 00:00:00+00:00,13.1710154142,13.9576962347,12.7376343633,13.2558073589,212320,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-207594,-2287.9871970736167,False,False,False,False,125501.52697100899,False,False,False,False
2022-02-04 00:00:00+00:00,13.802244336,14.0095135342,13.0815128058,13.1710154142,130706,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-76888,-7813.914071364459,False,False,False,False,125887.043491675,False,False,False,False
2022-02-11 00:00:00+00:00,14.2733106956,14.6124784745,13.5902644742,13.7645590272,193497,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,116609,1402.5980820699442,False,False,False,False,130895.18841821759,False,False,False,False
2022-02-18 00:00:00+00:00,14.7161130736,15.1871794332,13.7739803544,14.2733106956,267707,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,384316,29766.55377969439,False,False,False,False,141029.39668353478,False,False,False,False
2022-02-25 00:00:00+00:00,13.8870362807,14.9893315622,13.312335322,14.9893315622,182603,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,201713,42503.3275737911,False,False,False,False,144108.9228551248,False,False,False,False
2022-03-04 00:00:00+00:00,14.6917652752,14.7154158954,13.8116656632,13.9341429167,207273,,,,,,,,,,,#000000,,,,False,False,False,False,0.2064435209346962,0.2064435209346962,False,False,False,False,408986,69650.19219795472,False,False,False,False,148787.74338437483,False,False,False,False
2022-03-11 00:00:00+00:00,14.001167165,15.0228739582,14.001167165,14.672844779,514151,,,,,,,,,,,#000000,,,,False,False,False,False,0.3428281908044361,0.2746358558695662,False,False,False,False,-105165,56700.918701809926,False,False,False,False,175851.6883188656,False,False,False,False
2022-03-18 00:00:00+00:00,14.4741795693,14.6823050271,12.8280964026,14.1525311344,432152,,,,,,,,,,,#000000,,,,False,False,False,False,-0.09931902918447708,0.08765841334254455,False,False,False,False,326987,76722.10990908326,False,False,False,False,194836.89659154223,False,False,False,False
2022-03-25 00:00:00+00:00,14.5498615539,14.9471919735,14.0106274131,14.3417360961,175838,,,,,,,,,,,#000000,,,,False,False,False,False,0.32190838157149504,0.2047833974570198,False,False,False,False,502825,108285.28695285486,False,False,False,False,193429.57091809466,False,False,False,False
2022-04-01 00:00:00+00:00,13.8214224514,14.4741795693,13.5281547608,14.3890373365,205275,,,,,,,,,,,#000000,,,,False,False,False,False,0.04045125433162233,0.12261732589432106,False,False,False,False,297550,122304.89532671747,False,False,False,False,194307.0101093469,False,False,False,False
2022-04-08 00:00:00+00:00,14.1809118786,14.2660541114,13.2727280625,13.8119622033,190227,,,,,,,,,,,#000000,,,,False,False,False,False,-0.17900809357539196,-0.02819538384053545,False,False,False,False,487777,149376.90308029394,False,False,False,False,194004.78713828415,False,False,False,False
2022-04-15 00:00:00+00:00,14.0673889016,14.3228155999,13.4808535204,13.9633261727,155673,,,,,,,,,,,#000000,,,,False,False,False,False,-0.20494709735136762,-0.11657124059595153,False,False,False,False,332104,162912.24359286475,False,False,False,False,191165.39549841126,False,False,False,False
2022-04-22 00:00:00+00:00,13.1970460778,14.445798825,13.1119038451,14.1714516305,205110,,,,,,,,,,,#000000,,,,False,False,False,False,-0.3198541122264061,-0.2182126764111788,False,False,False,False,126994,160251.63295635625,False,False,False,False,192198.32916519564,False,False,False,False
2022-04-29 00:00:00+00:00,11.9388330826,13.4619330242,11.7496281209,12.7807951621,416994,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.28052046541328635,False,False,False,False,-290000,126899.6601447743,False,False,False,False,208849.8603381441,False,False,False,False
2022-05-06 00:00:00+00:00,11.6834063843,11.9388330826,11.1347119954,11.8442306018,522916,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3116743599143401,False,False,False,False,-812916,57283.68531923546,False,False,False,False,232114.0188316149,False,False,False,False
2022-05-13 00:00:00+00:00,11.3901386937,11.6077243997,10.7373815759,11.4090591899,385385,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.32725130716486706,False,False,False,False,-1198301,-35722.58766737457,False,False,False,False,243467.42484408786,False,False,False,False
2022-05-20 00:00:00+00:00,11.5131219188,12.1942597809,11.257600618,11.3333772052,169861,,,,,,,,,,,#000000,,,,False,False,False,False,-0.2231699718329189,-0.27521063949889296,False,False,False,False,-1028440,-109257.21080312459,False,False,False,False,238015.09707785913,False,False,False,False
2022-05-27 00:00:00+00:00,12.2157183924,12.2822631619,11.3902332962,11.3902332962,94336,,,,,,,,,,,#000000,,,,False,False,False,False,-0.20014654896114337,-0.23767859423001816,False,False,False,False,-934104,-170356.97296585608,False,False,False,False,227372.2009980177,False,False,False,False
2022-06-03 00:00:00+00:00,12.7195573611,12.9762300433,12.225224788,12.3583143269,183972,,,,,,,,,,,#000000,,,,False,False,False,False,0.003235663095716228,-0.11722146556715096,False,False,False,False,-750132,-213303.27126468153,False,False,False,False,224157.37129446084,False,False,False,False
2022-06-10 00:00:00+00:00,12.1681864142,13.2138899342,11.9780585015,12.7575829437,223889,,,,,,,,,,,#000000,,,,False,False,False,False,0.014215342263236853,-0.051503061651957054,False,False,False,False,-974021,-269652.73265248287,False,False,False,False,224137.4919393156,False,False,False,False
2022-06-17 00:00:00+00:00,10.4285160128,11.9780585015,10.1908561219,11.8164497757,310388,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.1971656580336755,False,False,False,False,-1284409,-344819.86356711376,False,False,False,False,230526.41846232925,False,False,False,False
2022-06-24 00:00:00+00:00,10.3239456608,11.0939637073,10.2098689132,10.7612398601,112488,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.26999695622453473,False,False,False,False,-1396897,-422751.5033028831,False,False,False,False,221782.83190956412,False,False,False,False
2022-07-01 00:00:00+00:00,10.5616055517,10.9703805641,10.2288817045,10.3904904303,156818,,,,,,,,,,,#000000,,0.8827542408070876,1.1009963042349942,False,False,False,False,-0.34282825441539394,-0.30641260531996434,False,False,False,False,-1240079,-483294.2808360029,False,False,False,False,216970.62213848528,False,False,False,False
