date,Open,High,Low,Close,Volume,aVWAP_peak_871,aVWAP_peak_830,aVWAP_peak_818,aVWAP_peak_804,aVWAP_peak_787,aVWAP_peak_747,aVWAP_peak_695,aVWAP_peak_678,aVWAP_peak_641,aVWAP_peak_602,aVWAP_peak_577,aVWAP_valley_865,aVWAP_valley_840,aVWAP_valley_814,aVWAP_valley_794,aVWAP_valley_774,aVWAP_valley_708,aVWAP_valley_685,aVWAP_valley_666,aVWAP_valley_625,aVWAP_valley_595,aVWAP_valley_526,aVWAP_valley_463,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,84.42,84.67,84.22,84.33,7029.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7029.0,False,False,False,False
2024-12-19 16:00:00+00:00,84.3,84.48,84.09,84.41,3997.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3997.0,61.968992248062015,False,False,False,False,6981.992248062015,False,False,False,False
2024-12-19 17:00:00+00:00,84.43,84.56,84.37,84.47,3241.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7238.0,173.2252869418905,False,False,False,False,6923.9923682471,False,False,False,False
2024-12-19 18:00:00+00:00,84.48,84.795,84.31,84.795,2467.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9705.0,321.0047398575201,False,False,False,False,6854.891711375051,False,False,False,False
2024-12-19 19:00:00+00:00,84.81,84.9,84.5,84.51,8315.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1390.0,337.5783097822097,False,False,False,False,6877.52904918319,False,False,False,False
2024-12-19 20:00:00+00:00,84.51,84.59,84.08,84.18,15755.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14365.0,109.63135924295062,False,False,False,False,7015.164257722986,False,False,False,False
2024-12-20 15:00:00+00:00,84.23,84.995,84.175,84.8,3951.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10414.0,-53.5257160941494,False,False,False,False,6967.65783512263,False,False,False,False
2024-12-20 16:00:00+00:00,84.81,85.29,84.81,85.29,12840.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2426.0,-15.083456929899022,False,False,False,False,7058.7018996943725,False,False,False,False
2024-12-20 17:00:00+00:00,85.2,85.33,84.98,85.03,10520.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8094.0,-140.33797697749748,False,False,False,False,7112.365436133219,False,False,False,False
2024-12-20 18:00:00+00:00,84.97,84.98,84.72,84.93,12337.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-20431.0,-454.92188431117967,False,False,False,False,7193.367522394719,False,False,False,False
