date,Open,High,Low,Close,Volume,aVWAP_peak_605,aVWAP_valley_614,aVWAP_valley_556,aVWAP_valley_527,aVWAP_valley_499,aVWAP_valley_437,aVWAP_valley_422,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,55.87,56.08,55.53,56.06,34870.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,34870.0,False,False,False,False
2023-10-31 16:00:00+00:00,54.56,54.69,53.51,53.695,83897.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-83897.0,-1300.7286821705427,False,False,False,False,35630.10852713178,False,False,False,False
2023-11-01 16:00:00+00:00,53.49,54.15,53.15,54.15,66235.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-17662.0,-1554.3918033772009,False,False,False,False,36104.60296857159,False,False,False,False
2023-11-02 16:00:00+00:00,55.26,55.46,54.86,55.4,40546.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,22884.0,-1175.5020079760038,False,False,False,False,36173.46183727591,False,False,False,False
2023-11-03 16:00:00+00:00,56.81,56.94,56.15,56.22,59526.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,82410.0,120.39724796160885,False,False,False,False,36535.516692511934,False,False,False,False
2023-11-06 16:00:00+00:00,54.53,54.715,53.39,53.72,67733.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14677.0,346.0810115591033,False,False,False,False,37019.19860425593,False,False,False,False
2023-11-06 20:00:00+00:00,53.7,53.99,53.64,53.83,42518.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,57195.0,1227.4596005271792,False,False,False,False,37104.45133907366,False,False,False,False
2023-11-07 16:00:00+00:00,52.94,53.3,52.67,52.89,33040.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,24155.0,1582.925343154665,False,False,False,False,37041.436589630655,False,False,False,False
2023-11-07 20:00:00+00:00,52.89,53.16,52.765,53.13,36927.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,61082.0,2505.391616904205,False,False,False,False,37039.66237893871,False,False,False,False
2023-11-08 16:00:00+00:00,52.745,53.42,52.54,52.865,32491.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,28591.0,2909.8196538514267,False,False,False,False,36969.14048159082,False,False,False,False
2023-11-08 20:00:00+00:00,52.88,53.28,52.86,53.21,41667.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,70258.0,3953.977488675436,False,False,False,False,37041.97551288398,False,False,False,False
2023-11-09 16:00:00+00:00,54.435,54.505,54.1,54.26,51704.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,121962.0,5783.559233037056,False,False,False,False,37269.293721986556,False,False,False,False
2023-11-09 20:00:00+00:00,54.27,54.465,54.22,54.3,28748.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,150710.0,8030.480795315551,False,False,False,False,37137.18064102552,False,False,False,False
2023-11-10 16:00:00+00:00,52.835,53.58,52.635,53.39,43158.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,107552.0,9573.450085310658,False,False,False,False,37230.52667759878,False,False,False,False
2023-11-10 20:00:00+00:00,53.385,53.59,53.375,53.545,21400.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,128952.0,11424.280316546152,False,False,False,False,36985.09215546546,False,False,False,False
2023-11-13 16:00:00+00:00,53.54,54.31,53.53,54.27,11581.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,140533.0,13425.965893033808,False,False,False,False,36591.23026158228,False,False,False,False
2023-11-13 20:00:00+00:00,54.275,54.5,54.245,54.28,10580.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,151113.0,15560.648592366615,False,False,False,False,36187.95537380581,False,False,False,False
2023-11-14 16:00:00+00:00,56.3,56.69,56.12,56.56,25292.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,176405.0,18054.359466903566,False,False,False,False,36019.02583312665,False,False,False,False
2023-11-14 20:00:00+00:00,56.555,56.57,56.205,56.26,17226.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,159179.0,20242.338389897308,False,False,False,False,35727.66109152779,False,False,False,False
2023-11-15 16:00:00+00:00,57.785,58.065,57.58,57.83,40987.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,200166.0,23031.85252338727,False,False,False,False,35809.20122964364,False,False,False,False
2023-11-15 20:00:00+00:00,57.83,58.44,57.83,58.265,47822.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,247988.0,26519.544732327005,False,False,False,False,35995.4461718197,False,False,False,False
2023-11-16 16:00:00+00:00,57.22,57.5,56.78,57.31,22313.0,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,225675.0,29607.22620934519,False,False,False,False,35783.31522341939,False,False,False,False
