date,Open,High,Low,Close,Volume,aVWAP_peak_606,aVWAP_peak_583,aVWAP_peak_543,aVWAP_peak_507,aVWAP_peak_490,aVWAP_peak_473,aVWAP_peak_381,aVWAP_peak_359,aVWAP_peak_333,aVWAP_peak_299,aVWAP_peak_287,aVWAP_peak_258,aVWAP_peak_204,aVWAP_valley_597,aVWAP_valley_556,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,145.25,147.21,145.25,146.905,75158.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,75158.0,False,False,False,False
2023-10-31 16:00:00+00:00,148.83,151.97,147.93,151.17,132799.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,132799.0,2058.8992248062013,False,False,False,False,76051.65891472867,False,False,False,False
2023-11-01 16:00:00+00:00,157.01,157.17,154.79,155.19,84001.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,216800.0,5388.218616669671,False,False,False,False,76174.90451294993,False,False,False,False
2023-11-02 16:00:00+00:00,157.94,158.095,153.93,155.785,107426.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,324226.0,10331.44003346549,False,False,False,False,76659.41762127628,False,False,False,False
2023-11-03 16:00:00+00:00,151.42,151.715,149.925,150.76,90465.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,233761.0,13795.464218993156,False,False,False,False,76873.45765815572,False,False,False,False
2023-11-06 16:00:00+00:00,150.21,150.78,148.73,149.335,35150.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,198611.0,16660.821362884737,False,False,False,False,76226.58234562617,False,False,False,False
2023-11-06 20:00:00+00:00,149.3,149.93,148.875,149.895,22172.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,220783.0,19825.50630299505,False,False,False,False,75388.5268053839,False,False,False,False
2023-11-07 16:00:00+00:00,146.14,146.925,144.75,145.85,37444.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,183339.0,22360.59922853001,False,False,False,False,74800.23956809111,False,False,False,False
2023-11-07 20:00:00+00:00,145.86,146.175,145.355,146.16,27431.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,210770.0,25281.67520948303,False,False,False,False,74065.83275308194,False,False,False,False
2023-11-08 16:00:00+00:00,144.53,144.95,143.165,143.41,24111.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,186659.0,27783.649237242986,False,False,False,False,73291.33922202639,False,False,False,False
