date,Open,High,Low,Close,Volume,aVWAP_peak_581,aVWAP_peak_534,aVWAP_peak_483,aVWAP_peak_469,aVWAP_peak_455,aVWAP_peak_445,aVWAP_peak_431,aVWAP_peak_407,aVWAP_peak_396,aVWAP_peak_358,aVWAP_peak_323,aVWAP_peak_304,aVWAP_peak_287,aVWAP_peak_167,aVWAP_peak_153,aVWAP_peak_143,aVWAP_peak_126,aVWAP_peak_81,aVWAP_valley_589,aVWAP_valley_577,aVWAP_valley_556,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,35.67,35.86,34.94,35.745,42809.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,42809.0,False,False,False,False
2023-10-31 16:00:00+00:00,36.27,36.32,35.17,35.25,33904.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-33904.0,-525.6434108527131,False,False,False,False,42670.93798449612,False,False,False,False
2023-11-01 16:00:00+00:00,34.17,34.36,33.84,34.315,37286.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-71190.0,-1621.2148308394928,False,False,False,False,42587.45057388378,False,False,False,False
2023-11-02 16:00:00+00:00,35.365,36.55,35.35,36.5,78384.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7194.0,-1484.5448334621365,False,False,False,False,43142.43583630419,False,False,False,False
2023-11-03 16:00:00+00:00,38.785,39.97,38.69,39.73,50200.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,57394.0,-571.6991771293901,False,False,False,False,43251.85543574134,False,False,False,False
2023-11-06 16:00:00+00:00,39.185,39.37,38.37,38.74,40793.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,16601.0,-305.4557790343609,False,False,False,False,43213.73364603992,False,False,False,False
2023-11-06 20:00:00+00:00,38.76,38.82,38.605,38.67,26593.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9992.0,-455.63475920437077,False,False,False,False,42956.04785307806,False,False,False,False
2023-11-07 16:00:00+00:00,39.08,39.485,38.695,38.895,46387.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36395.0,115.69291148096829,False,False,False,False,43009.24090961948,False,False,False,False
2023-11-07 20:00:00+00:00,38.89,39.14,38.88,39.035,35353.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,71748.0,1226.2713159541315,False,False,False,False,42890.53950016802,False,False,False,False
2023-11-08 16:00:00+00:00,37.645,38.05,37.43,37.78,39921.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,31827.0,1700.7012180323622,False,False,False,False,42844.50012807239,False,False,False,False
2023-11-08 20:00:00+00:00,37.78,38.02,37.6,37.945,16568.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,48395.0,2424.643834807054,False,False,False,False,42437.11252918755,False,False,False,False
2023-11-09 16:00:00+00:00,37.51,38.02,36.78,36.85,12281.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36114.0,2946.95943426741,False,False,False,False,41969.57590082805,False,False,False,False
2023-11-09 20:00:00+00:00,36.825,36.83,36.43,36.49,7487.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,28627.0,3345.0995980772177,False,False,False,False,41434.962320970255,False,False,False,False
2023-11-10 16:00:00+00:00,34.54,35.78,34.27,35.77,21592.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7035.0,3402.3073562465634,False,False,False,False,41127.319494288546,False,False,False,False
2023-11-10 20:00:00+00:00,35.79,35.825,35.38,35.465,26460.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-19425.0,3048.395614289252,False,False,False,False,40899.919192051515,False,False,False,False
2023-11-13 16:00:00+00:00,35.36,36.24,35.36,36.1,11775.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7650.0,2882.529015618101,False,False,False,False,40448.370057291024,False,False,False,False
2023-11-13 20:00:00+00:00,36.12,36.375,36.105,36.33,7943.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,293.0,2842.381278941851,False,False,False,False,39944.410831596586,False,False,False,False
