date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_136,aVWAP_OB_bull_108,aVWAP_OB_bull_95,aVWAP_OB_bear_90,aVWAP_OB_bear_22,aVWAP_OB_bear_12,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,56.8191372537,57.0370932133,54.6592652546,54.8787803761,8813675,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8813675.0,False,False,False,False
2022-01-07 00:00:00+00:00,58.0315425375,58.131707448,56.6372469836,56.6773129478,12303293,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,12303293,911355.037037037,False,False,False,False,9072165.222222222,False,False,False,False
2022-01-14 00:00:00+00:00,58.9210069426,59.4899436341,57.1901572894,57.8792918736,9783110,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,22086403,2479877.1083676266,False,False,False,False,9124827.79835391,False,False,False,False
2022-01-21 00:00:00+00:00,57.262276025,59.4418644771,56.9497615043,59.249547849,8134410,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,89.60217261511748,40.08957077378385,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,13951993,3329663.4707107656,False,False,False,False,9051463.51699436,False,False,False,False
2022-01-28 00:00:00+00:00,56.6692997549,58.0956480802,55.0826875729,55.8920200496,10517150,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,79.71790422264948,31.034176081212564,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,3434843,3337454.5469544125,False,False,False,False,9160032.88610589,False,False,False,False
2022-02-04 00:00:00+00:00,58.6405451932,59.049218028,56.4369171626,56.5250622838,7099256,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,76.31304426473805,28.4029586125216,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,10534099,3870539.3212540857,False,False,False,False,9007382.746394342,False,False,False,False
2022-02-11 00:00:00+00:00,58.5604132648,59.9867615901,58.2719383227,58.80080905,6536649,,,,,,,,0.0,0.0,0.0,0.0,58.939704392533336,#000000,,58.939704392533336,,73.44922313649391,26.233044218789217,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,3997450,3879940.1122723017,False,False,False,False,8824365.431846613,False,False,False,False
2022-02-18 00:00:00+00:00,57.6869752454,59.0652444137,57.634889492,58.4161757938,6499346,,,,,,,,0.0,0.0,0.0,0.0,58.535530266926585,#000000,,58.535530266926585,,69.11293201101353,22.587791879015413,False,False,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-2501896,3407211.5113632423,False,False,False,False,8652141.770228345,False,False,False,False
2022-02-25 00:00:00+00:00,57.8632654879,58.007502959,54.6660015453,57.2943287963,10342672,,,,,,,,0.0,0.0,0.0,0.0,57.316747161832154,#000000,,57.316747161832154,,66.06109250308505,20.153789232890162,False,False,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,7840776,3735623.6957067056,False,False,False,False,8777366.231692912,False,False,False,False
2022-03-04 00:00:00+00:00,58.7046507359,59.6502074909,56.8215504189,56.9978406613,11770107,,,,,,,,0.0,0.0,0.0,0.0,57.82951023528564,#000000,,57.82951023528564,,65.05711429408822,19.605955463354945,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,19610883,4911568.829358061,False,False,False,False,8999050.733048992,False,False,False,False
