date,Close,High,Low,Open,Volume,aVWAP_peak_864,aVWAP_peak_843,aVWAP_peak_828,aVWAP_peak_809,aVWAP_peak_779,aVWAP_peak_759,aVWAP_peak_726,aVWAP_peak_692,aVWAP_peak_664,aVWAP_peak_636,aVWAP_peak_597,aVWAP_peak_585,aVWAP_peak_567,aVWAP_peak_497,aVWAP_peak_451,aVWAP_peak_426,aVWAP_peak_401,aVWAP_peak_381,aVWAP_peak_364,aVWAP_peak_323,aVWAP_peak_296,aVWAP_peak_265,aVWAP_peak_247,aVWAP_peak_212,aVWAP_peak_189,aVWAP_peak_164,aVWAP_valley_839,aVWAP_valley_819,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.8303300282,11.9761584414,11.5569017532,11.5751303049,1280215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1280215.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.5022160982,11.9761584414,11.4247447537,11.9169156485,2614765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2614765,-102539.80392156863,False,False,False,False,1332550.2941176472,False,False,False,False
2022-01-05 00:00:00+00:00,11.4475304433,11.9670441656,11.406516202,11.6571587874,2560686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5175451,-301477.4978854287,False,False,False,False,1380712.4786620531,False,False,False,False
2022-01-06 00:00:00+00:00,12.5412435429,12.6278291633,11.784758649,11.8667871315,3625561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.772097976088993,-26.375576855251758,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1549890,-350434.85090952954,False,False,False,False,1468745.7540086394,False,False,False,False
2022-01-07 00:00:00+00:00,12.7326433354,12.8967003003,12.2313581647,12.5503578188,2835344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.933070717012384,-11.15980173029915,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1285454,-286282.34695229307,False,False,False,False,1522337.842086732,False,False,False,False
2022-01-10 00:00:00+00:00,12.7873289904,12.8967003003,12.4774436121,12.6050434738,2119453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.29788295864,-1.729197951917108,False,False,True,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3404907,-141529.82354239922,False,False,False,False,1545754.1227892132,False,False,False,False
2022-01-11 00:00:00+00:00,13.5711567118,13.5802709876,12.9513859553,12.9513859553,2901620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.95383476751624,6.22408757648104,False,False,True,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6306527,111335.14992985173,False,False,False,False,1598925.3336602245,False,False,False,False
2022-01-12 00:00:00+00:00,13.5984995393,13.9448420209,13.5164710568,13.7352136768,2125506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.11423735284039,11.208986895780484,False,False,True,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8432033,437637.0264031909,False,False,False,False,1619575.5558696275,False,False,False,False
2022-01-13 00:00:00+00:00,13.7716707801,13.9995276758,13.5255853326,13.7078708493,2580854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.23993671541088,14.755257667204603,False,False,True,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11012887,852352.7116422815,False,False,False,False,1657272.7497570931,False,False,False,False
2022-01-14 00:00:00+00:00,14.4370129157,14.5144842603,13.8263564351,13.9083849175,3282909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.63264571359699,18.087434367473733,False,False,True,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14295796,1379546.5660876823,False,False,False,False,1721023.1909430893,False,False,False,False
