date,Close,High,Low,Open,Volume,aVWAP_peak_141,aVWAP_peak_125,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_136,aVWAP_valley_95,aVWAP_valley_41,aVWAP_valley_19,aVWAP_OB_bull_159,aVWAP_OB_bull_120,aVWAP_OB_bull_95,aVWAP_OB_bull_41,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,113.6758062702,113.9704016551,111.1099754983,111.3475524216,954538,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,954538.0,False,False,False,False
2022-01-07 00:00:00+00:00,107.0616647249,113.347950116,105.9307985699,113.267173962,1914410,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1914410,-141808.14814814815,False,False,False,False,1025639.6296296297,False,False,False,False
2022-01-14 00:00:00+00:00,104.1632262604,107.4988062638,103.5740354906,106.1873816471,1872936,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3787346,-411847.9890260631,False,False,False,False,1088402.3237311386,False,False,False,False
2022-01-21 00:00:00+00:00,100.4190139489,103.3174524134,100.1719339486,103.0323601054,1749785,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5537131,-791498.5824315399,False,False,False,False,1137393.6330843875,False,False,False,False
2022-01-28 00:00:00+00:00,99.6207554865,101.2932970267,96.7793354836,99.2311293323,2527432,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8064563,-1330244.0948440183,False,False,False,False,1240359.4380410996,False,False,False,False
2022-02-04 00:00:00+00:00,100.2099462564,103.7260847215,99.1931170246,99.3831785632,2461554,,,,,,,,,,,,,,,#000000,,,,1.4061825827594783,-48.67071802723518,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5603009,-1646745.1989296465,False,False,False,False,1330818.2944824996,False,False,False,False
2022-02-11 00:00:00+00:00,97.7771585616,101.7589477964,94.3370447119,99.6587677943,3266396,,,,,,,,,,,,,,,#000000,,,,2.1591719914322733,-48.01658318434517,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8869405,-2181757.036045969,False,False,False,False,1474194.4208171293,False,False,False,False
2022-02-18 00:00:00+00:00,95.2113277897,98.5183985623,94.4890939428,97.4065385612,2314821,,,,,,,,,,,,,,,#000000,,,,2.502921925176579,-47.764571427408434,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-11184226,-2848606.5889314525,False,False,False,False,1536463.0563121568,False,False,False,False
2022-02-25 00:00:00+00:00,96.5966454229,96.6061914893,91.5849605878,94.7836893277,2802575,,,,,,,,,,,,,,,#000000,,94.92926583333333,,5.1952569106782205,-45.285530969410566,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8381651,-3258461.7304920857,False,False,False,False,1630249.12621496,False,False,False,False
2022-03-04 00:00:00+00:00,101.4746853292,101.7610673197,95.2601961335,95.7852297829,2090383,,,,,,,,,,,,,,,#000000,,96.88141055520757,,13.423483395184228,-37.66307693276967,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.17374434150737098,-0.17374434150737098,False,False,False,False,-6291268,-3483114.046751931,False,False,False,False,1664333.1168657036,False,False,False,False
2022-03-11 00:00:00+00:00,98.8495170822,101.5128695946,97.2839622003,101.1501190732,2061043,,,,,,,,,,,,,,,#000000,,97.57317848678609,,18.074708150699745,-33.71303305634385,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.10522454253098698,-0.13948444201917898,False,False,False,False,-8352311,-3843795.3025480844,False,False,False,False,1693719.034134911,False,False,False,False
2022-03-18 00:00:00+00:00,103.5748199267,103.8230176519,97.0739487406,99.0118002102,2227887,,,,,,,,,,,,,,,#000000,,98.5236978465355,,25.329428368097375,-27.363963505028153,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.036503010816328424,-0.05149071560142528,False,False,False,False,-6124424,-4012730.7616185965,False,False,False,False,1733287.031606399,False,False,False,False
2022-03-25 00:00:00+00:00,101.1310269405,103.0879705428,99.9377686464,102.9925098792,1836777,,,,,,,,,,,,,,,#000000,,99.00076610429069,,29.29591399966533,-24.26569959963796,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.3205423303258794,0.13452580736222708,False,False,False,False,-7961201,-4305210.038535737,False,False,False,False,1740952.95519111,False,False,False,False
2022-04-01 00:00:00+00:00,103.1166087418,105.2262894058,100.577355092,100.8732831489,1636324,,,,,,,,,,,,,,,#000000,,101.24392917852384,,33.49270014584106,-20.907507242446947,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.34282824600480005,0.23867702668351357,False,False,False,False,-6324877,-4454814.998644201,False,False,False,False,1733202.6622139907,False,False,False,False
2022-04-08 00:00:00+00:00,103.851655851,104.8874040502,102.1333639075,103.1643390736,1365472,,,,,,,,,,,,,,,#000000,,101.59205606897495,,36.973734966347315,-18.190136642936558,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.3428282465484505,0.29075263661598205,False,False,False,False,-4959405,-4492192.035781668,False,False,False,False,1705963.3539018433,False,False,False,False
2022-04-15 00:00:00+00:00,101.6656066562,104.338505235,101.092842675,102.8206806849,1302691,,,,,,,,,,,,,,,#000000,,101.55948319570781,,38.314584761123314,-17.426609496617267,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.28149585980004155,0.2861242482080118,False,False,False,False,-6262096,-4623296.033131174,False,False,False,False,1676091.327686892,False,False,False,False
2022-04-22 00:00:00+00:00,97.7421733852,102.6106672251,97.7039891198,101.5033235282,1286296,,,,,,,,,,,,,,,#000000,,101.11048390757534,,37.552999206795825,-17.426609496617267,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.09522979139091589,0.19067701979946383,False,False,False,False,-7548392,-4839969.808454791,False,False,False,False,1647217.599710085,False,False,False,False
2022-04-29 00:00:00+00:00,95.4224792615,99.1645372718,95.16473547,97.2266858022,1725217,,,,,,,,,,,,,,,#000000,,100.28960582397823,,36.155265561301256,-17.426609496617267,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.11536074797817385,0.03765813591064499,False,False,False,False,-9273609,-5168387.526347029,False,False,False,False,1652995.3330648935,False,False,False,False
2022-05-06 00:00:00+00:00,90.1053203031,96.300717366,88.7402328147,94.8497152804,3698220,,,,,,,,,,,,,,,#000000,,98.08406733215287,,33.56384791054025,-17.426609496617267,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.15258505925237448,False,False,False,False,-12971829,-5746420.228099101,False,False,False,False,1804493.456541568,False,False,False,False
2022-05-13 00:00:00+00:00,90.5444393553,91.728151583,87.3942374589,89.4466417248,2908428,,,,,,,,89.88894279906665,,,,,,89.88894279906665,#000000,,94.47256363644652,,32.02283906454147,-11.12517378073374,False,False,False,True,False,,,,1.0,91.72815,87.39423,0.0,,,False,False,False,False,-0.34282825441539394,-0.2477066568338842,False,False,False,False,-10063401,-6066196.581573241,False,False,False,False,1886266.385686637,False,False,False,False
