date,Close,High,Low,Open,Volume,aVWAP_OB_bull_461,aVWAP_OB_bear_781,aVWAP_OB_bear_715,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,51.7493483164,52.1797534431,51.2365251868,51.3097856339,575532,,,,,#000000,,,,,,False,False,False,False,False,,,51.70813931495,51.70813931495,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,575532.0,False,False,False,False
2022-01-04 00:00:00+00:00,52.7292067963,53.2237148142,51.9737084357,52.024074993,329765,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,52.59871162495,52.59871162495,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,329765,12931.960784313726,False,False,False,False,565894.0784313725,False,False,False,False
2022-01-05 00:00:00+00:00,51.4288338604,53.6632774968,51.4105187486,52.8574125787,374032,,,,,"rgba(38, 166, 154, 0.5)",,,,80.21783181383655,-29.128672744653784,False,False,True,False,True,,,52.536898122699995,52.59871162495,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44267,10688.86428296809,False,False,False,False,558370.0753556325,False,False,False,False
2022-01-06 00:00:00+00:00,51.4746216398,52.0698627725,51.1907374073,51.4471489722,264835,,,,,"rgba(38, 166, 154, 0.5)",,,,67.4742215186605,-29.128672744653784,False,False,True,False,True,,,51.630300089900004,51.630300089900004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,220568,18919.41862481248,False,False,False,False,546858.8959299213,False,False,False,False
2022-01-07 00:00:00+00:00,51.3189431898,51.7411065161,51.0716891808,51.3922036368,362968,,,,,"rgba(38, 166, 154, 0.5)",,,,57.89350389462747,-29.128672744653784,False,False,True,False,True,,,51.40639784845,51.40639784845,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-142400,12593.166914035519,False,False,False,False,539647.488246395,False,False,False,False
2022-01-10 00:00:00+00:00,50.0643580333,51.2548402985,49.7438435772,51.2548402985,329416,,,,,"rgba(239, 83, 80, 0.5)",,,,46.24774919049832,-29.128672744653784,False,False,False,True,False,,,50.499341937850005,50.499341937850005,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-471816,-6403.271004161954,False,False,False,False,531403.1161583011,False,False,False,False
2022-01-11 00:00:00+00:00,50.8061200601,50.9067615993,49.5423773477,50.2200364833,310032,,,,,"rgba(239, 83, 80, 0.5)",,,,43.86214247407247,-29.128672744653784,False,False,False,True,False,,,50.2245694735,50.499341937850005,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-161784,-12496.632925567366,False,False,False,False,522721.8959167991,False,False,False,False
2022-01-12 00:00:00+00:00,50.5588660511,51.7768209841,50.5130782717,51.1724222956,436928,,,,,"rgba(239, 83, 80, 0.5)",,,,41.34251701081119,-29.128672744653784,False,False,False,True,False,,,50.2245694735,51.144949627900004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-598712,-35485.470850054924,False,False,False,False,519357.42941025796,False,False,False,False
2022-01-13 00:00:00+00:00,50.3482422658,51.4837791957,50.2383515951,50.7420171689,495887,,,,,"rgba(239, 83, 80, 0.5)",,,,38.90479426683264,-29.128672744653784,False,False,False,True,False,,,50.2245694735,51.144949627900004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1094599,-77019.33473828806,False,False,False,False,518437.02041377727,False,False,False,False
2022-01-14 00:00:00+00:00,50.3024544863,50.6229689424,49.276808227,49.7163709096,250318,,,,,"rgba(239, 83, 80, 0.5)",,,,37.112251947375796,-29.128672744653784,False,False,False,True,False,,,49.9498885847,51.144949627900004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1344917,-126740.81180737482,False,False,False,False,507922.5490250017,False,False,False,False
2022-01-18 00:00:00+00:00,49.4599593447,50.1376184804,49.1760751122,49.7255284654,305392,,,,,"rgba(239, 83, 80, 0.5)",,,,33.34689670224925,-29.128672744653784,False,False,False,True,False,,,49.6568467963,51.144949627900004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1650309,-186488.5838933601,False,False,False,False,499980.174553433,False,False,False,False
2022-01-19 00:00:00+00:00,48.3976828619,50.0918307009,48.3335799707,49.5149046801,356691,,,,,"rgba(239, 83, 80, 0.5)",,,,28.75550068502755,-29.128672744653784,False,False,False,True,False,,,49.212705335799996,49.212705335799996,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2007000,-257881.18844656166,False,False,False,False,494360.99123761215,False,False,False,False
2022-01-20 00:00:00+00:00,47.3720366025,48.9379786592,47.3170912672,48.5350462002,417213,,,,,"rgba(239, 83, 80, 0.5)",,,,24.361257787832386,-29.128672744653784,False,False,False,True,False,,,48.1275349632,48.1275349632,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2424213,-342835.3771349318,False,False,False,False,491335.57981652935,False,False,False,False
2022-01-21 00:00:00+00:00,46.3738630109,47.9581201793,46.3555478991,47.1888854848,345747,,,,,"rgba(239, 83, 80, 0.5)",,,,20.499960902093296,2.8376811866130396,False,False,False,True,False,,,48.1275349632,43.059305280935725,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2769960,-438016.7348943462,False,False,False,False,485626.2237452929,False,False,False,False
2022-01-24 00:00:00+00:00,47.5002423849,47.7658115057,44.9544418484,45.6046283164,525270,,,,,"rgba(239, 83, 80, 0.5)",,,,23.223571254040444,2.8376811866130396,False,False,False,True,False,,,48.1275349632,41.86228190428572,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2244690,-508866.6668592738,False,False,False,False,487180.88163763436,False,False,False,False
