date,Open,High,Low,Close,Volume,aVWAP_peak_143,aVWAP_peak_132,aVWAP_peak_122,aVWAP_peak_107,aVWAP_peak_93,aVWAP_peak_78,aVWAP_valley_137,aVWAP_valley_136,aVWAP_valley_120,aVWAP_valley_119,aVWAP_valley_118,aVWAP_valley_117,aVWAP_valley_116,aVWAP_valley_90,aVWAP_valley_89,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,2.91,2.91,2.835,2.85,4100.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,2.845,2.855,2.83,2.845,11702.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,2.845,2.87,2.835,2.865,2542.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,2.865,2.87,2.86,2.865,222.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,2.865,2.895,2.865,2.885,155.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,2.885,2.895,2.885,2.895,624.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,2.89,2.895,2.88,2.885,117.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,2.885,2.9,2.885,2.895,4600.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,2.895,2.905,2.89,2.895,5000.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,2.895,2.91,2.895,2.905,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,2.905,2.905,2.89,2.895,178.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,2.895,2.895,2.885,2.885,3700.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,2.885,2.885,2.885,2.885,17.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,2.885,2.895,2.885,2.895,100.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,2.895,2.91,2.895,2.905,24.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,2.905,2.905,2.9,2.905,100.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,2.905,2.92,2.9,2.92,310.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,2.915,2.92,2.91,2.91,1703.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,2.915,2.92,2.915,2.92,17.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,2.915,2.92,2.915,2.915,28.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,2.915,2.915,2.905,2.915,1594.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,2.915,2.915,2.905,2.915,744.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,2.915,2.915,2.915,2.915,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,2.92,2.925,2.92,2.925,3015.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,2.925,2.925,2.915,2.915,5000.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,2.915,2.915,2.905,2.905,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,2.905,2.91,2.905,2.91,10.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,2.905,2.915,2.905,2.915,71.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,2.915,2.915,2.91,2.915,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,2.915,2.915,2.905,2.905,100.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,2.905,2.905,2.905,2.905,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,2.905,2.905,2.895,2.9,5227.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,2.895,2.905,2.895,2.905,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:15:00+00:00,2.905,2.91,2.905,2.905,100.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:20:00+00:00,2.905,2.915,2.905,2.91,262.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:25:00+00:00,2.915,2.915,2.915,2.915,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:30:00+00:00,2.915,2.925,2.915,2.925,132.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:35:00+00:00,2.925,2.925,2.92,2.925,117.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:40:00+00:00,2.925,2.935,2.92,2.92,4426.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:45:00+00:00,2.925,2.925,2.925,2.925,100.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:50:00+00:00,2.925,2.93,2.925,2.925,121.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:55:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:00:00+00:00,2.925,2.94,2.925,2.93,740.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:05:00+00:00,2.935,2.94,2.935,2.935,17.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:10:00+00:00,2.935,2.94,2.935,2.935,201.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:15:00+00:00,2.935,2.935,2.935,2.935,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:20:00+00:00,2.935,2.94,2.93,2.935,773.0,,,,,,,,,,,,,,,,,,#000000
