date,Open,High,Low,Close,Volume,aVWAP_peak_206,aVWAP_peak_173,aVWAP_peak_152,aVWAP_peak_148,aVWAP_peak_147,aVWAP_peak_136,aVWAP_valley_211,aVWAP_valley_192,aVWAP_valley_156,aVWAP_valley_78,aVWAP_valley_50,aVWAP_valley_34,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,33.54,33.655,33.52,33.52,396.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,33.495,33.56,33.45,33.47,440.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,33.47,33.545,33.47,33.535,844.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,33.53,33.53,33.45,33.46,412.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,33.455,33.52,33.45,33.475,931.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,33.475,33.5,33.43,33.445,930.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,33.45,33.47,33.375,33.385,1635.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,33.385,33.47,33.375,33.47,1061.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,33.47,33.52,33.445,33.46,2836.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,33.465,33.61,33.46,33.585,1421.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,33.585,33.605,33.56,33.575,1721.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,33.575,33.59,33.535,33.545,902.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,33.545,33.57,33.505,33.57,2332.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,33.565,33.585,33.5,33.51,3387.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,33.505,33.555,33.505,33.545,1305.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,33.545,33.58,33.53,33.575,2117.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,33.575,33.595,33.505,33.535,4207.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,33.535,33.55,33.505,33.55,446.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,33.545,33.615,33.54,33.61,1505.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,33.605,33.625,33.585,33.605,1690.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,33.605,33.615,33.585,33.6,1770.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,33.595,33.605,33.565,33.565,744.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,33.565,33.605,33.545,33.605,2676.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,33.605,33.645,33.595,33.62,1270.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,33.625,33.645,33.615,33.645,872.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,33.645,33.645,33.595,33.605,1371.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,33.605,33.62,33.575,33.595,2550.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,33.595,33.625,33.595,33.61,420.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,33.605,33.665,33.595,33.655,1293.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,33.655,33.675,33.645,33.665,2338.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,33.665,33.665,33.645,33.665,1866.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,33.665,33.695,33.655,33.675,672.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,33.675,33.675,33.595,33.595,1475.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:15:00+00:00,33.595,33.625,33.585,33.605,1464.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:20:00+00:00,33.605,33.605,33.52,33.545,3899.0,,,,,,,,,,,,33.55666666666667,,33.55666666666667,#000000
2025-07-09 16:25:00+00:00,33.545,33.585,33.535,33.575,2265.0,,,,,,,,,,,,33.559728801643956,,33.559728801643956,#000000
2025-07-09 16:30:00+00:00,33.575,33.61,33.575,33.605,2316.0,,,,,,,,,,,,33.569817020440254,,33.569817020440254,#000000
2025-07-09 16:35:00+00:00,33.605,33.655,33.605,33.635,2244.0,,,,,,,,,,,,33.58275907621534,,33.58275907621534,#000000
2025-07-09 16:40:00+00:00,33.635,33.64,33.625,33.635,1423.0,,,,,,,,,,,,33.58868376279465,,33.58868376279465,#000000
2025-07-09 16:45:00+00:00,33.635,33.635,33.605,33.62,3048.0,,,,,,,,,,,,33.59496555884611,,33.59496555884611,#000000
2025-07-09 16:50:00+00:00,33.615,33.625,33.595,33.615,1785.0,,,,,,,,,,,,33.5967212406753,,33.5967212406753,#000000
2025-07-09 16:55:00+00:00,33.615,33.625,33.605,33.615,1453.0,,,,,,,,,,,,33.59816208249697,,33.59816208249697,#000000
2025-07-09 17:00:00+00:00,33.615,33.625,33.58,33.615,2554.0,,,,,,,,,,,,33.59919704261368,,33.59919704261368,#000000
2025-07-09 17:05:00+00:00,33.61,33.645,33.6,33.635,1573.0,,,,,,,,,,,,33.60111236702127,,33.60111236702127,#000000
2025-07-09 17:10:00+00:00,33.635,33.64,33.62,33.625,620.0,,,,,,,,,,,,33.60184045153868,,33.60184045153868,#000000
2025-07-09 17:15:00+00:00,33.625,33.655,33.625,33.635,2192.0,,,,,,,,,,,,33.604993234011246,,33.604993234011246,#000000
2025-07-09 17:20:00+00:00,33.635,33.645,33.62,33.635,4012.0,,,,,,,,,,,,33.60886270305836,,33.60886270305836,#000000
2025-07-09 17:25:00+00:00,33.635,33.655,33.6,33.605,6505.0,,,,,,,,,,,,33.61088137498026,,33.61088137498026,#000000
2025-07-09 17:30:00+00:00,33.605,33.63,33.575,33.59,4493.0,,,,,,,,,,,,33.609485249203445,,33.609485249203445,#000000
2025-07-09 17:35:00+00:00,33.58,33.6,33.57,33.595,510.0,,,,,,,,,,,,33.60922144510744,,33.60922144510744,#000000
2025-07-09 17:40:00+00:00,33.595,33.595,33.565,33.58,1628.0,,,,,,,,,,,33.58,33.60810261837567,,33.59405130918783,#000000
2025-07-09 17:45:00+00:00,33.575,33.655,33.575,33.655,4578.0,,,,,,,,,,,33.61565420560748,33.61006907582771,,33.6128616407176,#000000
2025-07-09 17:50:00+00:00,33.655,33.705,33.635,33.695,1298.0,,,,,,,,,,,33.6264960909737,33.611899950409125,,33.619198020691414,#000000
2025-07-09 17:55:00+00:00,33.695,33.705,33.63,33.635,449.0,,,,,,,,,,,33.62819942160191,33.6123114614256,,33.620255441513756,#000000
2025-07-09 18:00:00+00:00,33.635,33.695,33.63,33.68,1274.0,,,,,,,,,,,33.63374083306239,33.61373550948742,,33.62373817127491,#000000
2025-07-09 18:05:00+00:00,33.675,33.7,33.67,33.67,357.0,,,,,,,,,,,33.635463967723986,33.614204176242175,,33.62483407198308,#000000
2025-07-09 18:10:00+00:00,33.675,33.695,33.675,33.695,2085.0,,,,,,,,,,,33.64491058931071,33.61714474610453,,33.63102766770762,#000000
2025-07-09 18:15:00+00:00,33.695,33.725,33.695,33.705,789.0,,,,,,,,,,,33.64892732915931,33.61849334582943,,33.633710337494364,#000000
2025-07-09 18:20:00+00:00,33.705,33.735,33.705,33.725,549.0,,,,,,,,,,,33.65199751415904,33.619544240152884,,33.63577087715596,#000000
2025-07-09 18:25:00+00:00,33.725,33.745,33.715,33.745,2930.0,,,,,,,,,,,33.66725743029847,33.625496929384646,,33.64637717984156,#000000
2025-07-09 18:30:00+00:00,33.745,33.745,33.735,33.745,1707.0,,,,,,,,,,,33.674456283533594,33.62888461801285,,33.651670450773224,#000000
2025-07-09 18:35:00+00:00,33.745,33.755,33.735,33.745,385.0,,,,,,,,,,,33.675962708229335,33.62964333599226,,33.6528030221108,#000000
2025-07-09 18:40:00+00:00,33.745,33.745,33.72,33.735,558.0,,,,,,,,,,,33.67768503075626,33.63061609979993,,33.654150565278094,#000000
2025-07-09 18:45:00+00:00,33.735,33.775,33.735,33.755,379.0,,,,,,,,,,,33.67923002565995,33.631403655317584,,33.655316840488766,#000000
2025-07-09 18:50:00+00:00,33.755,33.76,33.735,33.745,1264.0,,,,,,,,,,,33.683443565661555,33.63378728881036,,33.65861542723596,#000000
2025-07-09 18:55:00+00:00,33.745,33.76,33.73,33.735,1511.0,,,,,,,,,,,33.687490072520426,33.63638984241534,,33.66193995746788,#000000
2025-07-09 19:00:00+00:00,33.735,33.78,33.725,33.775,3153.0,,,,,,,,,,,33.69667396427519,33.64231424619219,,33.669494105233696,#000000
2025-07-09 19:05:00+00:00,33.775,33.775,33.75,33.755,115.0,,,,,,,,,,,33.69696515920935,33.64251961275246,,33.6697423859809,#000000
2025-07-09 19:10:00+00:00,33.755,33.78,33.75,33.775,38.0,,,,,,,,,,,33.697073435275016,33.64259211796761,,33.66983277662131,#000000
2025-07-09 19:15:00+00:00,33.775,33.81,33.775,33.785,924.0,,,,,,,,,,,33.70037959005557,33.64462919202947,,33.67250439104252,#000000
2025-07-09 19:20:00+00:00,33.785,33.815,33.785,33.805,897.0,,,,,,,,,,,33.703761103667304,33.64670803817395,,33.67523457092062,#000000
2025-07-09 19:25:00+00:00,33.805,33.835,33.795,33.825,605.0,,,,,,,,,,,33.70628416991227,33.64822684609571,,33.677255508003995,#000000
2025-07-09 19:30:00+00:00,33.825,33.835,33.79,33.815,2086.0,,,,,,,,,,,33.71383870676725,33.653115522372524,,33.68347711456988,#000000
2025-07-09 19:35:00+00:00,33.815,33.835,33.815,33.83,1003.0,,,,,,,,,,,33.71754155487206,33.655551660275606,,33.68654660757383,#000000
2025-07-09 19:40:00+00:00,33.825,33.84,33.815,33.825,3283.0,,,,,,,,,,,33.728126803565274,33.66306829281346,,33.69559754818937,"rgba(38, 166, 154, 1.0)"
2025-07-09 19:45:00+00:00,33.825,33.84,33.805,33.84,2541.0,,,,,,,,,,,33.73512468165411,33.66850241983488,,33.7018135507445,"rgba(38, 166, 154, 1.0)"
2025-07-09 19:50:00+00:00,33.835,33.855,33.77,33.805,6588.0,,,,,,,,,,,33.74660321744931,33.67961760427348,,33.7131104108614,"rgba(38, 166, 154, 1.0)"
2025-07-09 19:55:00+00:00,33.81,33.82,33.76,33.765,19535.0,,,,,,,,,,,33.75756107120574,33.69889718990467,,33.728229130555206,#000000
2025-07-10 13:30:00+00:00,33.63,33.69,33.6,33.69,3.0,,,,,,,,,,33.65999999999999,33.757556389173274,33.69889606140317,,33.70548415019214,#000000
2025-07-10 13:35:00+00:00,33.685,33.69,33.61,33.665,1336.0,,,,,,,,,,33.655011202389844,33.75541042789124,33.69833614983133,,33.702919260037476,#000000
2025-07-10 13:40:00+00:00,33.67,33.7,33.61,33.68,313.0,,,,,,,,,,33.65658797417272,33.75496124333058,33.698231860743306,,33.70326035941554,#000000
2025-07-10 13:45:00+00:00,33.685,33.77,33.67,33.755,445.0,,,,,,,,,,33.672520267048164,33.754800792496056,33.69837289174518,,33.7085646504298,"rgba(38, 166, 154, 0.5)"
2025-07-10 13:50:00+00:00,33.755,33.785,33.71,33.765,2487.0,,,,,,,,,,33.716364528795815,33.75474639679251,33.69963868438518,,33.7235832033245,"rgba(38, 166, 154, 0.5)"
2025-07-10 13:55:00+00:00,33.755,33.825,33.74,33.79,2930.0,,,,,,,,,,33.74312816076657,33.75601231024092,33.70189364227862,,33.73367803776203,"rgba(38, 166, 154, 0.5)"
2025-07-10 14:00:00+00:00,33.795,33.92,33.78,33.91,2427.0,,,,,,,,,,33.77410270596519,33.75983077984817,33.70549331521707,,33.74647560034348,"rgba(0, 255, 255, 0.75)"
2025-07-10 14:05:00+00:00,33.915,33.995,33.9,33.965,1276.0,,,,,,,,,,33.79449124840272,33.763179791841864,33.70825242690211,,33.755307822382235,"rgba(0, 255, 0, 1.0)"
