date,Open,High,Low,Close,Volume,aVWAP_peak_221,aVWAP_peak_205,aVWAP_peak_130,aVWAP_peak_100,aVWAP_valley_177,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,42.07,42.205,42.065,42.15,949.0,,,,,,,,#000000
2025-07-09 13:35:00+00:00,42.255,42.28,42.12,42.12,205.0,,,,,,,,#000000
2025-07-09 13:40:00+00:00,42.22,42.22,42.07,42.15,382.0,,,,,,,,#000000
2025-07-09 13:45:00+00:00,42.15,42.15,42.08,42.105,137.0,,,,,,,,#000000
2025-07-09 13:50:00+00:00,42.11,42.2,42.06,42.19,320.0,,,,,,,,#000000
2025-07-09 13:55:00+00:00,42.18,42.2,42.085,42.09,306.0,,,,,,,,#000000
2025-07-09 14:00:00+00:00,42.08,42.11,42.01,42.065,6885.0,,,,,,,,#000000
2025-07-09 14:05:00+00:00,42.07,42.16,42.06,42.16,1607.0,,,,,,,,#000000
2025-07-09 14:10:00+00:00,42.155,42.21,42.115,42.19,1174.0,,,,,,,,#000000
2025-07-09 14:15:00+00:00,42.19,42.19,42.055,42.055,533.0,,,,,,,,#000000
2025-07-09 14:20:00+00:00,42.06,42.08,42.02,42.055,689.0,,,,,,,,#000000
2025-07-09 14:25:00+00:00,42.055,42.065,41.955,41.99,464.0,,,,,,,,#000000
2025-07-09 14:30:00+00:00,41.99,41.99,41.89,41.96,347.0,,,,,,,,#000000
2025-07-09 14:35:00+00:00,41.96,41.965,41.89,41.895,689.0,,,,,,,,#000000
2025-07-09 14:40:00+00:00,41.895,41.925,41.87,41.88,638.0,,,,,,,,#000000
2025-07-09 14:45:00+00:00,41.87,41.875,41.825,41.86,804.0,,,,,,,,#000000
2025-07-09 14:50:00+00:00,41.86,41.91,41.83,41.835,1176.0,,,,,,,,#000000
2025-07-09 14:55:00+00:00,41.835,41.86,41.7,41.735,626.0,,,,,,,,#000000
2025-07-09 15:00:00+00:00,41.73,41.78,41.68,41.74,81.0,,,,,,,,#000000
2025-07-09 15:05:00+00:00,41.745,41.8,41.74,41.79,236.0,,,,,,,,#000000
2025-07-09 15:10:00+00:00,41.775,41.775,41.655,41.68,106.0,,,,,,,,#000000
2025-07-09 15:15:00+00:00,41.69,41.71,41.675,41.69,400.0,,,,,,,,#000000
2025-07-09 15:20:00+00:00,41.695,41.755,41.685,41.7,668.0,,,,,,,,#000000
2025-07-09 15:25:00+00:00,41.7,41.8,41.7,41.8,189.0,,,,,,,,#000000
2025-07-09 15:30:00+00:00,41.795,41.875,41.795,41.83,2081.0,,,,,,,,#000000
2025-07-09 15:35:00+00:00,41.83,41.895,41.81,41.895,475.0,,,,,,,,#000000
2025-07-09 15:40:00+00:00,41.89,41.935,41.885,41.895,603.0,,,,,,,,#000000
2025-07-09 15:45:00+00:00,41.895,41.91,41.84,41.86,400.0,,,,,,,,#000000
2025-07-09 15:50:00+00:00,41.88,41.88,41.81,41.81,605.0,,,,,,,,#000000
2025-07-09 15:55:00+00:00,41.835,41.885,41.835,41.885,200.0,,,,,,,,#000000
2025-07-09 16:00:00+00:00,41.885,41.92,41.86,41.9,130.0,,,,,,,,#000000
2025-07-09 16:05:00+00:00,41.9,41.965,41.89,41.905,406.0,,,,,,,,#000000
2025-07-09 16:10:00+00:00,41.91,41.945,41.87,41.945,561.0,,,,,,,,#000000
2025-07-09 16:15:00+00:00,41.92,41.975,41.92,41.97,309.0,,,,,,,,#000000
2025-07-09 16:20:00+00:00,41.965,41.97,41.87,41.91,315.0,,,,,,,,#000000
2025-07-09 16:25:00+00:00,41.92,41.945,41.88,41.905,207.0,,,,,,,,#000000
2025-07-09 16:30:00+00:00,41.905,41.955,41.9,41.91,107.0,,,,,,,,#000000
2025-07-09 16:35:00+00:00,41.9,41.945,41.89,41.91,253.0,,,,,,,,#000000
2025-07-09 16:40:00+00:00,41.89,41.965,41.89,41.935,1245.0,,,,,,,,#000000
2025-07-09 16:45:00+00:00,41.94,41.94,41.905,41.935,177.0,,,,,,,,#000000
2025-07-09 16:50:00+00:00,41.965,41.985,41.93,41.98,33.0,,,,,,,,#000000
2025-07-09 16:55:00+00:00,41.94,41.985,41.94,41.96,471.0,,,,,,,,#000000
2025-07-09 17:00:00+00:00,41.955,41.965,41.935,41.945,370.0,,,,,,,,#000000
2025-07-09 17:05:00+00:00,41.94,41.985,41.92,41.955,124.0,,,,,,,,#000000
2025-07-09 17:10:00+00:00,41.955,42.05,41.945,42.03,686.0,,,,,,,,#000000
2025-07-09 17:15:00+00:00,42.015,42.065,42.01,42.05,1135.0,,,,,,,,#000000
2025-07-09 17:20:00+00:00,42.04,42.055,42.0,42.05,220.0,,,,,,,,#000000
2025-07-09 17:25:00+00:00,42.05,42.055,41.98,41.99,512.0,,,,,,,,#000000
2025-07-09 17:30:00+00:00,41.99,41.995,41.905,41.915,641.0,,,,,,,,#000000
2025-07-09 17:35:00+00:00,41.915,41.96,41.89,41.945,79.0,,,,,,,,#000000
2025-07-09 17:40:00+00:00,41.945,42.0,41.925,41.955,139.0,,,,,,,,#000000
2025-07-09 17:45:00+00:00,41.96,42.01,41.92,41.98,118.0,,,,,,,,#000000
2025-07-09 17:50:00+00:00,41.97,42.02,41.955,41.985,370.0,,,,,,,,#000000
2025-07-09 17:55:00+00:00,41.99,42.0,41.96,41.975,866.0,,,,,,,,#000000
2025-07-09 18:00:00+00:00,41.985,42.025,41.975,42.02,555.0,,,,,,,,#000000
2025-07-09 18:05:00+00:00,42.05,42.05,41.985,42.025,293.0,,,,,,,,#000000
2025-07-09 18:10:00+00:00,42.025,42.05,41.99,42.035,532.0,,,,,,,,#000000
2025-07-09 18:15:00+00:00,42.03,42.06,41.955,42.055,348.0,,,,,,,,#000000
2025-07-09 18:20:00+00:00,42.055,42.065,41.99,42.03,847.0,,,,,,,,#000000
2025-07-09 18:25:00+00:00,42.03,42.04,41.975,41.985,911.0,,,,,,,,#000000
2025-07-09 18:30:00+00:00,41.97,42.01,41.94,41.95,720.0,,,,,,,,#000000
2025-07-09 18:35:00+00:00,41.95,42.08,41.92,42.03,995.0,,,,,,,,#000000
2025-07-09 18:40:00+00:00,42.03,42.08,42.025,42.065,407.0,,,,,,,,#000000
2025-07-09 18:45:00+00:00,42.06,42.095,42.045,42.06,1096.0,,,,,,,,#000000
2025-07-09 18:50:00+00:00,42.06,42.16,42.03,42.16,223.0,,,,,,,,#000000
2025-07-09 18:55:00+00:00,42.165,42.22,42.15,42.16,228.0,,,,,,,,#000000
2025-07-09 19:00:00+00:00,42.225,42.24,42.18,42.21,401.0,,,,,,,,#000000
2025-07-09 19:05:00+00:00,42.21,42.21,42.1,42.1,2253.0,,,,,,,,#000000
