date,Close,High,Low,Open,Volume,aVWAP_peak_170,aVWAP_peak_142,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_120,aVWAP_valley_95,aVWAP_valley_61,aVWAP_valley_42,aVWAP_OB_bull_171,aVWAP_OB_bull_120,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,21.4006355589,21.4440974507,21.3310965319,21.4006355589,158131,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,-1.0,21.444098,21.331097,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,158131.0,False,False,False,False
2022-01-07 00:00:00+00:00,21.0605897168,21.2789422616,21.0381633806,21.2789422616,216045,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-216045,-16003.333333333332,False,False,False,False,162420.92592592593,False,False,False,False
2022-01-14 00:00:00+00:00,20.9920937753,21.1137870725,20.9763605704,20.9763605704,182979,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-399024,-44375.234567901236,False,False,False,False,163943.7462277092,False,False,False,False
2022-01-21 00:00:00+00:00,20.9834013969,20.9920937753,20.8269385861,20.9051699915,209867,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-608891,-86191.21719250115,False,False,False,False,167345.46872936038,False,False,False,False
2022-01-28 00:00:00+00:00,20.8922183477,21.0086092942,20.8085976678,20.9834013969,343182,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-952073,-150330.60851157515,False,False,False,False,180370.39697162996,False,False,False,False
2022-02-04 00:00:00+00:00,20.6706368299,20.9579708718,20.6546157803,20.8530157213,353401,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1305474,-235896.78565886588,False,False,False,False,193187.47867743517,False,False,False,False
2022-02-11 00:00:00+00:00,20.5574446316,20.6967581064,20.4364160503,20.6662832838,531925,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1837399,-354526.5793137647,False,False,False,False,218279.14692355107,False,False,False,False
2022-02-18 00:00:00+00:00,20.4991941849,20.5139091707,20.3745956959,20.4818670715,139901,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1977300,-474732.01788311545,False,False,False,False,212473.3582625473,False,False,False,False
2022-02-25 00:00:00+00:00,20.4268382489,20.4799515112,20.3398543981,20.4598381283,160137,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2137437,-597895.3498917735,False,False,False,False,208596.59098384008,False,False,False,False
2022-03-04 00:00:00+00:00,20.5759214478,20.7416452747,20.449448001,20.5052020785,194689,,,,,,,,,,,,,,#000000,,,,5.095577006683803,-45.183087360869216,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.20761213522085634,-0.20761213522085634,False,False,False,False,-1942748,-697514.0647146051,False,False,False,False,207566.3990591112,False,False,False,False
2022-03-11 00:00:00+00:00,20.1835048705,20.5185286699,20.1659730341,20.4712537677,319057,,,,,,,,,,,,,,#000000,,,,7.030033201057809,-43.56342001528981,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.27522019481812515,False,False,False,False,-2261805,-813387.4673283381,False,False,False,False,215824.96209176962,False,False,False,False
2022-03-18 00:00:00+00:00,20.1618735499,20.1794926094,19.9217484471,20.087472274,206622,,,,,,,,,,,,,,#000000,,,,8.346077221711516,-42.55108465786853,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.30902422461675955,False,False,False,False,-2468427,-935982.9882669796,False,False,False,False,215143.26119608298,False,False,False,False
2022-03-25 00:00:00+00:00,19.7691080803,20.1049168873,19.764746927,20.0787499673,158611,,,,,,,,,,,,,,#000000,,,,8.375784088694274,-42.55108465786853,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.32592623951607674,False,False,False,False,-2627038,-1061246.3224694254,False,False,False,False,210955.68629266942,False,False,False,False
