date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_107,aVWAP_BoS_CHoCH_bull_209,aVWAP_BoS_CHoCH_bull_277,aVWAP_BoS_CHoCH_bull_392,aVWAP_BoS_CHoCH_bull_556,aVWAP_BoS_CHoCH_bull_635,aVWAP_BoS_CHoCH_bull_689,aVWAP_BoS_CHoCH_bull_718,aVWAP_BoS_CHoCH_bull_784,aVWAP_BoS_CHoCH_bear_48,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_115,aVWAP_BoS_CHoCH_bear_301,aVWAP_BoS_CHoCH_bear_711,aVWAP_BoS_CHoCH_bear_746,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,17.0766962247,17.1067079931,16.9266373826,17.0541873983,114254,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,17.0091697457,17.1067079931,16.9717300646,17.0691932826,116774,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,16.6565314669,17.0241756299,16.6565314669,16.9716550352,152236,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,16.6790402932,16.7840814827,16.5364843933,16.6565314669,96932,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,16.8140932511,16.8441050195,16.6415255827,16.731560888,136242,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,16.731560888,16.7840814827,16.5064726249,16.731560888,135091,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,16.8290991353,16.9191344405,16.6519546722,16.7615726564,138157,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,17.0766962247,17.0917021089,16.9191344405,16.9341403247,134597,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,16.8591109037,17.1442227036,16.8441050195,17.1067079931,95685,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,16.806590309,16.8666138458,16.5739991038,16.7390638301,122075,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,16.5589932196,16.731560888,16.523429274,16.5815020459,130437,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,16.5815020459,16.7615726564,16.5364843933,16.6490285248,131385,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,16.2513725934,16.7990873669,16.2363667092,16.6490285248,158700,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,15.3660254253,16.2866277938,15.343372808,16.1664179045,387076,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,15.1621518693,15.1923553591,14.3617593902,15.1697027418,488666,,,,,,,,,,,,,,,,14.905422206199999,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,15.0715414,15.2224833402,14.6184890533,14.9582783133,216203,,,,,,,,,,,,,,,,14.925487035246205,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,15.1243975071,15.5170428742,14.9582783133,15.1999062316,203830,,,,,,,,,,,,,,,,14.98704192281536,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,15.0413379102,15.3962289151,14.9870471373,15.2527623387,149750,,,,,,,,,,,,,,,,15.00890011880923,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,15.3962289151,15.3962289151,14.9432520772,15.0941940173,123945,,,,,,,,,,,,,,,,15.03367420392673,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,15.8039760272,15.819077772,15.3976635809,15.4566358947,162669,,,,,,,,,,,,,,,,15.111062110234913,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,16.0305022005,16.1060109249,15.7209164303,15.8568321343,143162,,,,,,,,,,,,,,,,15.192003210892134,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,16.2796809912,16.4231475676,16.1588670321,16.1588670321,131581,,,,,,,,,,,,,,,,15.280971446197064,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,15.7964251547,16.1886929782,15.7435690476,16.1362144147,127654,,,,,,,,,,,,,,,,15.326890751238098,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,15.6001024711,15.8040515359,15.4724927268,15.6982638129,214765,,,,,,,,,,,,,,,,15.35957880675596,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,15.5925515987,15.6680603231,15.5170428742,15.6529585783,114962,,,,,,,,,,,,,,,,15.37247269551207,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,15.7662216649,15.8077514634,15.5172694004,15.6454077058,100173,,,,,,,,,,,,,,,,15.38740682305565,#000000,0,,,0.0,0.0,0.0,0.0
