date,Open,High,Low,Close,Volume,aVWAP_peak_596,aVWAP_peak_585,aVWAP_peak_551,aVWAP_valley_601,aVWAP_valley_555,aVWAP_valley_537,aVWAP_valley_511,aVWAP_valley_485,aVWAP_valley_472,aVWAP_valley_471,aVWAP_valley_453,aVWAP_valley_421,aVWAP_valley_355,aVWAP_valley_335,aVWAP_valley_317,aVWAP_valley_290,aVWAP_valley_269,aVWAP_valley_254,aVWAP_valley_242,aVWAP_valley_212,aVWAP_valley_175,aVWAP_valley_131,aVWAP_valley_101,aVWAP_valley_63,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,62.79,63.245,62.69,62.93,14503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14503.0,False,False,False,False
2023-10-31 16:00:00+00:00,63.66,64.03,63.395,64.005,14167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14167.0,219.64341085271317,False,False,False,False,14497.790697674418,False,False,False,False
2023-11-01 16:00:00+00:00,64.585,65.19,64.25,65.125,19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,33887.0,741.6179316146867,False,False,False,False,14578.755182981791,False,False,False,False
2023-11-02 16:00:00+00:00,64.645,65.15,64.49,65.14,14135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,48022.0,1474.6471109694976,False,False,False,False,14571.875257664244,False,False,False,False
2023-11-03 16:00:00+00:00,65.865,65.925,65.625,65.775,16685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,64707.0,2454.993667388575,False,False,False,False,14604.636881576425,False,False,False,False
2023-11-06 16:00:00+00:00,65.46,65.64,65.33,65.52,4982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,59725.0,3342.900742312783,False,False,False,False,14455.448712869813,False,False,False,False
2023-11-06 20:00:00+00:00,65.515,65.525,65.36,65.4,4235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,55490.0,4151.382901346694,False,False,False,False,14296.992143678031,False,False,False,False
2023-11-07 16:00:00+00:00,65.36,65.365,65.13,65.3,5463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,50027.0,4862.6327788451945,False,False,False,False,14160.031025171395,False,False,False,False
2023-11-07 20:00:00+00:00,65.3,65.51,65.29,65.415,5092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,55119.0,5641.801262894106,False,False,False,False,14019.441396874163,False,False,False,False
2023-11-08 16:00:00+00:00,65.24,65.37,64.835,64.945,2527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,52592.0,6369.711320833732,False,False,False,False,13841.264010876113,False,False,False,False
