date,Close,High,Low,Open,Volume,aVWAP_peak_162,aVWAP_peak_143,aVWAP_peak_123,aVWAP_peak_106,aVWAP_peak_86,aVWAP_peak_59,aVWAP_peak_32,aVWAP_peak_11,aVWAP_valley_141,aVWAP_valley_120,aVWAP_OB_bear_143,aVWAP_OB_bear_59,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.94,13.8,11.88,13.56,204671,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,204671.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.7,13.02,11.58,12.18,150108,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-150108,-11119.111111111111,False,False,False,False,200629.29629629632,False,False,False,False
2022-01-14 00:00:00+00:00,11.16,11.7,10.62,11.52,198442,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-348550,-36113.99176954733,False,False,False,False,200467.27434842254,False,False,False,False
2022-01-21 00:00:00+00:00,9.06,11.1,9.06,11.04,149318,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-497868,-70317.99237921048,False,False,False,False,196678.43921150235,False,False,False,False
2022-01-28 00:00:00+00:00,8.82,9.78,8.4,8.58,173202,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-671070,-114818.14109186156,False,False,False,False,194939.44371435404,False,False,False,False
2022-02-04 00:00:00+00:00,9.0,9.9,8.58,8.58,232272,,,,,,,,,,,,,,,#000000,,,,1.80167056232822,-48.296858296549104,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-438798,-138816.64915913108,False,False,False,False,197704.81825403153,False,False,False,False
2022-02-11 00:00:00+00:00,7.92,9.24,7.8,9.0,315543,,,,,,,,,,,,,,,#000000,,,,2.5688923803383115,-47.64549056586943,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-754341,-184411.04551771394,False,False,False,False,206433.57245743662,False,False,False,False
2022-02-18 00:00:00+00:00,8.34,8.94,7.8,7.92,133558,,,,,,,,,,,,,,,#000000,,,,6.044824394337956,-44.44499963596325,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-620783,-216734.89399788328,False,False,False,False,201035.38190503392,False,False,False,False
2022-02-25 00:00:00+00:00,8.04,8.4,7.14,8.4,153317,,,,,,,,,,,,,,,#000000,,7.859999999999999,,8.20818551245842,-42.6031784085256,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-774100,-258021.19814618822,False,False,False,False,197500.68694910547,False,False,False,False
2022-03-04 00:00:00+00:00,8.52,9.3,7.86,7.98,166252,,,,,,,,,,,,,,,#000000,,8.224166737073997,,12.594395049376654,-38.690341123196234,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.22844914640286393,-0.22844914640286393,False,False,False,False,-607848,-283934.2945798039,False,False,False,False,195185.96939731986,False,False,False,False
2022-03-11 00:00:00+00:00,10.68,11.88,8.34,8.46,418987,,,,,,,,,,,,,,,#000000,,9.401798699083075,,23.52221260977597,-28.702490213057537,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.010927579732499654,-0.10876078333518213,False,False,False,False,-188861,-276891.8283146332,False,False,False,False,211763.8235160369,False,False,False,False
2022-03-18 00:00:00+00:00,13.74,14.16,10.2006,10.86,334947,,,,,,,,12.700199999999999,,,,,12.700199999999999,,#000000,,11.565571558719444,,36.26297882746423,-17.343385632898112,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.34282823762157943,0.11703372714319865,False,False,False,False,146086,-245560.1373283641,False,False,False,False,220888.50325558972,False,False,False,False
2022-03-25 00:00:00+00:00,12.36,13.92,11.94,13.92,174380,,,,,,,,12.71382646001488,,,,,12.71382646001488,,#000000,,11.733719360630262,,42.53887850394317,-12.412184466516472,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.34282824006156454,0.2299309836023816,False,False,False,False,-28294,-229466.34937811492,False,False,False,False,217443.42894036084,False,False,False,False
2022-04-01 00:00:00+00:00,12.06,13.62,11.94,12.36,144474,,,,,,,,12.675415071864373,,,,,12.675415071864373,,#000000,,11.807193411106441,,46.47763125834144,-9.641006691254162,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.3214461378814483,0.27568856074191495,False,False,False,False,-172768,-225266.4716464027,False,False,False,False,212038.28605588968,False,False,False,False
2022-04-08 00:00:00+00:00,10.32,12.72,9.66,12.24,236416,,,,,,,,12.20391595464926,,,,,12.20391595464926,,#000000,,11.568615482514119,,46.57311493932584,-9.641006691254162,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.10785816666302064,0.19177336370246778,False,False,False,False,-409184,-238889.9922651877,False,False,False,False,213844.0426443423,False,False,False,False
2022-04-15 00:00:00+00:00,9.84,10.4994,9.78,10.14,123182,,,,,,,,11.940860503118712,,,,,11.940860503118712,,#000000,,11.405675715341243,,46.005411427842986,-9.641006691254162,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.026905333433782236,0.08243401513434277,False,False,False,False,-532366,-260628.9558010997,False,False,False,False,207128.3357817984,False,False,False,False
