date,Open,High,Low,Close,Volume,aVWAP_peak_407,aVWAP_peak_358,aVWAP_peak_329,aVWAP_peak_284,aVWAP_peak_248,aVWAP_peak_230,aVWAP_peak_207,aVWAP_peak_181,aVWAP_peak_150,aVWAP_peak_137,aVWAP_peak_106,aVWAP_peak_89,aVWAP_peak_63,aVWAP_peak_48,aVWAP_peak_34,aVWAP_peak_16,aVWAP_valley_426,aVWAP_valley_392,aVWAP_valley_368,aVWAP_valley_347,aVWAP_valley_317,aVWAP_valley_298,aVWAP_valley_264,aVWAP_valley_216,aVWAP_valley_194,aVWAP_valley_164,aVWAP_valley_124,aVWAP_valley_79,aVWAP_valley_41,aVWAP_valley_23,aVWAP_OB_bull_426,aVWAP_OB_bull_368,aVWAP_OB_bull_347,aVWAP_OB_bull_216,aVWAP_OB_bull_164,aVWAP_OB_bull_79,aVWAP_OB_bull_41,aVWAP_OB_bull_2,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,13.01,13.185,13.0,13.175,59421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,-1.0,13.185,13.0,7.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,59421.0,False,False,False,False
2023-11-10 17:00:00+00:00,13.025,13.045,12.575,12.715,60900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60900.0,-944.1860465116279,False,False,False,False,59443.93023255814,False,False,False,False
2023-11-13 17:00:00+00:00,12.445,12.45,12.03,12.04,28131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.173333333333332,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89031.0,-2309.8730845502073,False,False,False,False,58958.45844600684,False,False,False,False
2023-11-14 17:00:00+00:00,12.035,12.335,12.035,12.19,20128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.178894437652389,,,,#000000,,,,4.490520013305252,-45.95853198802527,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-68903.0,-3342.3246646347,False,False,False,False,58356.43583444085,False,False,False,False
2023-11-15 17:00:00+00:00,12.16,12.255,12.095,12.17,20826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17721801645316,,,,#000000,,,,7.395255881713535,-43.61370090725613,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89729.0,-4681.6529644078055,False,False,False,False,57774.56861220145,False,False,False,False
2023-11-16 17:00:00+00:00,12.45,12.54,12.425,12.51,33023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.278914629607867,,,,#000000,,,,17.280377619241833,-35.03507213601093,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-56706.0,-5488.231988215436,False,False,False,False,57390.823362399875,False,False,False,False
2023-11-17 17:00:00+00:00,12.385,12.425,12.315,12.34,20942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29271462819992,,,,#000000,,,,22.217334804752735,-31.33534817726219,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-77648.0,-6606.988081421398,False,False,False,False,56825.725325773514,False,False,False,False
2023-11-20 17:00:00+00:00,12.445,13.205,12.375,13.115,61814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4952187103312,,,,#000000,,,,34.72281086312519,-20.730141670574167,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15834.0,-6750.042529771454,False,False,False,False,56903.06291762199,False,False,False,False
2023-11-21 17:00:00+00:00,13.635,13.715,13.5,13.535,27108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.634372047566032,,,,#000000,,,,45.728480630242366,-11.823093291898772,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11274.0,-6470.600009930035,False,False,False,False,56441.123957658856,False,False,False,False
2023-11-22 17:00:00+00:00,13.685,13.935,13.665,13.935,13575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.707236126690521,,,,#000000,,,,54.95408444511851,-4.56110459022733,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24849.0,-5985.024815977631,False,False,False,False,55776.53288854787,False,False,False,False
