date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_840,aVWAP_peak_769,aVWAP_peak_755,aVWAP_peak_740,aVWAP_peak_726,aVWAP_peak_693,aVWAP_peak_690,aVWAP_peak_672,aVWAP_peak_636,aVWAP_peak_612,aVWAP_peak_551,aVWAP_peak_548,aVWAP_peak_528,aVWAP_peak_504,aVWAP_peak_433,aVWAP_peak_375,aVWAP_peak_374,aVWAP_peak_331,aVWAP_peak_282,aVWAP_peak_258,aVWAP_peak_222,aVWAP_peak_150,aVWAP_peak_108,aVWAP_peak_76,aVWAP_valley_870,aVWAP_valley_846,aVWAP_valley_798,aVWAP_valley_762,aVWAP_valley_719,aVWAP_valley_684,aVWAP_valley_655,aVWAP_valley_634,aVWAP_valley_576,aVWAP_valley_510,aVWAP_valley_453,aVWAP_valley_431,aVWAP_valley_430,aVWAP_valley_392,aVWAP_OB_bull_634,aVWAP_OB_bull_576,aVWAP_OB_bull_453,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,7.645,7.69,7.51,7.655,44140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,44140.0,False,False,False,False
2025-01-06 16:00:00+00:00,7.655,7.665,7.59,7.6,18304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18304.0,-283.7829457364341,False,False,False,False,43739.441860465115,False,False,False,False
2025-01-06 17:00:00+00:00,7.605,7.605,7.505,7.515,15383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33687.0,-801.662279911063,False,False,False,False,43299.807102938525,False,False,False,False
2025-01-06 18:00:00+00:00,7.515,7.555,7.495,7.525,14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.5837320574164218,-47.67464114832522,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19687.0,-1094.4582135558528,False,False,False,False,42845.54652769917,False,False,False,False
2025-01-06 19:00:00+00:00,7.525,7.555,7.515,7.535,14980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.772548550985354,-44.05973022755817,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4707.0,-1150.4666133456844,False,False,False,False,42413.52255052554,False,False,False,False
2025-01-06 20:00:00+00:00,7.535,7.535,7.45,7.465,44464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.610136001035972,-43.63990993796407,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49171.0,-1894.971006937224,False,False,False,False,42445.3128985794,False,False,False,False
2025-01-07 15:00:00+00:00,7.435,7.44,7.335,7.395,13489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.229531908841771,-43.63990993796407,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62660.0,-2837.0644796978872,False,False,False,False,41996.37781488049,False,False,False,False
2025-01-07 16:00:00+00:00,7.39,7.435,7.265,7.275,14872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.179929445069306,-42.10637892015085,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-77532.0,-3995.1254955165246,False,False,False,False,41575.8448255025,False,False,False,False
2025-01-07 17:00:00+00:00,7.275,7.29,7.245,7.28,22752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.024002287317446,-42.18200269700468,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54780.0,-4782.487890934873,False,False,False,False,41284.00227006835,False,False,False,False
2025-01-07 18:00:00+00:00,7.275,7.295,7.215,7.235,7690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.640327327326897,-42.54767579784854,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62470.0,-5676.8679236335565,False,False,False,False,40763.165025571165,False,False,False,False
