date,Close,High,Low,Open,Volume,aVWAP_peak_175,aVWAP_peak_147,aVWAP_peak_133,aVWAP_valley_171,aVWAP_valley_160,aVWAP_valley_159,aVWAP_valley_136,aVWAP_valley_98,aVWAP_valley_97,aVWAP_valley_96,aVWAP_valley_92,aVWAP_valley_62,aVWAP_valley_50,aVWAP_valley_24,aVWAP_OB_bull_98,aVWAP_OB_bear_147,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,0.6998,0.73,0.6616,0.71,3696325,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3696325.0,False,False,False,False
2022-01-07 00:00:00+00:00,0.6709,0.7299,0.6627,0.6823,1478130,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1478130,-109491.11111111111,False,False,False,False,3532014.2592592593,False,False,False,False
2022-01-14 00:00:00+00:00,0.661,0.7082,0.6037,0.674,2155347,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3633477,-370527.1028806584,False,False,False,False,3430038.9067215365,False,False,False,False
2022-01-21 00:00:00+00:00,0.675,0.8,0.66,0.68,2252113,,,,,,,,,,,,,,,,,,,#000000,,,,8.261883342207222,-42.18993840306973,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1381364,-445403.9100746837,False,False,False,False,3342785.1358532747,False,False,False,False
2022-01-28 00:00:00+00:00,0.6435,0.7347,0.627501,0.68,4029609,,,,,,,,,,,,,,,,,,,#000000,,,,10.769591566879322,-40.15823678089211,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5410973,-813223.8426617442,False,False,False,False,3393660.977641921,False,False,False,False
2022-02-04 00:00:00+00:00,0.6606,0.69,0.64,0.6425,1902889,,,,,,,,,,,,,,,,,,,#000000,,,,17.13171316596787,-34.49398894385462,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3508084,-1012843.113575689,False,False,False,False,3283233.423742519,False,False,False,False
2022-02-11 00:00:00+00:00,0.7148,0.718099,0.65,0.65,2813576,,,,,,,,,,,,,,,,,,,#000000,,,,29.2472364231781,-23.549941368377436,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-694508,-989262.7347923047,False,False,False,False,3248443.984946777,False,False,False,False
2022-02-18 00:00:00+00:00,0.7539,0.785,0.703,0.7298,2442548,,,,,,,,,,,,,,,,,,,#000000,,,,40.60910533001085,-13.662629833220919,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1748040,-786499.5692521341,False,False,False,False,3188747.9860618305,False,False,False,False
2022-02-25 00:00:00+00:00,0.6092,0.79,0.5998,0.7401,4766543,,,,,,,,,,,,,,,,,,,#000000,,0.6663333333333333,,39.229907742394744,-13.662629833220919,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3018503,-951833.1567149389,False,False,False,False,3305621.690797991,False,False,False,False
2022-03-04 00:00:00+00:00,0.597101,0.6371,0.564899,0.6371,4960675,,,,,,,,,,,,,,,,,,,#000000,,0.6323517457063949,,37.82198440676353,-13.662629833220919,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-7979178,-1472377.219180499,False,False,False,False,3428218.232220362,False,False,False,False
2022-03-11 00:00:00+00:00,0.6328,0.6704,0.6049,0.61,6043321,,,,,,,,,,,,,,,,,,,#000000,,0.6337625418636612,,38.98659195832526,-13.662629833220919,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.16225356112235778,-0.25254090776887583,False,False,False,False,-1935857,-1506709.0547967583,False,False,False,False,3621929.5483521866,False,False,False,False
2022-03-18 00:00:00+00:00,0.616,0.642099,0.5625,0.6299,3802879,,,,,,,,,,,,,,,,,,,#000000,,0.6285369329996597,,39.159029354167714,-13.662629833220919,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.3361098583544191,-0.29432538306164746,False,False,False,False,-5738736,-1820192.5322192207,False,False,False,False,3635333.2114372095,False,False,False,False
2022-03-25 00:00:00+00:00,0.6301,0.65,0.611,0.62,2199776,,,,,,,,,,,,,,,,,,,#000000,,0.6287217935307823,,40.09681905850998,-13.662629833220919,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.19632861372614965,-0.24532699839389854,False,False,False,False,-3538960,-1947508.6409437228,False,False,False,False,3528995.6402196386,False,False,False,False
2022-04-01 00:00:00+00:00,0.532,0.6349,0.5031,0.6251,4267350,,,,,,,,,,,,,,,,,,,#000000,,0.6169138817750377,,37.6107341244782,-13.662629833220919,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.29407762640464624,False,False,False,False,-7806310,-2381493.9267997434,False,False,False,False,3583688.5557589247,False,False,False,False
2022-04-08 00:00:00+00:00,0.5373,0.549,0.52,0.54,2592866,,,,,,,,,,,,,,,,,,,#000000,,0.6095355030309115,,36.12587541786701,-6.0593613382084754,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3184529404100201,False,False,False,False,-5213444,-2591268.0062960587,False,False,False,False,3510294.292369375,False,False,False,False
2022-04-15 00:00:00+00:00,0.53,0.541,0.518,0.525,1560432,,,,,,,,,,,,,,,,,,,#000000,,0.6054078438855292,,34.86676903008498,-7.287771028345183,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.330640597412707,False,False,False,False,-6773876,-2901090.820644499,False,False,False,False,3365860.048490162,False,False,False,False
2022-04-22 00:00:00+00:00,0.505,0.5417,0.5,0.532,1809325,,,,,,,,,,,,,,,,,,,#000000,,0.6003286000728303,,33.306655918603724,-8.86164860649464,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.33673442591405045,False,False,False,False,-8583201,-3321987.8709671283,False,False,False,False,3250561.1560094096,False,False,False,False
2022-04-29 00:00:00+00:00,0.45,0.49,0.45,0.4835,2300332,,,,,,,,,,,,,,,,,,,#000000,,0.5911419396703622,,30.960119665760896,-11.212767319598306,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.33978134016472217,False,False,False,False,-10883533,-3882102.324969563,False,False,False,False,3180173.8111198237,False,False,False,False
2022-05-06 00:00:00+00:00,0.4505,0.5,0.43,0.45,1678659,,,,,,,,,,,,,,,,,,,#000000,,0.5850316107455348,,29.314550287508933,-12.894151709468083,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.341304797290058,False,False,False,False,-9204874,-4276381.708305151,False,False,False,False,3068950.4917776147,False,False,False,False
2022-05-13 00:00:00+00:00,0.3945,0.458,0.3658,0.434,2943621,,,,,,,,,,,,,,,,,,,#000000,,0.48880027799623915,,27.086813125315267,-15.1492193951714,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.342066525852726,False,False,False,False,-12148495,-4859501.211393658,False,False,False,False,3059666.8257200136,False,False,False,False
