date,Open,High,Low,Close,Volume,aVWAP_peak_200,aVWAP_peak_183,aVWAP_peak_156,aVWAP_valley_223,aVWAP_valley_190,aVWAP_valley_189,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_154,aVWAP_valley_153,aVWAP_valley_138,aVWAP_valley_137,aVWAP_valley_31,aVWAP_valley_12,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,21.12,21.175,20.94,21.12,8852.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,21.04,21.04,20.9,20.925,2478.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,20.91,20.99,20.85,20.99,2549.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,20.96,21.03,20.9,21.02,2842.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,21.02,21.02,20.64,20.665,4906.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,20.665,20.69,20.5,20.53,5535.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,20.54,20.66,20.53,20.55,1371.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,20.555,20.785,20.55,20.61,1572.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,20.61,20.62,20.53,20.605,3220.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,20.605,20.66,20.475,20.535,1731.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,20.535,20.535,20.345,20.43,3913.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,20.43,20.45,20.15,20.15,9325.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,20.16,20.225,20.065,20.205,3557.0,,,,,,,,,,,,,,20.165000000000003,,20.165000000000003,#000000
2025-07-09 14:35:00+00:00,20.205,20.32,20.135,20.315,1602.0,,,,,,,,,,,,,,20.193464818763328,,20.193464818763328,#000000
2025-07-09 14:40:00+00:00,20.325,20.425,20.31,20.35,2040.0,,,,,,,,,,,,,,20.24112862897625,,20.24112862897625,#000000
2025-07-09 14:45:00+00:00,20.32,20.34,20.26,20.31,1545.0,,,,,,,,,,,,,,20.25211973924977,,20.25211973924977,#000000
2025-07-09 14:50:00+00:00,20.31,20.365,20.305,20.365,2024.0,,,,,,,,,,,,,,20.26957791604755,,20.26957791604755,#000000
2025-07-09 14:55:00+00:00,20.36,20.4,20.345,20.375,1654.0,,,,,,,,,,,,,,20.283393039231473,,20.283393039231473,#000000
2025-07-09 15:00:00+00:00,20.375,20.51,20.36,20.48,1158.0,,,,,,,,,,,,,,20.2976000245459,,20.2976000245459,#000000
2025-07-09 15:05:00+00:00,20.47,20.475,20.43,20.45,518.0,,,,,,,,,,,,,,20.303260864425212,,20.303260864425212,#000000
2025-07-09 15:10:00+00:00,20.45,20.46,20.34,20.34,1237.0,,,,,,,,,,,,,,20.309451037930657,,20.309451037930657,#000000
2025-07-09 15:15:00+00:00,20.36,20.425,20.36,20.415,1088.0,,,,,,,,,,,,,,20.315449775721042,,20.315449775721042,#000000
2025-07-09 15:20:00+00:00,20.415,20.415,20.36,20.37,1991.0,,,,,,,,,,,,,,20.322609427609425,,20.322609427609425,#000000
2025-07-09 15:25:00+00:00,20.37,20.435,20.37,20.415,1301.0,,,,,,,,,,,,,,20.328156395299683,,20.328156395299683,#000000
2025-07-09 15:30:00+00:00,20.415,20.415,20.355,20.36,1225.0,,,,,,,,,,,,,,20.330994269340973,,20.330994269340973,#000000
2025-07-09 15:35:00+00:00,20.36,20.41,20.33,20.405,1184.0,,,,,,,,,,,,,,20.333706080877477,,20.333706080877477,#000000
2025-07-09 15:40:00+00:00,20.405,20.455,20.355,20.455,926.0,,,,,,,,,,,,,,20.33723976861894,,20.33723976861894,#000000
2025-07-09 15:45:00+00:00,20.455,20.51,20.435,20.48,1195.0,,,,,,,,,,,,,,20.344029765587404,,20.344029765587404,#000000
2025-07-09 15:50:00+00:00,20.485,20.505,20.45,20.45,526.0,,,,,,,,,,,,,,20.346669290702835,,20.346669290702835,#000000
2025-07-09 15:55:00+00:00,20.455,20.47,20.415,20.43,951.0,,,,,,,,,,,,,,20.350058315838577,,20.350058315838577,#000000
2025-07-09 16:00:00+00:00,20.43,20.455,20.38,20.38,700.0,,,,,,,,,,,,,,20.351513889940197,,20.351513889940197,#000000
2025-07-09 16:05:00+00:00,20.38,20.39,20.325,20.375,1181.0,,,,,,,,,,,,,20.363333333333333,20.35201958724293,,20.357676460288133,#000000
