date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_842,aVWAP_peak_819,aVWAP_peak_818,aVWAP_peak_803,aVWAP_peak_789,aVWAP_peak_788,aVWAP_peak_787,aVWAP_peak_786,aVWAP_peak_735,aVWAP_peak_734,aVWAP_peak_733,aVWAP_peak_732,aVWAP_peak_684,aVWAP_peak_670,aVWAP_peak_638,aVWAP_peak_619,aVWAP_peak_618,aVWAP_peak_593,aVWAP_peak_592,aVWAP_peak_591,aVWAP_peak_590,aVWAP_peak_578,aVWAP_peak_548,aVWAP_peak_547,aVWAP_peak_523,aVWAP_peak_500,aVWAP_peak_469,aVWAP_peak_468,aVWAP_peak_448,aVWAP_peak_404,aVWAP_peak_354,aVWAP_peak_330,aVWAP_peak_300,aVWAP_peak_268,aVWAP_valley_884,aVWAP_valley_856,aVWAP_valley_829,aVWAP_valley_828,aVWAP_valley_809,aVWAP_valley_808,aVWAP_valley_797,aVWAP_valley_796,aVWAP_valley_795,aVWAP_valley_794,aVWAP_valley_773,aVWAP_valley_760,aVWAP_valley_741,aVWAP_valley_699,aVWAP_valley_698,aVWAP_valley_697,aVWAP_valley_696,aVWAP_valley_681,aVWAP_valley_665,aVWAP_valley_664,aVWAP_valley_625,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,15.99,16.09,15.41,15.72,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,137.0,False,False,False,False
2024-12-19 16:00:00+00:00,15.72,15.72,14.52,14.52,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-26.0,-0.40310077519379844,False,False,False,False,135.27906976744185,False,False,False,False
2024-12-19 17:00:00+00:00,14.52,14.695,14.23,14.23,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-111.0,-2.1177813833303287,False,False,False,False,134.49954930593114,False,False,False,False
2024-12-19 18:00:00+00:00,14.23,14.61,14.23,14.61,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-110.0,-3.7903739200228816,False,False,False,False,132.4297888515756,False,False,False,False
2024-12-19 19:00:00+00:00,14.61,14.61,14.61,14.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-110.0,-5.437034789479891,False,False,False,False,130.37661383062095,False,False,False,False
2024-12-19 20:00:00+00:00,14.61,14.75,14.2,14.63,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,689.0,5.329430866170959,False,False,False,False,140.74286787975862,False,False,False,False
2024-12-20 15:00:00+00:00,14.63,15.485,14.63,15.485,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,697.0,16.053005581424124,False,False,False,False,138.6848389203825,False,False,False,False
2024-12-20 16:00:00+00:00,15.485,15.985,15.46,15.46,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,370.0,21.540555882487315,False,False,False,False,141.6044538208417,False,False,False,False
2024-12-20 17:00:00+00:00,15.46,15.595,15.44,15.44,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,235.0,24.850004628495263,False,False,False,False,141.50205918796044,False,False,False,False
2024-12-20 18:00:00+00:00,15.44,15.44,15.11,15.11,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,205.0,27.643027812549597,False,False,False,False,139.77334509202308,False,False,False,False
