date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_65,aVWAP_BoS_CHoCH_bull_603,aVWAP_BoS_CHoCH_bull_642,aVWAP_BoS_CHoCH_bear_43,aVWAP_BoS_CHoCH_bear_221,aVWAP_BoS_CHoCH_bear_251,aVWAP_BoS_CHoCH_bear_335,aVWAP_BoS_CHoCH_bear_371,aVWAP_BoS_CHoCH_bear_441,aVWAP_BoS_CHoCH_bear_511,aVWAP_BoS_CHoCH_bear_593,aVWAP_BoS_CHoCH_bear_620,aVWAP_BoS_CHoCH_bear_746,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,207.0,212.4,203.1,211.8,7160,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,200.7,208.8,198.0,208.8,8587,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,191.4,200.4,189.0,200.4,10125,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,190.5,194.4,187.5,191.7,5804,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,190.5,195.0,186.15,191.1,4875,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,173.7,189.75,172.8,189.3,11548,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,177.3,179.4,171.003,175.8,5128,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,166.5,180.294,166.2,177.3,13993,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,159.0,171.3,157.8,166.8,13694,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,158.7,166.521,153.0,158.7,8504,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,154.2,158.4,151.2,158.1,10247,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,143.4,158.4,141.9,153.3,14648,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,143.7,154.5,143.4,144.3,43241,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,138.0,144.903,135.9,140.7,13587,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,136.2,137.4,127.05,130.5,19757,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,136.5,137.7,130.5,135.3,9177,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,127.2,144.3,122.7,139.8,27159,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,117.0,127.8,116.7,127.8,11274,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,120.0,122.1,114.0,118.5,11044,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,127.2,128.4,120.6,121.2,17823,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,132.3,134.1,125.223,128.7,7281,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,124.5,132.9,123.0,132.9,7443,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,118.2,123.3,116.1,121.8,9894,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,121.2,123.0,115.8,119.85,4430,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,118.2,124.5,116.7,123.0,7525,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,116.1,120.0,112.8,120.0,10503,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,120.6,123.0,116.7,118.5,14100,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,113.4,120.6,112.8,117.6,13825,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,111.3,114.9,108.9,114.9,12902,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,106.8,114.9,105.75,105.75,15057,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-15 00:00:00+00:00,112.5,116.1,108.9,108.9,20511,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-16 00:00:00+00:00,101.1,112.8,97.5,111.6,33790,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-17 00:00:00+00:00,95.4,103.2,93.6,99.9,25912,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,90.0,96.0,89.7,94.2,25065,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-22 00:00:00+00:00,91.2,95.4,84.9,90.0,38022,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-23 00:00:00+00:00,83.7,93.3,82.95,91.2,25323,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-24 00:00:00+00:00,78.6,81.3,75.3,80.1,47125,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,82.5,84.6,78.15,79.5,27766,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-28 00:00:00+00:00,77.7,84.3,76.2,81.0,45613,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-01 00:00:00+00:00,79.8,82.2,77.55,80.4,19410,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-02 00:00:00+00:00,78.3,80.64,75.9,79.8,13408,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-03 00:00:00+00:00,72.9,78.6,71.7,78.3,18364,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-04 00:00:00+00:00,64.2,74.1,63.6,74.1,28948,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-07 00:00:00+00:00,74.7,76.5,61.8,64.2,34032,,,,,,,,,,,,,,71.0,#000000,0,,,-1.0,0.0,61.8,64.0
2022-03-08 00:00:00+00:00,87.0,90.0,73.5,76.2,32171,,,,,,,,,,,,,,77.07430932132985,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-09 00:00:00+00:00,90.0,96.9,85.2,86.4,28129,,,,,,,,,,,,,,81.1373743798499,#000000,0,,,0.0,0.0,0.0,0.0
