date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_145,aVWAP_BoS_CHoCH_bull_272,aVWAP_BoS_CHoCH_bull_389,aVWAP_BoS_CHoCH_bull_522,aVWAP_BoS_CHoCH_bull_690,aVWAP_BoS_CHoCH_bear_111,aVWAP_BoS_CHoCH_bear_349,aVWAP_BoS_CHoCH_bear_515,aVWAP_BoS_CHoCH_bear_760,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,24.276815612,24.3127015183,24.2678441354,24.2947585652,716054,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,24.2229867526,24.2947585652,24.2229867526,24.2857870886,585854,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,24.2319582291,24.2588726589,24.2229867526,24.2409297057,380438,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,24.1691578931,24.2324965177,24.1691578931,24.2319582291,266932,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,24.1332719868,24.1781293697,24.1243005102,24.15121494,530959,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,24.0794431274,24.1347074231,24.0615001742,24.1332719868,312340,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,24.0525286976,24.0794431274,24.0167325061,24.0256142679,1103715,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,24.0525286976,24.0704716508,24.0525286976,24.0704716508,285772,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,24.0435572211,24.0704716508,24.0435572211,24.0615001742,337636,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,24.0345857445,24.0615001742,24.0345857445,24.0525286976,536809,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,23.9717854085,24.0435572211,23.9717854085,24.0435572211,493568,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,23.9538424553,24.0076713148,23.9538424553,24.0076713148,329542,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,23.9717854085,23.980756885,23.9358995022,23.980756885,505978,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,23.9269280256,23.980756885,23.9044993342,23.980756885,312865,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,23.8458438203,23.9626911515,23.8458438203,23.9177498703,692355,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,23.7919142828,23.8548320766,23.7919142828,23.8548320766,463344,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,23.7289964891,23.8104300907,23.6660786954,23.8098907953,426432,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,23.6840552079,23.7559612578,23.6660786954,23.6930434641,547646,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,23.5851843892,23.6750669516,23.5132783392,23.6750669516,1030165,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,23.5851843892,23.5851843892,23.5222665955,23.5492313642,590505,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,23.6301256704,23.6570904391,23.5672078767,23.5672078767,996222,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,23.7110199766,23.7110199766,23.6660786954,23.6660786954,340053,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,23.7379847454,23.7469730016,23.6660786954,23.6840552079,544462,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,23.7020317204,23.7379847454,23.6570904391,23.7379847454,389014,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,23.7020317204,23.7020317204,23.6481021829,23.6570904391,296103,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,23.6211374142,23.6840552079,23.5761961329,23.6840552079,422040,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,23.6031609017,23.6031609017,23.5582196204,23.5761961329,297467,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,23.432384033,23.5402431079,23.396431008,23.4953018267,351003,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,23.360477983,23.432384033,23.3155367018,23.4144075205,713956,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,23.3425014705,23.3614666912,23.2795836768,23.3335132143,609722,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-15 00:00:00+00:00,23.2256541393,23.2795836768,23.1627363456,23.2346423956,592397,,,,,,,,,,23.222658053900002,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-16 00:00:00+00:00,23.2256541393,23.2523492604,23.1752300218,23.1897011144,755444,,,,,,,,,,23.219904068392896,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-17 00:00:00+00:00,23.3065484456,23.3065484456,23.2166658831,23.2436306518,309182,,,,,,,,,,23.23048058122385,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,23.3425014705,23.3514897268,23.2885719331,23.3514897268,271401,,,,,,,,,,23.24413778445984,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-22 00:00:00+00:00,23.3241744161,23.3511908343,23.2926552614,23.3241744161,364278,,,,,,,,,,23.2566160022214,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-23 00:00:00+00:00,23.3061634706,23.3421853615,23.2791470523,23.3151689433,2969414,,,,,,,,,,23.286269587408995,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-24 00:00:00+00:00,23.3692017798,23.4367428254,23.2521306341,23.3692017798,1007056,,,,,,,,,,23.296939390977695,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,23.3241744161,23.4142291435,23.3061634706,23.3692017798,527910,,,,,,,,,,23.300919802927005,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-28 00:00:00+00:00,23.3692017798,23.4052236708,23.3511908343,23.3782072525,341958,,,,,,,,,,23.304478063404787,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-01 00:00:00+00:00,23.4502510345,23.4592565073,23.3782072525,23.3782072525,611321,,,,,,,,,,23.31431870580283,#000000,0,,,0.0,0.0,0.0,0.0
