date,Close,High,Low,Open,Volume,aVWAP_peak_128,aVWAP_peak_94,aVWAP_peak_60,aVWAP_valley_156,Peaks_avg,Valleys_avg,color
2022-05-06 00:00:00+00:00,20.0,20.2,18.4,18.5,15225318,,,,,,,#000000
2022-05-13 00:00:00+00:00,17.72,19.1817,16.01,18.99,13926390,,,,,,,#000000
2022-05-20 00:00:00+00:00,17.18,17.85,16.3,17.67,4378285,,,,,,,#000000
2022-05-27 00:00:00+00:00,17.69,18.21,15.9,17.32,4800252,,,,,,,#000000
2022-06-03 00:00:00+00:00,16.61,18.0538,15.92,17.71,1482801,,,,,,,#000000
2022-06-10 00:00:00+00:00,14.07,17.0,13.99,16.99,4808885,,,,,,,#000000
2022-06-17 00:00:00+00:00,15.75,15.75,13.1701,13.71,7455063,,,,,,,#000000
2022-06-24 00:00:00+00:00,15.85,16.43,15.07,15.9,5897325,,,,,,,#000000
2022-07-01 00:00:00+00:00,15.86,16.1713,14.73,15.79,2346577,,,,,,,#000000
2022-07-08 00:00:00+00:00,16.43,16.99,15.41,15.83,2274600,,,,,,,#000000
2022-07-15 00:00:00+00:00,15.59,16.916,15.53,16.39,2910293,,,,,,,#000000
2022-07-22 00:00:00+00:00,15.33,16.25,14.99,15.63,4555887,,,,,,,#000000
2022-07-29 00:00:00+00:00,14.39,16.23,12.2,15.64,21084132,,,,,,,#000000
2022-08-05 00:00:00+00:00,15.51,15.84,14.05,14.46,9260363,,,,,,,#000000
2022-08-12 00:00:00+00:00,16.36,17.18,15.31,15.59,4220177,,,,,,,#000000
2022-08-19 00:00:00+00:00,15.5,16.775,15.36,16.31,3322591,,,,,,,#000000
2022-08-26 00:00:00+00:00,15.57,16.65,15.1877,15.3,3067792,,,,,,,#000000
2022-09-02 00:00:00+00:00,15.0,15.62,14.4,15.41,4994031,,,,,,,#000000
2022-09-09 00:00:00+00:00,17.17,17.8,14.93,15.14,5271394,,,,,,,#000000
2022-09-16 00:00:00+00:00,17.57,18.05,16.5725,17.59,6628373,,,,,,,#000000
2022-09-23 00:00:00+00:00,15.95,17.71,15.38,17.43,3669662,,,,,,,#000000
2022-09-30 00:00:00+00:00,15.34,16.49,15.06,16.03,3249772,,,,,,,#000000
2022-10-07 00:00:00+00:00,15.63,17.38,15.35,15.48,2149538,,,,,,,#000000
