date,Close,High,Low,Open,Volume,aVWAP_peak_147,aVWAP_peak_125,aVWAP_peak_84,aVWAP_peak_55,aVWAP_peak_37,aVWAP_peak_16,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_136,aVWAP_valley_95,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,41.0552290758,41.8109585087,40.6500488376,40.6819169462,143770,,,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,37.5133164321,41.1473734355,37.1829807233,40.8002842068,305857,,,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,35.5557040454,38.3692027778,35.2188126115,37.1126887808,281195,,,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,33.9531934406,36.5572731735,33.7893003105,34.8272901341,246389,,,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,31.4128499249,34.3993469612,30.5933842747,33.4706192243,731022,,,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,30.9211705348,32.7695208347,30.3921599317,31.0759584909,329134,,,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,33.6982485716,34.4165557399,30.7299618831,30.9211705348,749430,,,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,34.9092366992,37.012531868,33.916772745,34.2809797007,829132,,,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,35.0367091336,35.6840869973,33.4078845762,35.0184987858,511072,,,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,39.9261875132,40.2924828115,34.9001315253,35.1823919159,917614,,,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,42.0964871556,43.8730193523,39.1569673868,40.8510831414,1155332,,,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,43.3235764049,44.2026851207,39.9177627214,42.3345790995,972664,,,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,46.5286602649,46.812539121,43.0580123136,43.4700945242,652726,,,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,47.1422048895,47.1605196544,45.1001086015,46.4370864403,433339,,,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,47.4901854229,48.4883401107,45.3839874577,47.133047507,410793,,,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,48.9919961458,49.0102193369,46.2630961736,47.7832216615,324838,,,,,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,43.0213827838,52.1970800058,42.7008743978,48.6714877598,1148221,,,,,,45.9731123958,,,,,45.9731123958,,#000000
2022-04-29 00:00:00+00:00,42.2063757451,44.0378522365,40.4664730782,42.3345790995,782413,,,,,,44.458966849396774,,,,,44.458966849396774,,#000000
2022-05-06 00:00:00+00:00,41.482942531,42.1972183626,39.5049479202,42.1972183626,597217,,,,,,43.65634685264362,,,,,43.65634685264362,,#000000
2022-05-13 00:00:00+00:00,32.5819667826,40.1551220747,31.3823496807,40.1551220747,1374875,,,,,,40.503435564725685,,,,,40.503435564725685,,#000000
2022-05-20 00:00:00+00:00,33.1906307531,34.5278470518,31.447638474,32.2776347974,797476,,,,,,39.23973416099783,,,,,39.23973416099783,,#000000
2022-05-27 00:00:00+00:00,33.7900725422,34.3434034244,32.3053013415,33.1076311207,385009,,,,,,38.803625137127064,,,,,38.803625137127064,,#000000
2022-06-03 00:00:00+00:00,35.1272888409,37.119280017,33.2551860227,34.2050707038,659049,,,,,,38.38641764206876,,,,,38.38641764206876,,#000000
2022-06-10 00:00:00+00:00,34.8229568557,37.3405201481,33.1352976648,35.6068422722,599403,,,,,,38.07585047979232,,,,,38.07585047979232,,#000000
2022-06-17 00:00:00+00:00,33.7992947235,34.1958485225,32.0286359004,33.7808503608,651006,,,,,,37.63519388902004,,,,,37.63519388902004,,#000000
2022-06-24 00:00:00+00:00,33.9376274441,34.730735042,32.6834107777,33.7070729098,370164,,,,,,37.441625167059684,,,,,37.441625167059684,,#000000
2022-07-01 00:00:00+00:00,32.2130795278,34.1497376156,31.4937493809,33.8085169049,387774,,,,,,37.200397321802804,,,,,37.200397321802804,,#000000
2022-07-08 00:00:00+00:00,32.342190067,33.0799645766,29.5386469303,31.8810809984,541845,,,,,,36.83804618509573,,,,,36.83804618509573,,#000000
2022-07-15 00:00:00+00:00,31.4937493809,32.3052091197,30.1565330821,32.2776347974,319733,,,,,,36.63317689595283,,,,,36.63317689595283,,#000000
2022-07-22 00:00:00+00:00,32.7571882286,33.5779623706,31.8257479102,31.8257479102,254742,,,,,,36.52078740252238,,,,,36.52078740252238,,#000000
2022-07-29 00:00:00+00:00,34.8782899439,34.9705117576,30.839251169,32.5450780571,356024,,,,,,36.40662357634343,,,,,36.40662357634343,,#000000
2022-08-05 00:00:00+00:00,33.2090751158,35.4685095516,31.8165257288,35.4685095516,305818,,,,,,36.31329446605284,,,,,36.31329446605284,,#000000
2022-08-12 00:00:00+00:00,35.3994209271,35.7057888502,33.2182972972,33.2182972972,302559,,,,,,36.26594778938651,,,,,36.26594778938651,,#000000
2022-08-19 00:00:00+00:00,34.3224912582,35.6965049737,34.0161233352,34.9537948573,322380,,,,,,36.21555225815798,,,,,36.21555225815798,,#000000
