date,Close,High,Low,Open,Volume,aVWAP_peak_152,aVWAP_peak_127,aVWAP_peak_92,aVWAP_peak_66,aVWAP_peak_40,aVWAP_peak_22,aVWAP_valley_174,aVWAP_valley_121,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,302.2970650387,305.1026062456,224.3030194881,255.3042498239,271285,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,271285.0,False,False,False,False
2022-01-07 00:00:00+00:00,68.735759568,361.6342615637,65.23023583,286.7122836347,2742975,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-2742975,-203183.3333333333,False,False,False,False,454373.1481481481,False,False,False,False
2022-01-14 00:00:00+00:00,60.0385818267,78.2745996713,59.1267809345,67.1927119042,456473,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3199448,-425128.86419753084,False,False,False,False,454528.6927297668,False,False,False,False
2022-01-21 00:00:00+00:00,54.2872223527,60.1788588871,50.9205729044,60.0385818267,121522,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3320970,-639635.6149977137,False,False,False,False,429861.5303053396,False,False,False,False
2022-01-28 00:00:00+00:00,43.3456116459,52.690869406,42.3636722235,52.1830664475,73851,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3394821,-843723.4212941794,False,False,False,False,403490.3799123515,False,False,False,False
2022-02-04 00:00:00+00:00,43.9067198873,50.019994177,40.9609016201,42.7845034046,56386,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3338435,-1028516.8715686846,False,False,False,False,377778.9443632884,False,False,False,False
2022-02-11 00:00:00+00:00,43.766442827,46.1511528528,42.0831181028,45.5900446114,59940,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3398375,-1204061.9181191525,False,False,False,False,354235.3188548967,False,False,False,False
2022-02-18 00:00:00+00:00,43.0650575252,48.9566940596,42.7845034046,42.9247804649,40606,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3438981,-1369611.479739956,False,False,False,False,331003.5174582377,False,False,False,False
2022-02-25 00:00:00+00:00,40.3997933787,42.9247804649,35.9109274478,42.0831181028,22826,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3461807,-1524588.9256851445,False,False,False,False,308175.553202072,False,False,False,False
2022-03-04 00:00:00+00:00,33.2456633012,41.3817328011,32.8248321202,40.5400704391,28656,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3490463,-1670209.2274862449,False,False,False,False,287470.4011130296,False,False,False,False
2022-03-11 00:00:00+00:00,23.9873773186,32.9651091806,23.9873773186,31.9831697582,47335,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3537798,-1808549.1365613379,False,False,False,False,269682.5936231756,False,False,False,False
2022-03-18 00:00:00+00:00,29.879013853,31.5623385771,19.4985113876,23.9873773186,68821,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3468977,-1931543.79311235,False,False,False,False,254803.9570584959,False,False,False,False
2022-03-25 00:00:00+00:00,33.5262174219,37.0331439305,29.037351491,30.4401220944,40705,,,,,,,,,,,#000000,,,,False,False,False,False,-0.16652232113837212,-0.25467528777688303,False,False,False,False,-3428272,-2042412.5491781018,False,False,False,False,238944.7750541629,False,False,False,False
2022-04-01 00:00:00+00:00,31.5623385771,34.367879784,30.8609532754,32.5442779995,23769,,,,,,,,,,,#000000,,,,False,False,False,False,-0.11799434705576191,-0.18633481741632246,False,False,False,False,-3452041,-2146829.4714612053,False,False,False,False,223005.82875385453,False,False,False,False
2022-04-08 00:00:00+00:00,29.5984597323,33.6664944823,28.7567973703,31.4220615168,16465,,,,,,,,,,,#000000,,,,False,False,False,False,-0.14669853275292832,-0.1665166750846254,False,False,False,False,-3468506,-2244731.4365381533,False,False,False,False,207706.50810542086,False,False,False,False
2022-04-15 00:00:00+00:00,27.3540267668,30.5803991547,27.0734726462,28.3359661892,11827,,,,,,,,,,,#000000,,,,False,False,False,False,-0.22684718079479294,-0.19668192793970918,False,False,False,False,-3480333,-2336257.478276068,False,False,False,False,193196.91491242673,False,False,False,False
2022-04-22 00:00:00+00:00,27.9151350082,29.458182672,25.9512561634,27.3540267668,11790,,,,,,,,,,,#000000,,,,False,False,False,False,-0.26551677346766794,-0.23109935070368856,False,False,False,False,-3468543,-2420130.479885248,False,False,False,False,179759.3656596544,False,False,False,False
2022-04-29 00:00:00+00:00,27.4943038272,28.7567973703,26.0915332238,28.0554120686,5341,,,,,,,,,,,#000000,,,,False,False,False,False,-0.24477411334382207,-0.23793673202375532,False,False,False,False,-3473884,-2498186.2961900444,False,False,False,False,166839.48672190224,False,False,False,False
2022-05-06 00:00:00+00:00,28.3359661892,30.7908147452,27.3540267668,28.0554120686,10973,,,,,,,,,,,#000000,,,,False,False,False,False,-0.12870600584971742,-0.18332136893673637,False,False,False,False,-3462911,-2569647.3853611522,False,False,False,False,155293.82103879837,False,False,False,False
2022-05-13 00:00:00+00:00,28.4061047194,29.7387367927,26.6526414651,27.3540267668,13341,,,,,,,,,,,#000000,,,,False,False,False,False,-0.0959003972461116,-0.139610883091424,False,False,False,False,-3449570,-2634826.8382973634,False,False,False,False,144778.79725814663,False,False,False,False
2022-05-20 00:00:00+00:00,30.7206762151,31.5623385771,28.0554120686,28.3359661892,7046,,,,,,,,,,,#000000,,,,False,False,False,False,0.046294721871009775,-0.04665808061020711,False,False,False,False,-3442524,-2694656.2576827435,False,False,False,False,134576.36783161724,False,False,False,False
2022-05-27 00:00:00+00:00,32.8248321202,33.5598839164,29.3179056116,29.3179056116,9634,,,,,,,,,,,#000000,,,,False,False,False,False,0.1432008777560727,0.0482713985729328,False,False,False,False,-3432890,-2749340.238595133,False,False,False,False,125321.37762186782,False,False,False,False
2022-06-03 00:00:00+00:00,45.5900446114,51.0608499648,32.9651091806,32.9651091806,41265,,,,,,43.205334585600006,,,43.205334585600006,,#000000,,,,False,False,False,False,0.34282824933850686,0.19554982395571982,False,False,False,False,-3391625,-2796916.887588086,False,False,False,False,119094.97927950726,False,False,False,False
2022-06-10 00:00:00+00:00,41.8025639822,48.8164169993,37.7345292322,45.8705987321,33731,,,,,,43.01605706990002,,,43.01605706990002,,#000000,,,,False,False,False,False,0.3428282497428608,0.2691890368492903,False,False,False,False,-3425356,-2843467.932951932,False,False,False,False,112771.72155509931,False,False,False,False
2022-06-17 00:00:00+00:00,41.3803300305,43.4858887063,37.5072803945,41.1011786804,12328,,,,,,42.70195725242902,,,42.70195725242902,,#000000,,,,False,False,False,False,0.2176693675802881,0.2434292022147892,False,False,False,False,-3437684,-2887483.9379184553,False,False,False,False,105331.44588435121,False,False,False,False
