date,Open,High,Low,Close,Volume,aVWAP_peak_582,aVWAP_peak_557,aVWAP_peak_510,aVWAP_valley_604,aVWAP_valley_556,aVWAP_valley_538,aVWAP_valley_490,aVWAP_valley_453,aVWAP_valley_441,aVWAP_valley_426,aVWAP_valley_425,aVWAP_valley_379,aVWAP_valley_338,aVWAP_valley_317,aVWAP_valley_290,aVWAP_valley_258,aVWAP_valley_242,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,54.92,55.78,54.905,55.535,27635.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,27635.0,False,False,False,False
2023-10-31 16:00:00+00:00,55.43,55.52,55.16,55.29,42958.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-42958.0,-666.015503875969,False,False,False,False,27872.565891472866,False,False,False,False
2023-11-01 16:00:00+00:00,54.87,54.88,54.42,54.76,14288.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-57246.0,-1543.2245658313805,False,False,False,False,27661.95246679887,False,False,False,False
2023-11-02 16:00:00+00:00,55.745,56.24,55.56,56.185,32319.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-24927.0,-1905.7637198494986,False,False,False,False,27734.154754135317,False,False,False,False
2023-11-03 16:00:00+00:00,57.86,58.06,57.495,57.6,32604.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7677.0,-1757.193739696793,False,False,False,False,27809.656230815388,False,False,False,False
2023-11-06 16:00:00+00:00,57.61,57.8,57.24,57.545,15831.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8154.0,-1856.369030554207,False,False,False,False,27623.940630337627,False,False,False,False
2023-11-06 20:00:00+00:00,57.545,57.72,57.41,57.68,16773.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8619.0,-1693.960208375072,False,False,False,False,27455.708992657976,False,False,False,False
2023-11-07 16:00:00+00:00,57.33,57.65,57.26,57.385,9569.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-950.0,-1682.425941578559,False,False,False,False,27178.395674942345,False,False,False,False
2023-11-07 20:00:00+00:00,57.385,57.75,57.325,57.665,12702.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11752.0,-1474.1402680657131,False,False,False,False,26953.955431919985,False,False,False,False
2023-11-08 16:00:00+00:00,57.51,57.64,56.58,56.705,17216.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5464.0,-1535.9985584832991,False,False,False,False,26802.979378711923,False,False,False,False
2023-11-08 20:00:00+00:00,56.705,56.8,56.52,56.77,15181.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9717.0,-1361.5334645533253,False,False,False,False,26622.793651910186,False,False,False,False
2023-11-09 16:00:00+00:00,56.74,57.145,56.205,56.28,12010.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2293.0,-1375.9748061881576,False,False,False,False,26396.23871157049,False,False,False,False
2023-11-09 20:00:00+00:00,56.24,56.57,56.24,56.445,8575.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6282.0,-1257.246514619349,False,False,False,False,26119.940436972498,False,False,False,False
2023-11-10 16:00:00+00:00,56.65,57.25,56.5,57.235,8438.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14720.0,-1009.5372663306769,False,False,False,False,25845.801825546565,False,False,False,False
2023-11-10 20:00:00+00:00,57.235,57.41,57.16,57.3,4535.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,19255.0,-695.3583939844648,False,False,False,False,25515.401797243518,False,False,False,False
