date,Open,High,Low,Close,Volume,aVWAP_peak_603,aVWAP_peak_572,aVWAP_peak_552,aVWAP_peak_521,aVWAP_valley_614,aVWAP_valley_582,aVWAP_valley_557,aVWAP_valley_526,aVWAP_valley_496,aVWAP_valley_449,aVWAP_valley_421,aVWAP_valley_387,aVWAP_valley_375,aVWAP_valley_311,aVWAP_valley_264,aVWAP_valley_245,aVWAP_valley_214,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,190.35,190.785,184.65,186.445,35733.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,35733.0,False,False,False,False
2023-10-31 16:00:00+00:00,185.095,186.28,183.46,186.195,6426.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6426.0,-99.62790697674419,False,False,False,False,35278.62790697674,False,False,False,False
2023-11-01 16:00:00+00:00,180.27,181.73,178.96,181.235,9121.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-15547.0,-339.1220479538489,False,False,False,False,34873.08328826392,False,False,False,False
2023-11-02 16:00:00+00:00,181.18,182.45,180.26,181.95,17198.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1651.0,-308.26744255921557,False,False,False,False,34599.05098922107,False,False,False,False
2023-11-03 16:00:00+00:00,185.29,185.675,183.56,183.64,56019.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,57670.0,590.6204247672839,False,False,False,False,34931.143221946324,False,False,False,False
2023-11-06 16:00:00+00:00,197.73,198.49,194.72,195.735,18056.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,75726.0,1755.5100305848455,False,False,False,False,34669.513094474285,False,False,False,False
2023-11-06 20:00:00+00:00,195.805,196.135,195.415,196.045,22655.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,98381.0,3253.5796425137623,False,False,False,False,34483.24157362972,False,False,False,False
2023-11-07 16:00:00+00:00,196.98,198.18,195.28,198.18,9611.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,107992.0,4877.4311209244015,False,False,False,False,34097.62542520135,False,False,False,False
2023-11-07 20:00:00+00:00,198.415,198.42,197.36,197.805,13874.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,94118.0,6261.005832227899,False,False,False,False,33784.080844965676,False,False,False,False
2023-11-08 16:00:00+00:00,198.88,199.305,196.67,198.11,16647.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,110765.0,7881.222796069327,False,False,False,False,33518.389669074735,False,False,False,False
2023-11-08 20:00:00+00:00,198.48,200.365,198.48,200.26,4267.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,115032.0,9542.47515582019,False,False,False,False,33064.87975172474,False,False,False,False
2023-11-09 16:00:00+00:00,192.44,194.14,188.21,189.39,3593.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,111439.0,11122.26623867569,False,False,False,False,32607.95138348094,False,False,False,False
2023-11-09 20:00:00+00:00,189.34,190.32,188.995,189.63,4688.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,116127.0,12750.246607068313,False,False,False,False,32175.08392017116,False,False,False,False
2023-11-10 16:00:00+00:00,196.27,198.31,193.9,198.29,6222.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,122349.0,14449.452086028494,False,False,False,False,31772.71052605998,False,False,False,False
2023-11-10 20:00:00+00:00,198.29,199.36,197.875,199.3,5345.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,127694.0,16205.181511051307,False,False,False,False,31362.978579919512,False,False,False,False
2023-11-13 16:00:00+00:00,194.735,199.94,194.735,199.54,2431.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,130125.0,17971.380247314075,False,False,False,False,30914.420772478898,False,False,False,False
2023-11-13 20:00:00+00:00,199.54,199.98,198.57,199.01,2313.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,127812.0,19674.335592316955,False,False,False,False,30470.987892285426,False,False,False,False
2023-11-14 16:00:00+00:00,202.98,205.37,202.98,203.725,13616.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,141428.0,21561.98930406398,False,False,False,False,30209.670250544565,False,False,False,False
