date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_189,aVWAP_BoS_CHoCH_bull_266,aVWAP_BoS_CHoCH_bull_452,aVWAP_BoS_CHoCH_bull_496,aVWAP_BoS_CHoCH_bull_602,aVWAP_BoS_CHoCH_bull_635,aVWAP_BoS_CHoCH_bull_737,aVWAP_BoS_CHoCH_bull_824,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_167,aVWAP_BoS_CHoCH_bear_289,aVWAP_BoS_CHoCH_bear_401,aVWAP_BoS_CHoCH_bear_439,aVWAP_BoS_CHoCH_bear_467,aVWAP_BoS_CHoCH_bear_611,aVWAP_BoS_CHoCH_bear_715,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,22.4969942032,22.9225130081,22.3767388888,22.7745064673,1472310,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,22.413740524,22.9502642345,22.3397372536,22.6079991089,1992808,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,21.7939631344,23.1630236369,21.7384606816,22.6172495177,2157993,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,20.8966734807,21.488699644,20.8689222543,21.4516980088,2654693,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,20.7949189839,21.1649353359,20.6422872387,21.0363546536,2479502,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,21.2666898328,21.2898158548,20.4804975888,20.6376620343,3136227,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,21.8494655872,21.8494655872,21.1556849271,21.3406931032,1608436,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,22.1084770336,22.1547290776,21.6672325338,21.9789713104,1536334,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,21.7014590464,22.2657339832,21.6874909291,22.0992266248,1286640,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,21.2666898328,21.8494655872,21.0493052259,21.7477110904,1822368,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,21.0261792039,21.9697209016,20.9891775687,21.3453183076,3044635,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,23.0335179137,23.3202805865,21.349943512,21.4054459648,5453881,,,,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,22.7282544233,23.5512632943,22.6912527881,23.0797699577,3421362,,,,,,,,,,,,,,,,,22.990256835233332,#000000,0,,,0.0,0.0,0.0,0.0
