date,Close,High,Low,Open,Volume,aVWAP_OB_bear_713,aVWAP_OB_bear_645,aVWAP_OB_bear_272,aVWAP_OB_bear_232,aVWAP_OB_bear_60,Peaks_Valleys_avg
2022-01-03 00:00:00+00:00,7.39,7.695,7.08,7.19,21604683,,,,,,
2022-01-04 00:00:00+00:00,7.11,7.48,6.96,7.46,24622803,,,,,,
2022-01-05 00:00:00+00:00,6.63,7.29,6.61,7.06,30015771,,,,,,
2022-01-06 00:00:00+00:00,6.44,6.84,6.355,6.67,27322287,,,,,,
2022-01-07 00:00:00+00:00,6.42,6.77,6.29,6.51,27456525,,,,,,
2022-01-10 00:00:00+00:00,7.29,7.84,6.95,7.16,107145707,,,,,,
2022-01-11 00:00:00+00:00,7.38,7.56,6.8,6.955,33332795,,,,,,
2022-01-12 00:00:00+00:00,7.15,7.7,7.07,7.49,23457705,,,,,,
2022-01-13 00:00:00+00:00,6.87,7.31,6.85,7.2,16643337,,,,,,
2022-01-14 00:00:00+00:00,6.86,6.95,6.63,6.77,18055484,,,,,,
2022-01-18 00:00:00+00:00,6.29,6.79,6.27,6.67,21543847,,,,,,
2022-01-19 00:00:00+00:00,5.97,6.405,5.94,6.32,24994207,,,,,,
2022-01-20 00:00:00+00:00,5.92,6.34,5.9,6.0,24224698,,,,,,
2022-01-21 00:00:00+00:00,5.79,6.08,5.7,5.83,25137944,,,,,,
2022-01-24 00:00:00+00:00,5.84,5.85,5.2,5.512,28811863,,,,,,
2022-01-25 00:00:00+00:00,5.72,5.87,5.55,5.66,15242422,,,,,,
2022-01-26 00:00:00+00:00,5.56,5.87,5.46,5.86,20766658,,,,,,
2022-01-27 00:00:00+00:00,5.22,5.625,5.15,5.57,24067154,,,,,,5.331666666666667
2022-01-28 00:00:00+00:00,5.48,5.52,5.15,5.24,19750637,,,,,,5.369144238048573
2022-01-31 00:00:00+00:00,5.96,6.01,5.47,5.501,18665895,,,,,,5.542075016944897
2022-02-01 00:00:00+00:00,6.22,6.36,5.84,6.05,20392730,,,,,,5.71677978347122
2022-02-02 00:00:00+00:00,5.98,6.25,5.89,6.17,15233749,,,,,,5.773472471455584
2022-02-03 00:00:00+00:00,5.65,5.92,5.63,5.82,11710902,,,,,,5.7676673031182055
2022-02-04 00:00:00+00:00,5.95,6.02,5.63,5.6727,14283887,,,,,,5.779689461951411
2022-02-07 00:00:00+00:00,6.03,6.23,5.91,6.03,14856063,,,,,,5.811863288969043
2022-02-08 00:00:00+00:00,6.25,6.26,5.92,6.01,12634797,,,,,,5.84173854755308
2022-02-09 00:00:00+00:00,6.92,6.97,6.35,6.42,28831194,,,,,,5.996928676097028
2022-02-10 00:00:00+00:00,7.0,7.39,6.54,6.7,30866163,,,,,,6.148803451311287
2022-02-11 00:00:00+00:00,7.12,7.3592,6.84,6.92,31709627,,,,,,6.2802752068250935
2022-02-14 00:00:00+00:00,6.72,7.33,6.69,7.11,20311903,,,,,,6.331373304763503
2022-02-15 00:00:00+00:00,7.15,7.187,6.845,6.91,14703290,,,,,,6.3716504505752605
2022-02-16 00:00:00+00:00,7.2,7.48,6.92,7.07,17451626,,,,,,6.681748123989127
2022-02-17 00:00:00+00:00,6.71,7.185,6.66,7.06,15178934,,,,,,6.642235593775154
2022-02-18 00:00:00+00:00,6.39,6.8,6.3243,6.73,14586991,,,,,,6.589152868751717
2022-02-22 00:00:00+00:00,6.09,6.36,6.03,6.17,14104648,,,,,,6.526164107046381
2022-02-23 00:00:00+00:00,5.91,6.38,5.8909,6.21,14026838,,,,,,6.4755909376393985
2022-02-24 00:00:00+00:00,6.17,6.18,5.43,5.5,22123885,,,,,,6.405465524678804
2022-02-25 00:00:00+00:00,6.06,6.23,5.93,6.22,11057533,,,,,,6.386830293223675
2022-02-28 00:00:00+00:00,6.1,6.2,5.87,5.93,13842795,,,,,,6.366136546955087
2022-03-01 00:00:00+00:00,5.85,6.12,5.78,6.11,14021572,,,,,,6.340353192298671
2022-03-02 00:00:00+00:00,5.83,5.88,5.59,5.87,15712816,,,,,,6.3067186199642045
2022-03-03 00:00:00+00:00,5.42,5.86,5.37,5.84,23185339,,,,,,6.248056626328687
2022-03-04 00:00:00+00:00,5.24,5.6156,5.16,5.48,21603864,,,,,,6.188182396093324
2022-03-07 00:00:00+00:00,5.12,5.38,5.11,5.29,18564922,,,,,,6.136344103020444
2022-03-08 00:00:00+00:00,5.3,5.45,5.0,5.1,24246696,,,,,,6.080514769005795
2022-03-09 00:00:00+00:00,5.5,5.62,5.39,5.41,15836409,,,,,,6.058540703952744
2022-03-10 00:00:00+00:00,5.42,5.43,5.22,5.35,12281633,,,,,,6.038257568774919
2022-03-11 00:00:00+00:00,5.19,5.46,5.18,5.46,10546191,,,,,,6.019812178996166
2022-03-14 00:00:00+00:00,4.88,5.2,4.81,5.17,18710386,,,,,,5.9758885242473925
2022-03-15 00:00:00+00:00,5.0,5.02,4.78,4.92,17489359,,,,,,5.686197493613415
2022-03-16 00:00:00+00:00,5.33,5.37,4.985,5.06,22171831,,,,,,5.704093344429742
2022-03-17 00:00:00+00:00,5.41,5.44,5.18,5.21,15838852,,,,,,5.708983101951045
2022-03-18 00:00:00+00:00,5.51,5.6,5.3004,5.38,16424521,,,,,,5.717031961417104
2022-03-21 00:00:00+00:00,5.32,5.54,5.27,5.48,14854703,,,,,,5.7131955517938655
2022-03-22 00:00:00+00:00,5.68,5.71,5.29,5.33,15522337,,,,,,5.718772199784708
2022-03-23 00:00:00+00:00,5.72,6.3,5.6915,6.07,44943495,,,,,,5.768832385492523
2022-03-24 00:00:00+00:00,6.97,7.07,5.68,5.82,112670200,,,,,,5.973772818206024
2022-03-25 00:00:00+00:00,8.56,8.66,7.25,8.08,298544887,,,,,,6.7496148753049585
2022-03-28 00:00:00+00:00,7.99,8.39,7.61,7.99,91841330,,,,,,6.865198144402562
2022-03-29 00:00:00+00:00,8.32,8.71,7.72,8.07,82740796,,,,,,6.971776040011583
2022-03-30 00:00:00+00:00,8.14,9.08,7.98,8.34,95808046,,,,,8.4,7.350550799443949
2022-03-31 00:00:00+00:00,7.77,8.23,7.62,8.16,44694607,,,,,8.232464660388535,7.339310517803256
2022-04-01 00:00:00+00:00,7.48,8.32,7.345,7.9,94990418,,,,,8.023735867724675,7.330457796723988
2022-04-04 00:00:00+00:00,7.45,7.52,7.05,7.45,37621856,,,,,7.929550563976802,7.314839175474438
