date,Close,High,Low,Open,Volume,aVWAP_peak_152,aVWAP_peak_127,aVWAP_peak_92,aVWAP_peak_66,aVWAP_peak_40,aVWAP_peak_22,aVWAP_valley_174,aVWAP_valley_121,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,302.2970650387,305.1026062456,224.3030194881,255.3042498239,271285,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,68.735759568,361.6342615637,65.23023583,286.7122836347,2742975,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,60.0385818267,78.2745996713,59.1267809345,67.1927119042,456473,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,54.2872223527,60.1788588871,50.9205729044,60.0385818267,121522,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,43.3456116459,52.690869406,42.3636722235,52.1830664475,73851,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,43.9067198873,50.019994177,40.9609016201,42.7845034046,56386,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,43.766442827,46.1511528528,42.0831181028,45.5900446114,59940,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,43.0650575252,48.9566940596,42.7845034046,42.9247804649,40606,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,40.3997933787,42.9247804649,35.9109274478,42.0831181028,22826,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,33.2456633012,41.3817328011,32.8248321202,40.5400704391,28656,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,23.9873773186,32.9651091806,23.9873773186,31.9831697582,47335,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,29.879013853,31.5623385771,19.4985113876,23.9873773186,68821,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,33.5262174219,37.0331439305,29.037351491,30.4401220944,40705,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,31.5623385771,34.367879784,30.8609532754,32.5442779995,23769,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,29.5984597323,33.6664944823,28.7567973703,31.4220615168,16465,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,27.3540267668,30.5803991547,27.0734726462,28.3359661892,11827,,,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,27.9151350082,29.458182672,25.9512561634,27.3540267668,11790,,,,,,,,,,,#000000
2022-04-29 00:00:00+00:00,27.4943038272,28.7567973703,26.0915332238,28.0554120686,5341,,,,,,,,,,,#000000
2022-05-06 00:00:00+00:00,28.3359661892,30.7908147452,27.3540267668,28.0554120686,10973,,,,,,,,,,,#000000
2022-05-13 00:00:00+00:00,28.4061047194,29.7387367927,26.6526414651,27.3540267668,13341,,,,,,,,,,,#000000
2022-05-20 00:00:00+00:00,30.7206762151,31.5623385771,28.0554120686,28.3359661892,7046,,,,,,,,,,,#000000
2022-05-27 00:00:00+00:00,32.8248321202,33.5598839164,29.3179056116,29.3179056116,9634,,,,,,,,,,,#000000
2022-06-03 00:00:00+00:00,45.5900446114,51.0608499648,32.9651091806,32.9651091806,41265,,,,,,43.205334585600006,,,43.205334585600006,,#000000
2022-06-10 00:00:00+00:00,41.8025639822,48.8164169993,37.7345292322,45.8705987321,33731,,,,,,43.01605706990002,,,43.01605706990002,,#000000
2022-06-17 00:00:00+00:00,41.3803300305,43.4858887063,37.5072803945,41.1011786804,12328,,,,,,42.70195725242902,,,42.70195725242902,,#000000
2022-06-24 00:00:00+00:00,41.6622869218,43.4844859357,40.6803474994,40.6803474994,7369,,,,,,42.64284651538245,,,42.64284651538245,,#000000
2022-07-01 00:00:00+00:00,32.2637238788,42.6442263442,32.2637238788,41.6622869218,16008,,,,,,41.64232588764614,,,41.64232588764614,,#000000
2022-07-08 00:00:00+00:00,32.6845550599,38.1932352195,31.2817844564,31.6703519136,20212,,,,,,40.470619619709105,,,40.470619619709105,,#000000
2022-07-15 00:00:00+00:00,32.5442779995,35.7706503874,30.8609532754,33.1053862409,21897,,,,,,39.40851375255615,,,39.40851375255615,,#000000
2022-07-22 00:00:00+00:00,41.8236055412,43.7411929561,31.9466977225,31.9466977225,37725,,,,,,39.36138794180645,,,39.36138794180645,,#000000
2022-07-29 00:00:00+00:00,40.5400704391,44.187274008,39.4178539563,41.644050904,7507,,,,,,39.43797133754557,,,39.43797133754557,,#000000
2022-08-05 00:00:00+00:00,31.9831697582,41.5220098615,30.299845034,39.4178539563,80902,,,,,,38.035302502084335,,,38.035302502084335,,#000000
2022-08-12 00:00:00+00:00,29.7387367927,37.1720182202,29.037351491,31.8428926978,46626,,,,,,37.168488780984205,,,37.168488780984205,,#000000
2022-08-19 00:00:00+00:00,20.059619629,30.8609532754,19.5686499178,29.7387367927,95054,,,,,,34.07882674583197,,,34.07882674583197,,#000000
2022-08-26 00:00:00+00:00,17.2540784222,21.7429443531,13.406278657,21.0415590514,429999,,,,,,25.681758928849423,,,25.681758928849423,,#000000
2022-09-02 00:00:00+00:00,19.4985113876,20.7610049307,17.2540784222,18.2360178446,66810,,,,,,25.207641953369478,,,25.207641953369478,,#000000
2022-09-09 00:00:00+00:00,20.48045081,20.6207278704,19.638788448,19.8029126086,12198,,,,,,25.14254718974485,,,25.14254718974485,,#000000
2022-09-16 00:00:00+00:00,29.7387367927,33.947048603,20.3401737497,20.3401737497,148150,,,,,,25.536517377537766,,,25.536517377537766,,#000000
2022-09-23 00:00:00+00:00,33.6664944823,34.2276027236,28.2658276591,31.4220615168,63369,,,,,,25.8984001477487,,,25.8984001477487,,#000000
2022-09-30 00:00:00+00:00,35.0692650857,35.0692650857,31.0012303358,33.947048603,77400,,,,,,26.39478490803758,,,26.39478490803758,,#000000
2022-10-07 00:00:00+00:00,20.6207278704,47.1330922752,19.638788448,34.2276027236,858336,,,,,29.1308695312,27.52555469083102,,,28.32821211101551,,#000000
2022-10-14 00:00:00+00:00,19.4985113876,21.8832214135,19.0776802066,19.7790655083,65803,,,,,28.491613218336898,27.299144251764876,,,27.895378735050887,,#000000
2022-10-21 00:00:00+00:00,19.217957267,20.9012819911,17.2540784222,19.217957267,30743,,,,,28.190031420771497,27.18351378502678,,,27.68677260289914,,#000000
2022-10-28 00:00:00+00:00,21.0415590514,21.4623902324,18.3762949049,19.217957267,14711,,,,,28.07022122397314,27.137191288185907,,,27.603706256079523,,#000000
