date,Open,High,Low,Close,Volume,aVWAP_peak_383,aVWAP_peak_306,aVWAP_peak_272,aVWAP_peak_229,aVWAP_peak_208,aVWAP_peak_174,aVWAP_peak_119,aVWAP_peak_85,aVWAP_peak_45,aVWAP_peak_18,aVWAP_valley_417,aVWAP_valley_381,aVWAP_OB_bull_389,aVWAP_OB_bear_306,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-30 17:00:00+00:00,4.75,4.75,4.71,4.71,470.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,470.0,False,False,False,False
2023-12-01 17:00:00+00:00,4.72,4.72,4.67,4.675,1630.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1630.0,-25.271317829457363,False,False,False,False,487.984496124031,False,False,False,False
2023-12-04 17:00:00+00:00,4.71,4.71,4.645,4.645,1241.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2871.0,-69.39114235923321,False,False,False,False,499.65915509885224,False,False,False,False
2023-12-05 17:00:00+00:00,4.65,4.735,4.65,4.665,3221.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.970099667774196,-41.926910299003225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,350.0,-62.888954105601684,False,False,False,False,541.8504860275522,False,False,False,False
2023-12-06 17:00:00+00:00,4.69,4.69,4.63,4.65,3065.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.290329580812003,-38.57690935733565,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2715.0,-104.00695481714274,False,False,False,False,580.9690831434041,False,False,False,False
2023-12-07 17:00:00+00:00,4.61,4.67,4.61,4.635,4516.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.910904712006374,-37.66464872341176,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7231.0,-214.50297102152814,False,False,False,False,641.9773144124986,False,False,False,False
2023-12-08 17:00:00+00:00,4.63,4.67,4.625,4.65,1438.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.42109537480218,-33.055776267731915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5793.0,-300.9912970522021,False,False,False,False,654.3187513983513,False,False,False,False
2023-12-11 17:00:00+00:00,4.61,4.61,4.565,4.6,1759.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.128229808236675,-33.055776267731915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7552.0,-413.4100366327881,False,False,False,False,671.4455924619429,False,False,False,False
2023-12-12 17:00:00+00:00,4.59,4.6,4.56,4.56,1507.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.27794915864258,-33.055776267731915,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9059.0,-547.4501911035976,False,False,False,False,684.3999243617577,False,False,False,False
2023-12-13 17:00:00+00:00,4.48,4.54,4.42,4.52,2347.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.96429455042093,-29.496271833573246,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11406.0,-715.7998005438519,False,False,False,False,710.1766697204902,False,False,False,False
