date,Open,High,Low,Close,Volume,aVWAP_peak_872,aVWAP_peak_858,aVWAP_peak_840,aVWAP_peak_798,aVWAP_peak_760,aVWAP_peak_748,aVWAP_peak_747,aVWAP_peak_709,aVWAP_peak_695,aVWAP_peak_679,aVWAP_peak_637,aVWAP_peak_616,aVWAP_peak_578,aVWAP_peak_563,aVWAP_peak_545,aVWAP_peak_498,aVWAP_peak_479,aVWAP_peak_437,aVWAP_peak_410,aVWAP_peak_407,aVWAP_peak_375,aVWAP_peak_341,aVWAP_peak_314,aVWAP_peak_294,aVWAP_peak_264,aVWAP_peak_250,aVWAP_peak_246,aVWAP_peak_227,aVWAP_peak_209,aVWAP_peak_180,aVWAP_peak_128,aVWAP_peak_114,aVWAP_peak_87,aVWAP_peak_60,aVWAP_valley_854,aVWAP_valley_814,aVWAP_valley_774,aVWAP_valley_756,aVWAP_valley_725,aVWAP_valley_708,aVWAP_valley_666,aVWAP_valley_642,aVWAP_valley_629,aVWAP_valley_611,aVWAP_valley_593,aVWAP_valley_564,aVWAP_valley_527,aVWAP_valley_509,aVWAP_valley_476,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,18.325,18.325,17.93,18.11,2585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2585.0,False,False,False,False
2024-12-19 16:00:00+00:00,18.11,18.11,17.93,17.96,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-955.0,-14.806201550387597,False,False,False,False,2559.7286821705425,False,False,False,False
2024-12-19 17:00:00+00:00,17.98,17.99,17.87,17.91,5305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6260.0,-111.63091160386996,False,False,False,False,2602.291028183402,False,False,False,False
2024-12-19 18:00:00+00:00,17.9,18.09,17.89,18.09,2778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3482.0,-163.88469592008903,False,False,False,False,2605.0151982890857,False,False,False,False
2024-12-19 19:00:00+00:00,18.09,18.09,17.945,17.965,1905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5387.0,-244.86322776628919,False,False,False,False,2594.1622494784024,False,False,False,False
2024-12-19 20:00:00+00:00,17.965,18.015,17.88,17.93,6935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-12322.0,-432.105658343556,False,False,False,False,2661.4620595640085,False,False,False,False
2024-12-20 15:00:00+00:00,17.93,18.08,17.895,18.02,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-11211.0,-599.2202992994698,False,False,False,False,2637.4238880979,False,False,False,False
2024-12-20 16:00:00+00:00,18.02,18.18,18.02,18.14,1538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9673.0,-739.8990543490904,False,False,False,False,2620.378556499483,False,False,False,False
2024-12-20 17:00:00+00:00,18.14,18.2,18.07,18.19,2512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7161.0,-839.4510069948409,False,False,False,False,2618.698268801816,False,False,False,False
2024-12-20 18:00:00+00:00,18.19,18.19,18.05,18.1,1293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8454.0,-957.5060301422077,False,False,False,False,2598.144807270005,False,False,False,False
