date,Close,High,Low,Open,Volume,aVWAP_peak_179,aVWAP_peak_173,aVWAP_peak_154,aVWAP_peak_147,aVWAP_peak_133,aVWAP_peak_125,aVWAP_peak_103,aVWAP_peak_90,aVWAP_peak_82,aVWAP_peak_67,aVWAP_peak_56,aVWAP_peak_40,aVWAP_peak_16,aVWAP_peak_10,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_157,aVWAP_valley_150,aVWAP_valley_136,aVWAP_valley_131,aVWAP_valley_113,aVWAP_valley_92,aVWAP_valley_85,aVWAP_valley_79,aVWAP_valley_62,aVWAP_valley_39,aVWAP_valley_30,aVWAP_valley_19,aVWAP_OB_bull_176,aVWAP_OB_bull_157,aVWAP_OB_bull_136,aVWAP_OB_bull_131,aVWAP_OB_bull_113,aVWAP_OB_bull_92,aVWAP_OB_bull_62,aVWAP_OB_bull_39,aVWAP_OB_bear_154,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,41.112919505,41.2757239847,40.0307485513,40.5287387247,9852045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9852045.0,False,False,False,False
2022-01-07 00:00:00+00:00,36.9278867019,40.648447901,36.4107430603,40.557468927,12080618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12080618,-894860.5925925926,False,False,False,False,10017124.481481481,False,False,False,False
2022-01-14 00:00:00+00:00,37.9813274532,39.0060380023,36.4011663262,36.7746589562,9750863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.068853905897299,-65.17213476474325,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2329755,-1001149.0672153635,False,False,False,False,9997401.408779148,False,False,False,False
2022-01-21 00:00:00+00:00,39.073075141,40.8543476842,37.5982580891,38.0292111237,9526841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.698261838428989,-56.68275713054313,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7197086,-393872.3955697811,False,False,False,False,9962545.082202915,False,False,False,False
2022-01-28 00:00:00+00:00,37.3588397365,39.3029167595,36.659738147,38.421857222,12561302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.343463863126843,-53.01003436734086,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5364216,-762045.9958979455,False,False,False,False,10155045.59463233,False,False,False,False
2022-02-04 00:00:00+00:00,38.3739735514,39.7338697941,37.6078348232,37.6269882914,7988876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.716252568982302,-47.576351068568364,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2624660,-511178.88509069034,False,False,False,False,9994588.587622529,False,False,False,False
2022-02-11 00:00:00+00:00,40.2031297652,40.5191619906,38.0962482625,38.7091592451,10334052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.236003222093444,-40.088517424760404,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12958712,486590.81010121264,False,False,False,False,10019734.025576416,False,False,False,False
2022-02-18 00:00:00+00:00,41.6587933488,42.6164667592,39.2741865571,40.4329713836,10534067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.73163721693706,-32.69404173915046,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23492779,2190752.8982418636,False,False,False,False,10057832.764422609,False,False,False,False
2022-02-25 00:00:00+00:00,42.0993231176,43.2102242736,40.2414367016,42.0514394471,12914689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.6449940398208,-26.84674471433633,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36407468,4725324.387260985,False,False,False,False,10269451.744835747,False,False,False,False
2022-03-04 00:00:00+00:00,44.7520784642,44.9819200826,41.4816237679,42.5206994181,15788152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.52314715226291,-20.059509215094245,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52195620,8241642.580797208,False,False,False,False,10678244.356329396,False,False,False,False
