date,Close,High,Low,Open,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score
2022-12-16 00:00:00+00:00,2.25,2.25,2.25,2.25,0,0,,
2022-12-19 00:00:00+00:00,2.25,2.25,2.25,2.25,0,0,,
2022-12-20 00:00:00+00:00,2.25,2.25,2.25,2.25,0,0,,
2022-12-21 00:00:00+00:00,2.25,2.25,2.25,2.25,0,0,,
