date,Open,High,Low,Close,Volume,aVWAP_peak_96,aVWAP_valley_108,aVWAP_valley_106,aVWAP_valley_50,aVWAP_valley_29,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-28 17:00:00+00:00,21.035,21.14,19.12,19.755,736163.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,736163.0,False,False,False,False
2025-01-29 17:00:00+00:00,19.985,20.69,19.96,20.47,100105.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,100105.0,1552.015503875969,False,False,False,False,726301.6356589147,False,False,False,False
2025-01-30 17:00:00+00:00,20.92,21.755,20.72,21.755,135558.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,235663.0,5181.643170482543,False,False,False,False,717142.8196021874,False,False,False,False
2025-01-31 17:00:00+00:00,21.555,21.67,21.24,21.5,43662.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,192001.0,8078.0673073742855,False,False,False,False,706701.2565075798,False,False,False,False
2025-02-03 17:00:00+00:00,21.75,22.01,21.565,21.685,84158.0,,,,,,,,#000000,,-1.0,22.01,21.565,66.0,,,False,False,False,False,,,False,False,False,False,276159.0,12234.360837492513,False,False,False,False,697049.4230733538,False,False,False,False
2025-02-04 17:00:00+00:00,21.6,21.685,21.34,21.5,33239.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,242920.0,15810.882374895731,False,False,False,False,686757.7886071003,False,False,False,False
2025-02-05 17:00:00+00:00,21.325,21.325,20.92,21.12,33507.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,209413.0,18812.465593889596,False,False,False,False,676629.8694038894,False,False,False,False
2025-02-06 17:00:00+00:00,20.64,20.905,20.56,20.73,60451.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,148962.0,20830.28783274402,False,False,False,False,667076.7086379376,False,False,False,False
2025-02-07 17:00:00+00:00,20.8,21.195,20.755,21.07,34549.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,183511.0,23352.469416732485,False,False,False,False,657270.0774962641,False,False,False,False
2025-02-10 17:00:00+00:00,21.16,21.42,21.11,21.25,28074.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,211585.0,26270.803224225005,False,False,False,False,647515.0995505856,False,False,False,False
2025-02-11 17:00:00+00:00,21.08,21.31,20.885,21.28,18549.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,230134.0,29431.47294167888,False,False,False,False,637763.6871544525,False,False,False,False
2025-02-12 17:00:00+00:00,21.27,21.48,21.17,21.46,19361.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,249495.0,32843.31057049006,False,False,False,False,628176.0485939183,False,False,False,False
2025-02-13 17:00:00+00:00,21.25,21.325,21.14,21.14,7462.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,242033.0,36086.56156939719,False,False,False,False,618552.5749723072,False,False,False,False
2025-02-14 17:00:00+00:00,21.01,21.38,21.01,21.2,3441.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,245474.0,39332.87844429026,False,False,False,False,609015.961406845,False,False,False,False
2025-02-17 17:00:00+00:00,21.2,21.2,21.2,21.2,0.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,245474.0,42528.86482499894,False,False,False,False,599573.8534780567,False,False,False,False
2025-02-18 17:00:00+00:00,21.36,21.44,21.28,21.425,10902.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,256376.0,45844.32428507648,False,False,False,False,590447.1580752962,False,False,False,False
2025-02-19 17:00:00+00:00,21.355,21.5,21.2,21.45,28305.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,284681.0,49547.21848220707,False,False,False,False,581731.7757795552,False,False,False,False
2025-02-20 17:00:00+00:00,21.4,21.405,21.17,21.285,16189.0,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,268492.0,52941.71121891704,False,False,False,False,572963.6707287094,False,False,False,False
