date,Open,High,Low,Close,Volume,aVWAP_peak_614,aVWAP_peak_600,aVWAP_peak_584,aVWAP_peak_552,aVWAP_peak_525,aVWAP_peak_511,aVWAP_peak_463,aVWAP_peak_445,aVWAP_peak_432,aVWAP_peak_401,aVWAP_peak_372,aVWAP_valley_607,aVWAP_valley_557,aVWAP_valley_536,aVWAP_valley_535,aVWAP_valley_501,aVWAP_valley_485,aVWAP_valley_455,aVWAP_valley_441,aVWAP_valley_420,aVWAP_valley_387,aVWAP_valley_353,aVWAP_valley_292,aVWAP_valley_254,aVWAP_valley_212,aVWAP_valley_184,aVWAP_valley_171,aVWAP_valley_147,aVWAP_valley_131,aVWAP_valley_111,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,17.425,17.595,17.415,17.465,22209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,-1.0,17.595,17.415,2.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,22209.0,False,False,False,False
2023-10-31 16:00:00+00:00,17.405,17.485,17.305,17.405,19297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-19297.0,-299.1782945736434,False,False,False,False,22163.852713178294,False,False,False,False
2023-11-01 16:00:00+00:00,17.595,17.71,17.46,17.7,27900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8603.0,-161.16002644071872,False,False,False,False,22252.78522925305,False,False,False,False
2023-11-02 16:00:00+00:00,18.06,18.365,18.055,18.335,21215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,29818.0,303.63315226378853,False,False,False,False,22236.69553577626,False,False,False,False
2023-11-03 16:00:00+00:00,18.695,18.785,18.635,18.645,16528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,46346.0,1017.4682971899313,False,False,False,False,22148.188628244843,False,False,False,False
2023-11-06 16:00:00+00:00,18.44,18.575,18.44,18.525,15871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30475.0,1474.1742150629557,False,False,False,False,22050.867874318566,False,False,False,False
2023-11-06 20:00:00+00:00,18.525,18.55,18.45,18.54,6460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36935.0,2023.9544597906615,False,False,False,False,21809.148992546186,False,False,False,False
2023-11-07 16:00:00+00:00,18.305,18.31,18.165,18.25,12443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,24492.0,2372.2962511117366,False,False,False,False,21663.93738025865,False,False,False,False
2023-11-07 20:00:00+00:00,18.25,18.325,18.245,18.28,15964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40456.0,2962.7412704743456,False,False,False,False,21575.566258084094,False,False,False,False
2023-11-08 16:00:00+00:00,18.265,18.37,18.125,18.125,15783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,24673.0,3299.3344290716423,False,False,False,False,21485.759029276585,False,False,False,False
2023-11-08 20:00:00+00:00,18.125,18.18,18.05,18.06,20918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3755.0,3306.3990115666556,False,False,False,False,21476.956563706408,False,False,False,False
2023-11-09 16:00:00+00:00,18.78,18.8,18.515,18.53,21898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,25653.0,3652.857941619886,False,False,False,False,21483.48436892026,False,False,False,False
2023-11-09 20:00:00+00:00,18.53,18.59,18.5,18.58,7540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,33193.0,4110.844640199422,False,False,False,False,21267.30631668894,False,False,False,False
2023-11-10 16:00:00+00:00,18.535,18.665,18.505,18.65,20415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,53608.0,4878.2423977157105,False,False,False,False,21254.092265267405,False,False,False,False
2023-11-10 20:00:00+00:00,18.65,18.705,18.645,18.7,10895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,64503.0,5802.657244262753,False,False,False,False,21093.486183635352,False,False,False,False
2023-11-13 16:00:00+00:00,18.745,18.81,18.645,18.695,33691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30812.0,6190.398992413718,False,False,False,False,21288.796475361934,False,False,False,False
2023-11-13 20:00:00+00:00,18.695,18.705,18.625,18.63,12072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,18740.0,6384.966449895675,False,False,False,False,21145.900405976477,False,False,False,False
2023-11-14 16:00:00+00:00,18.955,19.12,18.865,18.99,43874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,62614.0,7256.7344119127965,False,False,False,False,21498.27404309312,False,False,False,False
2023-11-14 20:00:00+00:00,18.995,19.035,18.95,18.955,23741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,38873.0,7746.909072193218,False,False,False,False,21533.04498816144,False,False,False,False
