date,Open,High,Low,Close,Volume,aVWAP_OB_bull_874,aVWAP_OB_bull_812,aVWAP_OB_bull_684,aVWAP_OB_bull_609,aVWAP_OB_bull_498,aVWAP_OB_bear_91,aVWAP_OB_bear_0,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,44.28,44.4,43.92,44.055,4618.0,,,,,,,44.125,,#000000,,,,,,False,False,False,False,False,,,,-1.0,44.4,43.92,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4618.0,False,False,False,False
2024-12-16 16:00:00+00:00,44.055,44.065,43.855,43.915,4282.0,,,,,,,44.03839775280899,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4282.0,-66.3875968992248,False,False,False,False,4612.790697674419,False,False,False,False
2024-12-16 17:00:00+00:00,43.905,44.0,43.69,43.78,7300.0,,,,,,,43.94148600823045,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11582.0,-244.92422330388797,False,False,False,False,4654.452857400396,False,False,False,False
2024-12-16 18:00:00+00:00,43.78,43.9,43.72,43.895,5027.0,,,,,,,43.91705728553257,,"rgba(239, 83, 80, 0.5)",,,,11.091266297553307,-40.01786033220202,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6555.0,-342.7548555007269,False,False,False,False,4660.228782091863,False,False,False,False
2024-12-16 19:00:00+00:00,43.895,43.915,43.675,43.89,7626.0,,,,,,,43.89316656846775,,"rgba(239, 83, 80, 0.5)",,,,18.30782178380571,-34.18843637242806,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14181.0,-557.3012918495529,False,False,False,False,4706.209731206718,False,False,False,False
2024-12-16 20:00:00+00:00,43.895,43.94,43.67,43.75,13511.0,,,,,,,43.859200933182265,,"rgba(239, 83, 80, 0.5)",,,,19.4594107275179,-33.93992017378394,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27692.0,-977.9942950766915,False,False,False,False,4842.718107467079,False,False,False,False
2024-12-17 15:00:00+00:00,43.84,43.96,43.6,43.705,9347.0,,,,,,,43.840366137443354,,"rgba(239, 83, 80, 0.5)",,,,19.442679005037313,-33.93992017378394,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37039.0,-1537.0796548429444,False,False,False,False,4912.551935258287,False,False,False,False
2024-12-17 16:00:00+00:00,43.7,43.845,43.64,43.83,8726.0,,,,,,,43.830447187429336,,"rgba(239, 83, 80, 0.5)",,,,26.216684612273568,-28.4339400025631,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28313.0,-1952.2102028298755,False,False,False,False,4971.675161068236,False,False,False,False
2024-12-17 17:00:00+00:00,43.845,43.92,43.685,43.845,4424.0,,,,,,,43.82950725397388,,"rgba(239, 83, 80, 0.5)",,,,31.39474913816023,-24.10453836578862,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23889.0,-2292.315471003056,False,False,False,False,4963.184073299736,False,False,False,False
2024-12-17 18:00:00+00:00,43.84,43.915,43.76,43.89,7311.0,,,,,,,43.83208966081028,,"rgba(239, 83, 80, 0.5)",,,,36.79118470749681,-19.570919102259538,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16578.0,-2513.798952072776,False,False,False,False,4999.584320225322,False,False,False,False
2024-12-17 19:00:00+00:00,43.89,43.9,43.7,43.73,8141.0,,,,,,,43.8264716588016,,"rgba(239, 83, 80, 0.5)",,,,35.85240216309049,-19.570919102259538,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24719.0,-2858.0656349863766,False,False,False,False,5048.288439291596,False,False,False,False
