date,Open,High,Low,Close,Volume,aVWAP_peak_585,aVWAP_peak_546,aVWAP_peak_508,aVWAP_peak_483,aVWAP_valley_610,aVWAP_valley_557,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,27.795,27.975,27.725,27.81,27212.0,,,,,,,,,#000000,,-1.0,27.975,27.725,3.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,27212.0,False,False,False,False
2023-10-31 16:00:00+00:00,27.75,27.76,27.44,27.575,47093.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-47093.0,-730.1240310077519,False,False,False,False,27520.232558139534,False,False,False,False
2023-11-01 16:00:00+00:00,27.32,27.58,27.14,27.575,54127.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-47093.0,-1448.928309596779,False,False,False,False,27932.740580493963,False,False,False,False
2023-11-02 16:00:00+00:00,28.64,29.085,28.63,28.845,72773.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,25680.0,-1028.324769913108,False,False,False,False,28627.93840095142,False,False,False,False
2023-11-03 16:00:00+00:00,29.57,29.625,29.305,29.365,67686.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,93366.0,435.15313349639746,False,False,False,False,29233.48974357233,False,False,False,False
2023-11-06 16:00:00+00:00,28.97,29.05,28.525,28.735,28616.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,64750.0,1432.282542279399,False,False,False,False,29223.916259175858,False,False,False,False
2023-11-06 20:00:00+00:00,28.74,28.92,28.675,28.91,35469.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,100219.0,2963.85955712778,False,False,False,False,29320.739262909567,False,False,False,False
2023-11-07 16:00:00+00:00,29.15,29.245,28.65,29.005,33005.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,133224.0,4983.396618257582,False,False,False,False,29377.859584414844,False,False,False,False
2023-11-07 20:00:00+00:00,29.005,29.43,29.0,29.36,29540.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,162764.0,7429.607523400876,False,False,False,False,29380.373389307635,False,False,False,False
2023-11-08 16:00:00+00:00,30.23,30.385,29.99,30.055,67076.0,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,229840.0,10877.830662572956,False,False,False,False,29964.80170885325,False,False,False,False
