date,Close,High,Low,Open,Volume,aVWAP_peak_167,aVWAP_peak_133,aVWAP_peak_119,aVWAP_peak_102,aVWAP_peak_82,aVWAP_peak_57,aVWAP_peak_33,aVWAP_peak_14,aVWAP_valley_136,aVWAP_valley_111,aVWAP_valley_96,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,191.7397615637,193.4511094536,185.9056909286,186.5473645822,2424326,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2424326.0,False,False,False,False
2022-01-07 00:00:00+00:00,179.7345271207,192.9179256889,176.4408274131,191.9117563265,9312527,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-9312527,-689816.8148148148,False,False,False,False,2934563.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,180.8352936026,181.5318723919,176.3935288534,178.7455572346,4781917,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-4530610,-974320.0137174211,False,False,False,False,3071404.1399176954,False,False,False,False
2022-01-21 00:00:00+00:00,169.0536523511,180.7449963521,168.4430709432,180.2591111472,3824350,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-8354960,-1521034.08677539,False,False,False,False,3127177.9073311994,False,False,False,False
2022-01-28 00:00:00+00:00,163.016636177,169.5954358539,157.4010071717,166.9037178162,6318785,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-14673745,-2495308.969236472,False,False,False,False,3363593.2475288883,False,False,False,False
2022-02-04 00:00:00+00:00,163.9196086817,171.1691879335,162.6339478298,163.137032511,5186649,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-9487096,-3013219.1196634,False,False,False,False,3498634.4143786,False,False,False,False
2022-02-11 00:00:00+00:00,159.6541385644,164.4355929701,157.7191974829,163.8938094673,6027430,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-15514526,-3939241.8515401855,False,False,False,False,3685952.605906111,False,False,False,False
2022-02-18 00:00:00+00:00,159.6197396118,161.356886716,157.1430150276,159.8691320179,3919391,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-19433917,-5086995.566240912,False,False,False,False,3703244.338801955,False,False,False,False
2022-02-25 00:00:00+00:00,166.5597282906,166.7489225297,156.6356304773,159.6455388262,4472815,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-14961102,-5818410.8576304745,False,False,False,False,3760249.572964773,False,False,False,False
2022-03-04 00:00:00+00:00,167.4025026283,168.0904816795,160.7119063556,164.1690010877,5334147,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.22183712382105458,-0.22183712382105458,False,False,False,False,-9626955,-6100525.238546736,False,False,False,False,3876834.567559975,False,False,False,False
2022-03-11 00:00:00+00:00,162.0448657672,168.8902573264,161.2622895965,167.6432952962,4611923,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.18072475711965882,-0.20128094047035672,False,False,False,False,-14238878,-6703366.18383957,False,False,False,False,3931285.5625555324,False,False,False,False
2022-03-18 00:00:00+00:00,168.245276966,168.7655611234,161.1160940481,163.1800312017,6457480,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.14037941308152946,-0.1708301767759431,False,False,False,False,-7781398,-6783220.392444046,False,False,False,False,4118411.076440308,False,False,False,False
2022-03-25 00:00:00+00:00,167.694893725,168.7698609925,162.58664927,167.5916968673,3544624,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.05354839302236666,-0.11218928489915488,False,False,False,False,-11326022,-7119724.2152259685,False,False,False,False,4075908.330037322,False,False,False,False
2022-04-01 00:00:00+00:00,178.1368138249,178.3270847335,167.4025026283,168.2624764422,4601364,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.3428282489753193,0.11531948203808223,False,False,False,False,-6724658,-7090460.051135155,False,False,False,False,4114830.9722567797,False,False,False,False
2022-04-08 00:00:00+00:00,175.4730211047,178.8978974593,173.6481501178,177.7303259748,3803690,,,,,,,,176.00635622726668,,,,176.00635622726668,,#000000,,,,False,False,False,False,0.3428282500644896,0.2290738660512859,False,False,False,False,-10528348,-7345118.417717736,False,False,False,False,4091783.4928303515,False,False,False,False
2022-04-15 00:00:00+00:00,169.6697583929,175.4730211047,168.9346207915,175.4730211047,3405906,,,,,,,,173.81094832791018,,,,173.81094832791018,,#000000,,,,False,False,False,False,0.17396733702327363,0.20152060153727977,False,False,False,False,-13934254,-7833202.534923829,False,False,False,False,4040977.752620696,False,False,False,False
2022-04-22 00:00:00+00:00,169.3238112863,175.9054549879,167.2178582754,169.9378674004,3509189,,,,,,,,172.83034616374925,,,,172.83034616374925,,#000000,,,,False,False,False,False,0.14841623636321283,0.17496841895024628,False,False,False,False,-17443443,-8545072.199003546,False,False,False,False,4001585.993167311,False,False,False,False
2022-04-29 00:00:00+00:00,157.5443123093,169.4924605008,157.1551218145,169.254621865,5303299,,,,,,,,169.04601499998702,,,,169.04601499998702,,#000000,,,,False,False,False,False,-0.26198284009057327,-0.04350721057016349,False,False,False,False,-22746742,-9597047.739818098,False,False,False,False,4098009.178858621,False,False,False,False
2022-05-06 00:00:00+00:00,152.80483695,159.7237790804,150.495640014,157.4405281774,4358328,,,,,,,,165.90145374854106,,,,165.90145374854106,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.19316773249277872,False,False,False,False,-27105070,-10893938.27760935,False,False,False,False,4117292.0544987232,False,False,False,False
