date,Open,High,Low,Close,Volume,aVWAP_peak_599,aVWAP_peak_584,aVWAP_peak_546,aVWAP_peak_509,aVWAP_peak_481,aVWAP_valley_610,aVWAP_valley_594,aVWAP_valley_556,aVWAP_valley_538,aVWAP_valley_499,aVWAP_valley_455,aVWAP_valley_420,aVWAP_valley_380,aVWAP_valley_336,aVWAP_valley_312,aVWAP_valley_292,aVWAP_valley_251,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,28.79,29.27,28.77,29.13,73143.0,,,,,,,,,,,,,,,,,,,,#000000,,-1.0,29.27,28.77,2.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,73143.0,False,False,False,False
2023-10-31 16:00:00+00:00,28.7,28.92,28.36,28.665,75721.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-75721.0,-1173.968992248062,False,False,False,False,73182.96899224806,False,False,False,False
2023-11-01 16:00:00+00:00,29.165,29.525,28.94,29.415,151429.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,75708.0,17.99951925966002,False,False,False,False,74396.08575205818,False,False,False,False
2023-11-02 16:00:00+00:00,30.85,31.14,30.78,31.05,30522.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,106230.0,1664.6972011316034,False,False,False,False,73715.86736830533,False,False,False,False
2023-11-03 16:00:00+00:00,31.92,31.96,31.65,31.68,31932.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,138162.0,3780.934453827237,False,False,False,False,73068.05547112231,False,False,False,False
2023-11-06 16:00:00+00:00,31.32,31.325,30.86,31.015,23697.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,114465.0,5496.966477798908,False,False,False,False,72302.61275063979,False,False,False,False
2023-11-06 20:00:00+00:00,31.015,31.21,30.91,31.19,12426.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,126891.0,7379.044516902801,False,False,False,False,71374.29317311049,False,False,False,False
2023-11-07 16:00:00+00:00,31.21,31.21,30.66,30.69,25019.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,101872.0,8844.051578656245,False,False,False,False,70655.6064572483,False,False,False,False
2023-11-07 20:00:00+00:00,30.705,30.845,30.59,30.77,35206.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,137078.0,10832.174809994907,False,False,False,False,70106.00015558553,False,False,False,False
2023-11-08 16:00:00+00:00,30.855,31.01,30.665,30.885,12065.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,149143.0,12976.528688909713,False,False,False,False,69206.13968805707,False,False,False,False
