date,Close,High,Low,Open,Volume,aVWAP_peak_834,aVWAP_peak_819,aVWAP_peak_792,aVWAP_peak_777,aVWAP_peak_715,aVWAP_peak_682,aVWAP_peak_657,aVWAP_peak_604,aVWAP_peak_590,aVWAP_peak_569,aVWAP_peak_544,aVWAP_peak_516,aVWAP_peak_492,aVWAP_peak_465,aVWAP_peak_446,aVWAP_peak_404,aVWAP_peak_392,aVWAP_peak_346,aVWAP_peak_323,aVWAP_peak_292,aVWAP_peak_273,aVWAP_peak_245,aVWAP_peak_234,aVWAP_peak_205,aVWAP_peak_163,aVWAP_peak_152,aVWAP_peak_101,aVWAP_peak_62,aVWAP_valley_846,aVWAP_valley_816,aVWAP_valley_797,aVWAP_valley_777,aVWAP_valley_746,aVWAP_valley_722,aVWAP_valley_691,aVWAP_valley_670,aVWAP_valley_638,aVWAP_valley_621,aVWAP_valley_596,aVWAP_valley_580,aVWAP_valley_551,aVWAP_valley_525,aVWAP_valley_508,aVWAP_valley_453,aVWAP_valley_425,aVWAP_valley_403,aVWAP_valley_377,aVWAP_valley_354,aVWAP_valley_340,aVWAP_valley_300,aVWAP_valley_278,aVWAP_valley_240,aVWAP_valley_211,aVWAP_valley_185,aVWAP_valley_126,aVWAP_valley_96,aVWAP_valley_36,aVWAP_valley_14,aVWAP_OB_bull_821,aVWAP_OB_bull_797,aVWAP_OB_bull_403,aVWAP_OB_bull_354,aVWAP_OB_bull_211,aVWAP_OB_bear_544,aVWAP_OB_bear_516,aVWAP_OB_bear_323,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,23.3725236155,23.8218073959,23.2699697092,23.5678643896,12346011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,24.1050515182,24.3980626793,23.3058147412,23.5483303122,17244714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,24.671539763,25.5115050914,24.3589945245,24.407829718,23959652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,24.1929548666,25.1110565046,24.046449286,24.8864146145,17268627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,24.8082783048,24.8278123822,23.8559920313,24.4859660276,15564121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,24.1148185569,25.1012894659,23.7925062798,24.7203749565,15085748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,23.8218073959,23.8608755507,22.9232398352,23.4799610413,16845312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,25.1012894659,25.2184939303,24.3492274858,24.4761989889,17338955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,24.8278123822,25.5603402849,24.7106079178,25.1012894659,13503881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,24.7985112661,24.9450168467,24.310159331,24.6031704921,11049222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
