date,Open,High,Low,Close,Volume,aVWAP_peak_213,aVWAP_peak_199,aVWAP_peak_198,aVWAP_peak_180,aVWAP_peak_169,aVWAP_peak_157,aVWAP_peak_156,aVWAP_peak_121,aVWAP_peak_102,aVWAP_peak_96,aVWAP_peak_70,aVWAP_peak_50,aVWAP_peak_39,aVWAP_peak_29,aVWAP_peak_21,aVWAP_peak_10,aVWAP_valley_195,aVWAP_valley_194,aVWAP_valley_193,aVWAP_valley_190,aVWAP_valley_177,aVWAP_valley_152,aVWAP_valley_129,aVWAP_valley_128,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,3.16,3.16,3.16,3.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,3.165,3.165,3.16,3.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,3.16,3.16,3.16,3.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,3.16,3.175,3.14,3.175,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,3.175,3.18,3.175,3.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,3.175,3.175,3.165,3.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,3.17,3.175,3.17,3.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,3.175,3.18,3.175,3.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,3.175,3.175,3.175,3.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,3.175,3.195,3.175,3.19,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,3.19,3.195,3.17,3.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,3.17,3.18,3.165,3.165,15.0,,,,,,,,,,,,,,,,3.170000000000001,,,,,,,,,3.170000000000001,,#000000
2025-07-09 14:30:00+00:00,3.175,3.175,3.17,3.17,0.0,,,,,,,,,,,,,,,,3.170000000000001,,,,,,,,,3.170000000000001,,#000000
2025-07-09 14:35:00+00:00,3.175,3.175,3.16,3.175,100.0,,,,,,,,,,,,,,,,3.17,,,,,,,,,3.17,,#000000
2025-07-09 14:40:00+00:00,3.175,3.175,3.175,3.175,13.0,,,,,,,,,,,,,,,,3.1705078125,,,,,,,,,3.1705078125,,#000000
2025-07-09 14:45:00+00:00,3.175,3.18,3.175,3.175,11.0,,,,,,,,,,,,,,,,3.1709952038369305,,,,,,,,,3.1709952038369305,,#000000
