date,Open,High,Low,Close,Volume,aVWAP_peak_220,aVWAP_peak_181,aVWAP_peak_154,aVWAP_peak_130,aVWAP_peak_110,aVWAP_valley_188,aVWAP_valley_171,aVWAP_valley_170,aVWAP_valley_159,aVWAP_valley_138,aVWAP_valley_117,aVWAP_valley_94,aVWAP_valley_62,aVWAP_valley_32,aVWAP_valley_15,aVWAP_valley_14,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,71.99,72.135,71.93,72.135,266.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,72.135,72.18,72.07,72.1,9.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,72.085,72.24,72.045,72.165,347.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,72.16,72.27,72.105,72.255,595.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,72.255,72.375,72.25,72.365,145.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,72.365,72.375,72.255,72.275,251.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,72.275,72.305,72.18,72.19,292.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,72.19,72.22,72.045,72.085,784.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,72.085,72.12,72.03,72.11,1287.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,72.115,72.24,72.11,72.195,877.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,72.2,72.295,72.185,72.225,3481.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,72.225,72.23,72.07,72.075,606.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,72.075,72.1,72.03,72.085,533.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,72.085,72.16,72.075,72.105,446.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,72.08,72.13,72.01,72.05,593.0,,,,,,,,,,,,,,,,72.06333333333333,,72.06333333333333,#000000
2025-07-09 14:45:00+00:00,72.05,72.195,72.01,72.18,250.0,,,,,,,,,,,,,,,72.12833333333333,72.0826097271649,,72.1054715302491,#000000
2025-07-09 14:50:00+00:00,72.18,72.22,72.16,72.175,168.0,,,,,,,,,,,,,,,72.15110845295055,72.09962413452028,,72.12536629373542,#000000
2025-07-09 14:55:00+00:00,72.175,72.215,72.13,72.15,441.0,,,,,,,,,,,,,,,72.15824020178502,72.1194800275482,,72.13886011466661,#000000
2025-07-09 15:00:00+00:00,72.155,72.295,72.145,72.28,403.0,,,,,,,,,,,,,,,72.18434891706286,72.14566307277629,,72.16500599491957,#000000
2025-07-09 15:05:00+00:00,72.275,72.3,72.23,72.27,61.0,,,,,,,,,,,,,,,72.18814436885864,72.1495154836465,,72.16882992625257,#000000
2025-07-09 15:10:00+00:00,72.27,72.3,72.19,72.21,203.0,,,,,,,,,,,,,,,72.19415574486675,72.15754522573542,,72.17585048530108,#000000
2025-07-09 15:15:00+00:00,72.21,72.345,72.2,72.305,1048.0,,,,,,,,,,,,,,,72.23046425796426,72.19917008735922,,72.21481717266174,#000000
2025-07-09 15:20:00+00:00,72.305,72.36,72.29,72.345,122.0,,,,,,,,,,,,,,,72.23504389218596,72.20408482821526,,72.21956436020061,#000000
2025-07-09 15:25:00+00:00,72.34,72.425,72.29,72.31,540.0,,,,,,,,,,,,,,,72.25283632056036,72.22348785583704,,72.23816208819869,#000000
2025-07-09 15:30:00+00:00,72.31,72.435,72.3,72.4,402.0,,,,,,,,,,,,,,,72.26670377496794,72.2382001890806,,72.25245198202427,#000000
2025-07-09 15:35:00+00:00,72.4,72.41,72.315,72.4,344.0,,,,,,,,,,,,,,,72.2760593504102,72.24848633879782,,72.26227284460401,#000000
2025-07-09 15:40:00+00:00,72.405,72.415,72.33,72.33,1146.0,,,,,,,,,,,,,,,72.29444585283412,72.27049029889879,,72.28246807586646,#000000
2025-07-09 15:45:00+00:00,72.33,72.46,72.33,72.39,978.0,,,,,,,,,,,,,,,72.31028469265203,72.28842439170025,,72.29935454217613,#000000
2025-07-09 15:50:00+00:00,72.385,72.395,72.3,72.31,524.0,,,,,,,,,,,,,,,72.31223805932629,72.29180326734043,,72.30202066333337,#000000
2025-07-09 15:55:00+00:00,72.31,72.375,72.305,72.365,564.0,,,,,,,,,,,,,,,72.31506788064128,72.29589764992936,,72.30548276528532,#000000
2025-07-09 16:00:00+00:00,72.365,72.375,72.315,72.33,243.0,,,,,,,,,,,,,,,72.31588252431537,72.29723225404732,,72.30655738918134,#000000
2025-07-09 16:05:00+00:00,72.325,72.345,72.305,72.305,476.0,,,,,,,,,,,,,,,72.31602995071401,72.29841308096245,,72.30722151583822,#000000
2025-07-09 16:10:00+00:00,72.305,72.315,72.255,72.295,120.0,,,,,,,,,,,,,,72.28833333333334,72.3156162081414,72.29827285725325,,72.30074079957599,#000000
2025-07-09 16:15:00+00:00,72.295,72.325,72.275,72.32,100.0,,,,,,,,,,,,,,72.29666666666667,72.31550616828558,72.2983690503476,,72.30351396176661,#000000
2025-07-09 16:20:00+00:00,72.32,72.355,72.295,72.345,254.0,,,,,,,,,,,,,,72.31542194092827,72.31599558841062,72.29931087602075,,72.31024280178654,#000000
2025-07-09 16:25:00+00:00,72.35,72.405,72.34,72.355,83.0,,,,,,,,,,,,,,72.32305804907242,72.31649212908303,72.29992772812533,,72.3131593020936,#000000
2025-07-09 16:30:00+00:00,72.35,72.375,72.325,72.325,126.0,,,,,,,,,,,,,,72.32649097120546,72.31686113696293,72.30050005441286,,72.3146173875271,#000000
2025-07-09 16:35:00+00:00,72.32,72.36,72.315,72.315,340.0,,,,,,,,,,,,,,72.32765721733463,72.3173610489406,72.30155262881728,,72.3155236316975,#000000
2025-07-09 16:40:00+00:00,72.315,72.325,72.29,72.31,2.0,,,,,,,,,,,,,,72.32761951219511,72.31735902886551,72.30155405169096,,72.31551086425053,#000000
2025-07-09 16:45:00+00:00,72.31,72.405,72.29,72.4,727.0,,,,,,,,,,,,,,72.34313070776255,72.32094257630625,72.30605056216284,,72.32337461541056,#000000
2025-07-09 16:50:00+00:00,72.4,72.48,72.365,72.455,600.0,,,,,,,,,,,,,,72.36614158163266,72.32751193375547,72.31308405476759,,72.3355791900519,#000000
2025-07-09 16:55:00+00:00,72.455,72.46,72.42,72.44,461.0,,,,,,,,,,,,,,72.37824564521863,72.33234663434644,72.31825308478368,,72.34294845478291,#000000
2025-07-09 17:00:00+00:00,72.435,72.45,72.4,72.425,398.0,,,,,,,,,,,,,,72.38404079725942,72.33566163250629,72.32187903615826,,72.34719382197466,#000000
2025-07-09 17:05:00+00:00,72.43,72.47,72.425,72.465,542.0,,,,,,,,,,,,,,72.39404787281286,72.34112863592205,72.32769094814692,,72.35428915229396,#000000
2025-07-09 17:10:00+00:00,72.465,72.585,72.465,72.545,689.0,,,,,,,,,,,,,,72.41539396668169,72.3517543504654,72.33854507774687,,72.36856446496465,#000000
2025-07-09 17:15:00+00:00,72.545,72.555,72.49,72.495,308.0,,,,,,,,,,,,,,72.42174456140353,72.3556844086446,72.34260624119894,,72.37334507041568,#000000
2025-07-09 17:20:00+00:00,72.495,72.525,72.46,72.49,701.0,,,,,,,,,,,,,,72.43073656209872,72.36281727027836,72.35009290439682,,72.38121557892464,#000000
2025-07-09 17:25:00+00:00,72.49,72.515,72.47,72.515,230.0,,,,,,,,,,,,,,72.43354074986799,72.3651382963072,72.35252320199243,,72.38373408272254,#000000
2025-07-09 17:30:00+00:00,72.515,72.515,72.41,72.435,880.0,,,,,,,,,,,,,,72.4361954478484,72.3705004375662,72.3584110970996,,72.38836899417142,#000000
2025-07-09 17:35:00+00:00,72.44,72.485,72.425,72.485,267.0,,,,,,,,,,,,,,72.43732181214608,72.37221208420958,72.36026705360635,,72.38993364998734,#000000
2025-07-09 17:40:00+00:00,72.485,72.515,72.475,72.515,249.0,,,,,,,,,,,,,,72.43958574725639,72.3743624638648,72.36252647115445,,72.39215822742521,#000000
2025-07-09 17:45:00+00:00,72.515,72.62,72.505,72.57,1272.0,,,,,,,,,,,,,,72.45869305705276,72.38927397204115,72.37780658558289,,72.40859120489228,#000000
2025-07-09 17:50:00+00:00,72.57,72.625,72.54,72.605,552.0,,,,,,,,,,,,,,72.46683612328205,72.39586376432338,72.38453553168263,,72.41574513976269,#000000
2025-07-09 17:55:00+00:00,72.61,72.66,72.59,72.625,773.0,,,,,,,,,,,,,,72.4794741919923,72.40593497090653,72.39475990099008,,72.42672302129631,#000000
2025-07-09 18:00:00+00:00,72.62,72.655,72.585,72.635,263.0,,,,,,,,,,,,,,72.48332578578379,72.40916265172736,72.39804316000648,,72.43017719917253,#000000
2025-07-09 18:05:00+00:00,72.635,72.685,72.62,72.64,382.0,,,,,,,,,,,,,,72.48943421520174,72.41417379698697,72.40312208942008,,72.43557670053627,#000000
2025-07-09 18:10:00+00:00,72.64,72.66,72.61,72.655,808.0,,,,,,,,,,,,,,72.50048875108595,72.42382790616246,72.41293943870012,,72.44575203198285,#000000
2025-07-09 18:15:00+00:00,72.655,72.665,72.615,72.65,604.0,,,,,,,,,,,,,,72.50784346318872,72.43057710581685,72.41981584885768,,72.45274547262109,#000000
2025-07-09 18:20:00+00:00,72.645,72.655,72.63,72.65,163.0,,,,,,,,,,,,,,72.50972310969118,72.43234168055064,72.42161511437905,,72.45455996820696,#000000
2025-07-09 18:25:00+00:00,72.645,72.655,72.605,72.605,752.0,,,,,,,,,,,,,,72.51637988296696,72.43926674449145,72.42872738590518,,72.46145800445453,#000000
2025-07-09 18:30:00+00:00,72.6,72.655,72.585,72.625,536.0,,,,,,,,,,,,,,72.520661002377,72.44390131942798,72.4334957119144,,72.46601934457313,#000000
