date,Close,High,Low,Open,Volume,aVWAP_peak_164,aVWAP_peak_118,aVWAP_peak_101,aVWAP_peak_85,aVWAP_peak_55,aVWAP_peak_32,aVWAP_valley_171,aVWAP_valley_150,aVWAP_valley_138,aVWAP_valley_108,aVWAP_valley_95,aVWAP_valley_75,aVWAP_valley_48,aVWAP_valley_23,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,5.03,5.75,5.02,5.67,330427,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,330427.0,False,False,False,False
2022-01-07 00:00:00+00:00,5.08,5.45,4.5762,5.3,155212,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,155212,11497.185185185184,False,False,False,False,317448.1111111111,False,False,False,False
2022-01-14 00:00:00+00:00,4.71,5.0376,4.41,4.96,131398,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,23814,12409.54183813443,False,False,False,False,303666.62139917695,False,False,False,False
2022-01-21 00:00:00+00:00,5.72,5.88,4.505,4.74,256288,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,280102,32238.612813087435,False,False,False,False,300157.0938881268,False,False,False,False
2022-01-28 00:00:00+00:00,4.77,5.47,4.6,5.47,172563,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,107539,37816.41927137726,False,False,False,False,290705.6795260433,False,False,False,False
2022-02-04 00:00:00+00:00,5.21,5.5,4.7,4.7,52092,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,159631,46839.721547571535,False,False,False,False,273030.59215374384,False,False,False,False
2022-02-11 00:00:00+00:00,7.26,7.98,5.25,5.34,844683,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,1004314,117763.74217367734,False,False,False,False,315375.21495717025,False,False,False,False
2022-02-18 00:00:00+00:00,6.54,7.42,6.5,7.24,176174,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,828140,170384.2057163679,False,False,False,False,305064.0138492317,False,False,False,False
2022-02-25 00:00:00+00:00,6.07,6.6,5.57,6.6,105210,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,722930,211313.52381145174,False,False,False,False,290260.01282336266,False,False,False,False
2022-03-04 00:00:00+00:00,6.47,7.47,5.92,6.06,237224,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.2573197858349309,0.2573197858349309,False,False,False,False,960154,266783.18871430715,False,False,False,False,286331.41928089136,False,False,False,False
2022-03-11 00:00:00+00:00,6.83,7.45,6.1101,6.62,295342,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.28430947877527524,0.27081463230510305,False,False,False,False,1255496,340021.17473546957,False,False,False,False,286998.869704529,False,False,False,False
2022-03-18 00:00:00+00:00,6.7,6.84,6.155,6.83,198420,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.19596670792421522,0.23339067011465914,False,False,False,False,1057076,393136.3469772866,False,False,False,False,280437.4719486379,False,False,False,False
2022-03-25 00:00:00+00:00,6.88,7.25,6.26,7.17,65036,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.26580196954760427,0.2495963198311317,False,False,False,False,1122112,447134.5434974876,False,False,False,False,264481.8073598499,False,False,False,False
2022-04-01 00:00:00+00:00,7.03,7.94,6.67,7.0,184569,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.34282822178730693,0.2962122708092193,False,False,False,False,1306681,510804.65138656256,False,False,False,False,258562.34014800919,False,False,False,False
2022-04-08 00:00:00+00:00,5.66,7.4399,5.63,7.4,213637,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,0.09983923498978653,0.19802575289950292,False,False,False,False,1093044,553933.4920245949,False,False,False,False,255234.53717408256,False,False,False,False
2022-04-15 00:00:00+00:00,5.36,6.135,5.19,5.5,194858,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.07240125075794551,False,False,False,False,898186,579433.6778005508,False,False,False,False,250762.2010871135,False,False,False,False
2022-04-22 00:00:00+00:00,5.28,5.785,5.13,5.29,108782,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.20761475258666973,False,False,False,False,789404,594987.03500051,False,False,False,False,240245.1491547347,False,False,False,False
2022-04-29 00:00:00+00:00,5.31,5.55,5.05,5.28,123916,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.2752215035010318,False,False,False,False,913320,618567.254630102,False,False,False,False,231628.17514327288,False,False,False,False
2022-05-06 00:00:00+00:00,5.3,5.93,5.07,5.1701,76525,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.27058015886532183,-0.2729008311831768,False,False,False,False,836795,634732.27280565,False,False,False,False,220139.051058586,False,False,False,False
2022-05-13 00:00:00+00:00,4.98,5.16,4.06,5.07,182695,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3078645427992854,False,False,False,False,654100,636166.9192644907,False,False,False,False,217365.41764683888,False,False,False,False
2022-05-20 00:00:00+00:00,5.11,5.5,4.75,4.89,80014,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.2067749621310372,-0.25731975246516126,False,False,False,False,734114,643422.2585782321,False,False,False,False,207191.23856188785,False,False,False,False
2022-05-27 00:00:00+00:00,5.24,5.41,4.69,5.41,55342,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.2260164199013849,-0.24166808618327307,False,False,False,False,789456,654239.5727576223,False,False,False,False,195943.14681656283,False,False,False,False
2022-06-03 00:00:00+00:00,5.5,5.85,5.09,5.23,49802,,,,,,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.11995989252382662,-0.18081398935354984,False,False,False,False,839258,667944.6414422429,False,False,False,False,185117.87668200265,False,False,False,False
2022-06-10 00:00:00+00:00,5.41,6.0,2.3,5.58,46146,,,,,,,,,,,,,,4.57,,4.57,#000000,,,,False,False,False,False,-0.34282825441539394,-0.2618211218844719,False,False,False,False,793112,677216.2976317065,False,False,False,False,174823.6635944469,False,False,False,False
2022-06-17 00:00:00+00:00,5.06,5.38,4.69,5.355,53026,,,,,,,,,,,,,,4.823085279447156,,4.823085279447156,#000000,,,,False,False,False,False,0.05624101546912491,-0.10279005320767348,False,False,False,False,740086,681873.3126219504,False,False,False,False,165801.61443930268,False,False,False,False
2022-06-24 00:00:00+00:00,5.3853,5.62,5.21,5.38,24502,,,,,,,,,,,,,,4.938392657578257,,4.938392657578257,#000000,,,,False,False,False,False,0.2968686579944235,0.09703930239337502,False,False,False,False,764588,688000.326501806,False,False,False,False,155334.97633268766,False,False,False,False
2022-07-01 00:00:00+00:00,4.5146,5.38,4.5146,5.32,32319,,,,,,,,,,,,,,4.910355497575746,,4.910355497575746,#000000,,0.9605518869364373,0.9902422645272231,False,False,False,False,0.0598624859720782,0.0784508941827266,False,False,False,False,732269,691279.4875016722,False,False,False,False,146222.6817895256,False,False,False,False
2022-07-08 00:00:00+00:00,4.81,4.86,4.4527,4.56,7234,,,,,,,,,,,,,,4.901368170707052,,4.901368170707052,#000000,,0.9730785931393834,0.9976669492518384,False,False,False,False,-0.0826387347170923,-0.0020939202671828444,False,False,False,False,739503,694851.5995385854,False,False,False,False,135927.2238791904,False,False,False,False
2022-07-15 00:00:00+00:00,4.34,4.83,4.3,4.78,30029,,,,,,,,,,,,,,4.837447905369044,,4.837447905369044,#000000,,0.9748838207896723,0.9858818885095125,False,False,False,False,-0.12311834809737786,-0.06260613418228035,True,False,False,False,709474,695934.740313505,False,False,False,False,128082.91099925037,False,False,False,False
2022-07-22 00:00:00+00:00,4.98,5.21,4.53,4.53,11893,,,,,,,,,,,,,,4.841460689872564,,4.841460689872564,#000000,,0.9724983082388767,0.9952313483336153,False,False,False,False,0.0300089775658338,-0.016298578308223274,False,False,False,False,721367,697818.6114013935,False,False,False,False,119476.25092523183,False,False,False,False
2022-07-29 00:00:00+00:00,5.7,5.85,4.9704,4.98,68767,,,,,,,,,,,,,,5.0084950666140955,,5.0084950666140955,#000000,,0.9934275070736943,0.9667536363765622,False,False,False,False,0.3096294454769824,0.14666543358437956,False,False,False,False,790134,704656.7883346237,False,False,False,False,115720.0101159554,False,False,False,False
