date,Close,High,Low,Open,Volume,aVWAP_peak_835,aVWAP_peak_786,aVWAP_peak_755,aVWAP_peak_720,aVWAP_peak_670,aVWAP_peak_652,aVWAP_peak_624,aVWAP_peak_593,aVWAP_peak_553,aVWAP_peak_520,aVWAP_peak_462,aVWAP_peak_440,aVWAP_peak_421,aVWAP_peak_400,aVWAP_peak_379,aVWAP_peak_343,aVWAP_peak_322,aVWAP_peak_267,aVWAP_peak_224,aVWAP_peak_210,aVWAP_peak_174,aVWAP_peak_150,aVWAP_peak_104,aVWAP_peak_53,aVWAP_peak_39,aVWAP_valley_869,aVWAP_valley_843,aVWAP_valley_818,aVWAP_valley_763,aVWAP_valley_725,aVWAP_valley_673,aVWAP_valley_649,aVWAP_valley_638,aVWAP_valley_617,aVWAP_valley_574,aVWAP_valley_549,aVWAP_valley_483,aVWAP_valley_446,aVWAP_valley_427,aVWAP_valley_409,aVWAP_valley_394,aVWAP_valley_371,aVWAP_valley_303,aVWAP_valley_290,aVWAP_valley_250,aVWAP_valley_236,aVWAP_valley_215,aVWAP_valley_164,aVWAP_valley_141,aVWAP_valley_123,aVWAP_valley_90,aVWAP_valley_69,aVWAP_valley_44,aVWAP_valley_18,aVWAP_OB_bull_725,aVWAP_OB_bull_394,aVWAP_OB_bull_290,aVWAP_OB_bear_835,aVWAP_OB_bear_786,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,8.9295,9.0,8.7135,9.0,59402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,8.703,9.4695,8.628,9.0675,46808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,8.385,8.85,8.25,8.8305,39568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,8.1615,8.526,7.98,8.4,58576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,8.2335,8.9445,8.0625,8.25,33837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,8.061,8.25,7.854,8.1015,32156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,8.0475,8.396985,7.79814,8.385,36516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,13.2,14.7,8.44365,8.601,5295809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,11.475,11.85,10.8,11.574,998575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,11.4165,13.536,10.503,11.3055,362484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-18 00:00:00+00:00,12.363,12.833985,10.77,11.2665,254394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-19 00:00:00+00:00,10.3515,13.2735,10.2795,12.0,219770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-20 00:00:00+00:00,10.059,10.8,9.81,10.575,82522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-21 00:00:00+00:00,9.2685,9.75,9.0,9.75,111941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-24 00:00:00+00:00,9.771,9.898485,8.916,8.925,54383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-25 00:00:00+00:00,10.2255,10.638,9.675,9.675,70669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-26 00:00:00+00:00,10.7685,10.8,10.2,10.428,48999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-27 00:00:00+00:00,10.1985,10.8,9.5625,10.8,67346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-28 00:00:00+00:00,9.5985,10.2075,8.8905,10.2075,32479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5655,,,,,,9.5655,,9.5655,#000000,,9.5655,
2022-01-31 00:00:00+00:00,10.2,10.5,9.54,10.1085,79180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.930343944509621,,,,,,9.930343944509621,,9.930343944509621,#000000,,9.930343944509621,
2022-02-01 00:00:00+00:00,10.5,10.694985,9.9105,10.35,37255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.039959679580159,,,,,,10.039959679580159,,10.039959679580159,#000000,,10.039959679580159,
2022-02-02 00:00:00+00:00,10.05,10.8,9.9,10.6365,22448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.067474444305038,,,,,,10.067474444305038,,10.067474444305038,#000000,,10.067474444305038,
2022-02-03 00:00:00+00:00,9.411,10.188,9.3,9.9,23382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01530913263053,,,,,,10.01530913263053,,10.01530913263053,#000000,,10.01530913263053,
2022-02-04 00:00:00+00:00,9.8445,10.35,9.12,9.15,47794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.967264646055463,,,,,,9.967264646055463,,9.967264646055463,#000000,,9.967264646055463,
2022-02-07 00:00:00+00:00,9.678,9.891,9.4845,9.8445,22176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.943576481504568,,,,,,9.943576481504568,,9.943576481504568,#000000,,9.943576481504568,
2022-02-08 00:00:00+00:00,9.75,10.0485,9.376515,9.5925,28851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92209569935108,,,,,,9.92209569935108,,9.92209569935108,#000000,,9.92209569935108,
2022-02-09 00:00:00+00:00,9.9825,10.008,9.7485,9.7485,7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.921877013334575,,,,,,9.921877013334575,,9.921877013334575,#000000,,9.921877013334575,
2022-02-10 00:00:00+00:00,9.5955,9.9,9.0495,9.3,22243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.893861394811788,,,,,,9.893861394811788,,9.893861394811788,#000000,,9.893861394811788,
2022-02-11 00:00:00+00:00,9.0,10.0125,8.871,9.45,27892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.846224279860486,,,,,,9.846224279860486,,9.846224279860486,#000000,,9.846224279860486,
2022-02-14 00:00:00+00:00,8.85,9.3675,8.85,8.8995,27986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.785385925134198,,,,,,9.785385925134198,,9.785385925134198,#000000,,9.785385925134198,
2022-02-15 00:00:00+00:00,8.4735,9.285,8.25,9.285,26688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.711963037972811,,,,,,9.711963037972811,,9.711963037972811,#000000,,9.711963037972811,
2022-02-16 00:00:00+00:00,8.697,8.994,8.4855,8.7,17720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67067068873634,,,,,,9.67067068873634,,9.67067068873634,#000000,,9.67067068873634,
2022-02-17 00:00:00+00:00,8.394,8.7,8.28,8.7,11885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.637554358644428,,,,,,9.637554358644428,,9.637554358644428,#000000,,9.637554358644428,
2022-02-18 00:00:00+00:00,8.079,8.457,7.95,8.25,25352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.556331476866356,,,,,,9.556331476866356,,9.556331476866356,#000000,,9.556331476866356,
2022-02-22 00:00:00+00:00,8.0985,8.3955,7.8765,8.1,27785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.474809237429046,,,,,,9.474809237429046,,9.474809237429046,#000000,,9.474809237429046,
2022-02-23 00:00:00+00:00,7.947,8.246985,7.875,8.0985,11466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.441503843729867,,,,,,9.441503843729867,,9.441503843729867,#000000,,9.441503843729867,
2022-02-24 00:00:00+00:00,8.0715,8.3505,7.2465,7.3845,25246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36688020254828,,,,,,9.36688020254828,,9.36688020254828,#000000,,9.36688020254828,
2022-02-25 00:00:00+00:00,8.7225,8.73,7.8,8.0205,25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.323138547200319,,,,,,9.323138547200319,,9.323138547200319,#000000,,9.323138547200319,
2022-02-28 00:00:00+00:00,8.871,8.97,7.71,8.493,34073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.276144727396222,,,,,,9.276144727396222,,9.276144727396222,#000000,,9.276144727396222,
2022-03-01 00:00:00+00:00,8.2515,9.375,8.166,8.886,54628,,,,,,,,,,,,,,,,,,,,,,,,,8.5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21813849044234,,,,,,8.90781924522117,8.5975,9.21813849044234,#000000,,8.90781924522117,
