date,Open,High,Low,Close,Volume,aVWAP_peak_221,aVWAP_peak_220,aVWAP_peak_203,aVWAP_peak_156,aVWAP_peak_122,aVWAP_peak_97,aVWAP_peak_78,aVWAP_valley_215,aVWAP_valley_208,aVWAP_valley_189,aVWAP_valley_177,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,10.4,10.505,10.4,10.445,0.0,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,10.455,10.48,10.43,10.46,3960.0,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,10.46,10.46,10.385,10.435,534.0,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,10.44,10.46,10.42,10.46,2176.0,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,10.455,10.47,10.435,10.465,1978.0,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,10.465,10.48,10.46,10.475,1484.0,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,10.475,10.49,10.455,10.475,2365.0,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,10.475,10.475,10.44,10.45,700.0,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,10.455,10.48,10.455,10.475,1300.0,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,10.475,10.505,10.475,10.485,5736.0,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,10.485,10.505,10.485,10.5,700.0,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,10.495,10.505,10.495,10.505,700.0,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,10.505,10.505,10.485,10.5,898.0,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,10.505,10.505,10.48,10.485,2989.0,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,10.485,10.495,10.475,10.475,3111.0,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,10.475,10.475,10.455,10.465,2138.0,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,10.46,10.465,10.45,10.455,1234.0,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,10.455,10.465,10.455,10.46,126.0,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,10.465,10.475,10.46,10.47,2547.0,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,10.475,10.49,10.47,10.48,904.0,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,10.485,10.495,10.47,10.475,2500.0,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,10.475,10.48,10.47,10.475,514.0,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,10.475,10.495,10.46,10.46,2827.0,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,10.465,10.47,10.46,10.465,2120.0,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,10.465,10.485,10.465,10.485,0.0,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,10.485,10.495,10.475,10.475,2411.0,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,10.475,10.485,10.465,10.465,1000.0,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,10.465,10.475,10.46,10.475,504.0,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,10.475,10.485,10.475,10.485,400.0,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,10.485,10.485,10.48,10.48,1086.0,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,10.485,10.485,10.48,10.485,1507.0,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,10.48,10.485,10.48,10.485,3100.0,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,10.485,10.485,10.48,10.48,1035.0,,,,,,,,,,,,,,#000000
