date,Open,High,Low,Close,Volume,aVWAP_peak_874,aVWAP_peak_841,aVWAP_peak_838,aVWAP_peak_835,aVWAP_peak_801,aVWAP_peak_769,aVWAP_peak_748,aVWAP_peak_724,aVWAP_peak_701,aVWAP_peak_678,aVWAP_peak_642,aVWAP_peak_631,aVWAP_peak_606,aVWAP_peak_573,aVWAP_peak_539,aVWAP_peak_514,aVWAP_peak_493,aVWAP_peak_492,aVWAP_peak_477,aVWAP_peak_451,aVWAP_peak_421,aVWAP_peak_402,aVWAP_peak_379,aVWAP_peak_336,aVWAP_peak_311,aVWAP_valley_864,aVWAP_valley_806,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,80.54,80.61,80.485,80.545,11451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11451.0,False,False,False,False
2024-12-19 16:00:00+00:00,80.545,80.59,80.495,80.52,7855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7855.0,-121.7829457364341,False,False,False,False,11395.248062015502,False,False,False,False
2024-12-19 17:00:00+00:00,80.52,80.59,80.51,80.57,11614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3759.0,-61.61576828315605,False,False,False,False,11398.63956492999,False,False,False,False
2024-12-19 18:00:00+00:00,80.565,80.58,80.53,80.56,18947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-15188.0,-296.13335327101413,False,False,False,False,11515.668408884563,False,False,False,False
2024-12-19 19:00:00+00:00,80.56,80.585,80.54,80.545,6443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-21631.0,-626.9064795768899,False,False,False,False,11437.022387041392,False,False,False,False
2024-12-19 20:00:00+00:00,80.545,80.57,80.36,80.36,36432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-58063.0,-1517.3885496609691,False,False,False,False,11824.54141980044,False,False,False,False
2024-12-20 15:00:00+00:00,80.48,80.535,80.445,80.485,6487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-51576.0,-2293.4910527670004,False,False,False,False,11741.788839648496,False,False,False,False
2024-12-20 16:00:00+00:00,80.48,80.635,80.47,80.62,8861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-42715.0,-2920.181113964411,False,False,False,False,11697.125446785729,False,False,False,False
2024-12-20 17:00:00+00:00,80.615,80.635,80.6,80.61,2613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-45328.0,-3577.6666780889936,False,False,False,False,11556.286292571996,False,False,False,False
2024-12-20 18:00:00+00:00,80.61,80.61,80.495,80.51,4216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-49544.0,-4290.323008661257,False,False,False,False,11442.483404315066,False,False,False,False
