date,Close,High,Low,Open,Volume,aVWAP_peak_241,aVWAP_peak_223,aVWAP_peak_181,aVWAP_peak_160,aVWAP_peak_141,aVWAP_peak_107,aVWAP_peak_94,aVWAP_peak_40,aVWAP_valley_216,aVWAP_valley_193,aVWAP_valley_164,aVWAP_valley_149,aVWAP_valley_121,aVWAP_valley_51,aVWAP_valley_25,aVWAP_OB_bull_193,aVWAP_OB_bull_121,aVWAP_OB_bull_51,aVWAP_OB_bull_1,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2024-06-28 00:00:00+00:00,23.04675296,23.4051473905,18.6663765875,18.9152616086,3203390,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-01 00:00:00+00:00,22.8576003439,23.6341216099,20.906441332,21.8620602592,865843,,,,,,,,,,,,,,,,,,,22.466054428599996,,,,#000000,,,
2024-07-02 00:00:00+00:00,24.3011334667,25.8609456713,22.4096073058,22.847644943,589135,,,,,,,,,,,,,,,,,,,23.16432468095395,,,,#000000,,,
2024-07-03 00:00:00+00:00,23.8929620319,25.2170303445,23.8929620319,24.3011334667,313462,,,,,,,,,,,,,,,,,,,23.371709997072667,,,,#000000,,,
2024-07-05 00:00:00+00:00,28.3728924129,31.2052039538,24.1119808506,24.5599738887,775131,,,,,,,,,,,,,,,,,,,24.750658781845488,,,,#000000,,,
2024-07-08 00:00:00+00:00,26.6506080665,29.3485216959,25.9139084038,29.3485216959,706400,,,,,,,,,,,,,,,,,,,25.305717485458196,,,,#000000,,,
2024-07-09 00:00:00+00:00,27.198155113,27.4968171384,25.9188861042,26.6506080665,305856,,,,,,,,,,,,,,,,,,,25.440380549729277,,,,#000000,,,
2024-07-10 00:00:00+00:00,27.8253453664,28.3728924129,26.680474269,27.3773523283,272987,,,,,,,,,,,,,,,,,,,25.59622789310527,,,,#000000,,,
2024-07-11 00:00:00+00:00,29.7666485315,29.9458457467,27.7058805562,28.2235614002,287995,,,,,,,,,,,,,,,,,,,25.84409769584233,,,,#000000,,,
2024-07-12 00:00:00+00:00,30.642723806,32.7632241863,29.7766039323,30.1648645653,627558,,,,,,,,,,,,,,,,,,,26.5341402336755,,,,#000000,,,
2024-07-15 00:00:00+00:00,31.0210290381,31.9667921186,28.8109300502,31.9667921186,722604,,,,,,,,,,,,,,,,,,,27.071495514376412,,,,#000000,,,
2024-07-16 00:00:00+00:00,28.8806178561,31.9468813169,27.8940376322,31.0210290381,589818,,,,,,,,,,,,,,,,,,,27.315177624455643,,,,#000000,,,
2024-07-17 00:00:00+00:00,27.0289132986,28.8806178561,26.3917676444,28.8806178561,735512,,,,,,,,,,,,,,,,,,,27.32801912974071,,,,#000000,,,
2024-07-18 00:00:00+00:00,28.3231154087,29.8761579408,26.8546937838,27.0886457037,495130,,,,,,,,,,,,,,,,,,,27.39754543293248,,,,#000000,,,
2024-07-19 00:00:00+00:00,28.7213314426,29.6471837213,28.0941411892,28.0941411892,207490,,,,,,,,,,,,,,,,,,,27.436949293274136,,,,#000000,,,
2024-07-22 00:00:00+00:00,29.4182095018,30.8617426246,28.5223229796,29.4580311052,374049,,,,,,,,,,,,,,,,,,,27.539805273261543,,,,#000000,,,
2024-07-23 00:00:00+00:00,28.0941411892,29.4381203035,27.9746763791,28.1339627926,307125,,,,,,,,,,,,,,,,,,,27.575960683646947,,,,#000000,,,
