date,Open,High,Low,Close,Volume,aVWAP_peak_603,aVWAP_peak_574,aVWAP_peak_529,aVWAP_peak_517,aVWAP_peak_491,aVWAP_peak_475,aVWAP_peak_433,aVWAP_peak_409,aVWAP_peak_340,aVWAP_peak_309,aVWAP_peak_298,aVWAP_peak_261,aVWAP_valley_612,aVWAP_valley_584,aVWAP_valley_565,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,96.35,96.64,95.925,96.41,76339.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,76339.0,False,False,False,False
2023-10-31 16:00:00+00:00,95.93,96.785,95.67,96.555,36883.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36883.0,571.8294573643411,False,False,False,False,75727.27906976744,False,False,False,False
2023-11-01 16:00:00+00:00,97.17,98.12,97.005,97.66,40810.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,77693.0,1767.5065200408628,False,False,False,False,75185.92590589507,False,False,False,False
2023-11-02 16:00:00+00:00,100.95,101.54,100.32,100.94,32405.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,110098.0,3447.0490546138726,False,False,False,False,74522.65573681142,False,False,False,False
2023-11-03 16:00:00+00:00,98.45,98.65,97.95,98.17,38812.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,71286.0,4498.815735937688,False,False,False,False,73969.00215949651,False,False,False,False
2023-11-06 16:00:00+00:00,100.97,101.49,100.51,101.075,23855.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,95141.0,5904.120918326251,False,False,False,False,73192.04088570585,False,False,False,False
2023-11-06 20:00:00+00:00,101.06,101.285,101.05,101.12,15631.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,110772.0,7529.979508739797,False,False,False,False,72299.62164716776,False,False,False,False
2023-11-07 16:00:00+00:00,101.08,101.98,100.63,101.93,42753.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,153525.0,9793.468198526776,False,False,False,False,71841.53448984733,False,False,False,False
2023-11-07 20:00:00+00:00,101.87,101.99,101.66,101.7,11863.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,141662.0,11837.941559789926,False,False,False,False,70911.6347303148,False,False,False,False
2023-11-08 16:00:00+00:00,102.73,102.93,99.49,101.845,190066.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,331728.0,16797.477349560624,False,False,False,False,72758.98923061999,False,False,False,False
2023-11-08 20:00:00+00:00,101.85,102.25,101.645,101.74,103111.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,228617.0,20081.50095654418,False,False,False,False,73229.56304099798,False,False,False,False
2023-11-09 16:00:00+00:00,99.955,101.34,99.93,100.295,65957.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,162660.0,22292.020321558997,False,False,False,False,73116.81012563367,False,False,False,False
2023-11-09 20:00:00+00:00,100.29,100.33,99.865,100.05,40958.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,121702.0,23833.260316573585,False,False,False,False,72618.22392213547,False,False,False,False
2023-11-10 16:00:00+00:00,98.84,100.89,98.73,100.635,37663.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,159365.0,25934.527598487173,False,False,False,False,72076.28246597832,False,False,False,False
2023-11-10 20:00:00+00:00,100.69,101.405,100.63,101.22,37137.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,196502.0,28578.98453494474,False,False,False,False,71534.5881641802,False,False,False,False
2023-11-13 16:00:00+00:00,99.59,101.97,99.39,101.5,58041.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,254543.0,32082.302604170403,False,False,False,False,71325.38524690608,False,False,False,False
2023-11-13 20:00:00+00:00,101.465,101.535,100.74,100.755,38011.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,216532.0,34941.9878351135,False,False,False,False,70808.88315005481,False,False,False,False
2023-11-14 16:00:00+00:00,99.26,99.625,98.53,99.56,95586.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,120946.0,36275.383372553595,False,False,False,False,71193.02449656559,False,False,False,False
2023-11-14 20:00:00+00:00,99.55,99.72,99.175,99.185,46749.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74197.0,36863.3154132892,False,False,False,False,70814.04737258783,False,False,False,False
2023-11-15 16:00:00+00:00,98.155,98.155,96.03,96.48,102232.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-28035.0,35857.13998052503,False,False,False,False,71301.14741332289,False,False,False,False
2023-11-15 20:00:00+00:00,96.395,96.71,96.28,96.5,27284.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-751.0,35289.57191881147,False,False,False,False,70618.71101931788,False,False,False,False
2023-11-16 16:00:00+00:00,98.87,99.47,98.16,99.285,72427.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,71676.0,35853.70258673687,False,False,False,False,70646.74650739046,False,False,False,False
2023-11-16 20:00:00+00:00,99.285,99.62,99.175,99.57,18444.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,90120.0,36695.04053112854,False,False,False,False,69837.40160029913,False,False,False,False
2023-11-17 16:00:00+00:00,101.36,101.71,100.95,101.62,83975.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,174095.0,38825.272460878485,False,False,False,False,70056.58917238751,False,False,False,False
2023-11-17 20:00:00+00:00,101.64,101.69,101.335,101.4,20163.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,153932.0,40609.87288784161,False,False,False,False,69283.04515421097,False,False,False,False
2023-11-20 16:00:00+00:00,103.35,103.555,102.745,103.44,18788.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,172720.0,42658.09191283631,False,False,False,False,68500.17623709141,False,False,False,False
2023-11-20 20:00:00+00:00,103.42,103.73,103.415,103.585,29614.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,202334.0,45133.6873870559,False,False,False,False,67897.28978380316,False,False,False,False
2023-11-21 16:00:00+00:00,102.8,103.56,102.775,103.155,16544.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,185790.0,47314.405412062784,False,False,False,False,67101.11474839537,False,False,False,False
2023-11-21 20:00:00+00:00,103.155,103.285,102.885,102.915,11139.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,174651.0,49288.61618086801,False,False,False,False,66233.48506237374,False,False,False,False
2023-11-22 16:00:00+00:00,102.39,103.15,102.37,103.045,11668.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,186319.0,51413.118255583235,False,False,False,False,65387.508549778795,False,False,False,False
2023-11-22 20:00:00+00:00,103.045,103.27,103.045,103.17,5714.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,192033.0,53593.27146092303,False,False,False,False,64462.337874588426,False,False,False,False
2023-11-23 16:00:00+00:00,103.17,103.17,103.17,103.17,0.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,192033.0,55739.62384137384,False,False,False,False,63462.92178350953,False,False,False,False
2023-11-23 20:00:00+00:00,103.17,103.17,103.17,103.17,0.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,192033.0,57852.69944073238,False,False,False,False,62479.00051554814,False,False,False,False
2023-11-24 16:00:00+00:00,105.415,105.665,104.92,105.37,25867.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,217900.0,60334.05293777529,False,False,False,False,61911.372600578405,False,False,False,False
2023-11-24 20:00:00+00:00,105.37,105.37,105.37,105.37,0.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,217900.0,62776.93583796482,False,False,False,False,60951.50635870897,False,False,False,False
2023-11-27 16:00:00+00:00,104.26,104.6,103.71,104.01,34114.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,183786.0,64653.045359856835,False,False,False,False,60535.4209888065,False,False,False,False
2023-11-27 20:00:00+00:00,103.99,104.08,103.815,103.84,9590.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,174196.0,66351.38574187456,False,False,False,False,59745.56950060795,False,False,False,False
2023-11-28 16:00:00+00:00,101.45,101.71,101.04,101.495,120351.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,53845.0,66157.48828851216,False,False,False,False,60685.1885781179,False,False,False,False
2023-11-28 20:00:00+00:00,101.505,101.62,101.235,101.465,49113.0,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4732.0,65205.155136752284,False,False,False,False,60505.77480171297,False,False,False,False
