date,Open,High,Low,Close,Volume,aVWAP_peak_570,aVWAP_peak_547,aVWAP_peak_524,aVWAP_peak_509,aVWAP_peak_497,aVWAP_peak_469,aVWAP_peak_455,aVWAP_peak_381,aVWAP_peak_335,aVWAP_peak_305,aVWAP_peak_267,aVWAP_peak_220,aVWAP_valley_556,aVWAP_valley_527,aVWAP_valley_485,aVWAP_valley_457,aVWAP_valley_421,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,7.965,7.995,7.915,7.98,23703.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23703.0,False,False,False,False
2023-10-31 16:00:00+00:00,8.09,8.105,7.925,8.0,17801.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,17801.0,275.984496124031,False,False,False,False,23611.496124031008,False,False,False,False
2023-11-01 16:00:00+00:00,8.095,8.13,8.02,8.08,46342.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,64143.0,1266.170783005829,False,False,False,False,23963.90703683673,False,False,False,False
2023-11-02 16:00:00+00:00,8.33,8.47,8.3,8.43,90543.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,154686.0,3644.7727863700793,False,False,False,False,24996.141036265617,False,False,False,False
2023-11-03 16:00:00+00:00,8.345,8.355,8.19,8.195,40296.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,114390.0,5361.753053248062,False,False,False,False,25233.348151982427,False,False,False,False
2023-11-06 16:00:00+00:00,8.165,8.23,8.005,8.035,19528.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,94862.0,6749.353781104682,False,False,False,False,25144.89314187417,False,False,False,False
2023-11-06 20:00:00+00:00,8.035,8.035,7.985,7.99,30796.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,64066.0,7637.9839550410425,False,False,False,False,25232.507201690074,False,False,False,False
2023-11-07 16:00:00+00:00,7.35,7.35,7.175,7.18,145931.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-81865.0,6250.340792947382,False,False,False,False,27103.801663679373,False,False,False,False
2023-11-07 20:00:00+00:00,7.185,7.195,7.155,7.17,66319.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-148184.0,3856.0099279404462,False,False,False,False,27711.789234785116,False,False,False,False
2023-11-08 16:00:00+00:00,7.045,7.07,6.91,6.93,53580.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-201764.0,668.1027972747029,False,False,False,False,28112.846766028753,False,False,False,False
