date,Open,High,Low,Close,Volume,aVWAP_OB_bull_834,aVWAP_OB_bull_546,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,90.56,91.05,90.465,90.55,23583.0,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23583.0,False,False,False,False
2024-12-05 16:00:00+00:00,90.57,91.06,90.56,90.98,10886.0,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,10886.0,168.7751937984496,False,False,False,False,23386.147286821706,False,False,False,False
2024-12-05 17:00:00+00:00,90.985,91.05,90.66,90.71,14981.0,,,0.0,0.0,0.0,0.0,,#000000,,,,88.3277657693062,3.3110630772247873,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4095.0,102.67015203413254,False,False,False,False,23255.83492578571,False,False,False,False
2024-12-05 18:00:00+00:00,90.71,90.795,90.59,90.62,11796.0,,,0.0,0.0,0.0,0.0,,#000000,,,,77.78884983385164,3.3110630772247873,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,-15891.0,-145.29372629197803,False,False,False,False,23078.163066471203,False,False,False,False
2024-12-05 19:00:00+00:00,90.62,90.69,90.35,90.42,10254.0,,,0.0,0.0,0.0,0.0,,#000000,,,,66.71101365049064,3.3110630772247873,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-26145.0,-548.3899475897767,False,False,False,False,22879.338832882502,False,False,False,False
2024-12-05 20:00:00+00:00,90.42,90.7,90.27,90.53,32723.0,,,0.0,0.0,0.0,0.0,,#000000,,,,61.019807723265636,3.3110630772247873,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,6578.0,-437.9032817356716,False,False,False,False,23031.953734698276,False,False,False,False
2024-12-06 15:00:00+00:00,90.71,90.72,90.43,90.64,21347.0,,,0.0,0.0,0.0,0.0,,#000000,,,,58.824531391581296,3.3110630772247873,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,27925.0,1.8316528648814483,False,False,False,False,23005.830420982023,False,False,False,False
2024-12-06 16:00:00+00:00,90.64,90.8,90.435,90.465,20592.0,,,0.0,0.0,0.0,0.0,,#000000,,,,54.55731254057702,3.3110630772247873,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,7333.0,115.49317762666624,False,False,False,False,22968.406693524936,False,False,False,False
2024-12-06 17:00:00+00:00,90.465,90.495,90.315,90.33,16962.0,,,0.0,0.0,0.0,0.0,,#000000,,,,49.87081871532129,30.130683856358033,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-9629.0,-35.584235979948744,False,False,False,False,22875.2841091292,False,False,False,False
2024-12-06 18:00:00+00:00,90.33,90.505,90.215,90.22,23257.0,,,0.0,0.0,0.0,0.0,,#000000,,,,45.380485805917104,24.17208514762777,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-32886.0,-544.8930075151433,False,False,False,False,22881.20218495665,False,False,False,False
2024-12-06 19:00:00+00:00,90.22,90.225,89.96,90.02,24397.0,,,0.0,0.0,0.0,0.0,,#000000,,,,40.48168789956402,17.86212472444683,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-57283.0,-1424.5535810420402,False,False,False,False,22904.702926275153,False,False,False,False
2024-12-06 20:00:00+00:00,90.025,90.19,89.98,90.095,42426.0,,,0.0,0.0,0.0,0.0,,#000000,,,,38.35074177943534,14.168215788062767,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-14857.0,-1632.8085642816984,False,False,False,False,23207.358694860035,False,False,False,False
2024-12-09 15:00:00+00:00,89.74,89.82,88.745,88.745,32281.0,,,0.0,0.0,0.0,0.0,,#000000,,,,31.458212374429486,6.047520933057072,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-47138.0,-2338.3154082463234,False,False,False,False,23348.03530424205,False,False,False,False
2024-12-09 16:00:00+00:00,88.745,89.47,88.67,89.03,30195.0,,,0.0,0.0,0.0,0.0,,#000000,,,,29.396040151452496,2.6212673728663987,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-16943.0,-2564.7446267231244,False,False,False,False,23454.18979564915,False,False,False,False
2024-12-09 17:00:00+00:00,89.03,89.07,88.59,88.62,14642.0,,,0.0,0.0,0.0,0.0,,#000000,,,,26.843054192185665,-1.3113936634547514,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-31585.0,-3014.67106661889,False,False,False,False,23317.566698042185,False,False,False,False
2024-12-09 18:00:00+00:00,88.6,88.89,88.53,88.62,17124.0,,,0.0,0.0,0.0,0.0,88.68,#000000,,88.68,,25.019492792709357,-4.547920198272408,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-31585.0,-3457.6219027953416,False,False,False,False,23221.542408150057,False,False,False,False
2024-12-09 19:00:00+00:00,88.58,88.87,88.57,88.81,17892.0,,,0.0,0.0,0.0,0.0,88.71576764907472,#000000,,88.71576764907472,,25.544270954575904,-5.5282081727100945,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-13693.0,-3616.3099353101425,False,False,False,False,23138.913843682614,False,False,False,False
2024-12-09 20:00:00+00:00,88.81,88.87,88.625,88.74,41281.0,,,0.0,0.0,0.0,0.0,88.7315840072349,#000000,,88.7315840072349,,25.676960408976047,-6.955410549341053,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-54974.0,-4412.553192127039,False,False,False,False,23420.18649726893,False,False,False,False
2024-12-10 15:00:00+00:00,89.09,89.49,88.8,89.43,29497.0,,,0.0,0.0,0.0,0.0,88.87333823279204,#000000,,88.87333823279204,,31.161344093293117,-6.955410549341053,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-25477.0,-4739.133762791736,False,False,False,False,23514.40066010197,False,False,False,False
