date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_836,aVWAP_peak_815,aVWAP_peak_726,aVWAP_peak_702,aVWAP_peak_673,aVWAP_peak_636,aVWAP_peak_594,aVWAP_peak_552,aVWAP_peak_532,aVWAP_peak_516,aVWAP_peak_498,aVWAP_peak_470,aVWAP_peak_442,aVWAP_peak_407,aVWAP_peak_394,aVWAP_peak_347,aVWAP_peak_330,aVWAP_peak_311,aVWAP_peak_287,aVWAP_peak_263,aVWAP_valley_870,aVWAP_valley_848,aVWAP_valley_828,aVWAP_valley_809,aVWAP_valley_799,aVWAP_valley_798,aVWAP_valley_797,aVWAP_valley_766,aVWAP_valley_710,aVWAP_valley_689,aVWAP_valley_639,aVWAP_valley_619,aVWAP_valley_606,aVWAP_valley_564,aVWAP_valley_544,aVWAP_valley_527,aVWAP_valley_480,aVWAP_valley_414,aVWAP_valley_384,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,991.61,1000.69,989.26,1000.35,16260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,1000.14,1005.08,998.42,1004.99,6283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,1005.03,1007.98,1004.34,1007.31,7243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,1007.55,1007.555,1002.15,1002.945,8717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,1003.06,1003.06,995.75,996.84,6308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,996.69,997.08,992.01,992.82,15321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,985.495,993.13,985.11,990.24,6417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,990.68,993.58,989.23,993.58,5404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,992.79,992.79,985.36,986.385,5334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,986.12,988.06,983.94,986.55,4421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 19:00:00+00:00,986.55,986.57,982.365,982.6,6117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 20:00:00+00:00,982.54,983.91,980.97,981.945,15698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 15:00:00+00:00,980.27,982.03,978.87,980.47,8932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 16:00:00+00:00,980.37,980.89,977.82,977.82,4817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 17:00:00+00:00,977.6,977.6,974.78,976.335,6112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 18:00:00+00:00,976.34,979.835,975.255,979.41,3737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 19:00:00+00:00,979.1,979.1,972.2,973.53,8710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 20:00:00+00:00,973.28,976.96,964.03,964.205,18052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
