date,Close,High,Low,Open,Volume,aVWAP_peak_238,aVWAP_peak_219,aVWAP_peak_218,aVWAP_peak_184,aVWAP_peak_167,aVWAP_peak_66,aVWAP_peak_43,aVWAP_peak_38,aVWAP_peak_27,aVWAP_valley_230,aVWAP_valley_202,aVWAP_valley_177,aVWAP_valley_153,aVWAP_valley_89,aVWAP_valley_55,aVWAP_valley_34,aVWAP_valley_14,aVWAP_OB_bull_202,aVWAP_OB_bull_177,aVWAP_OB_bull_89,aVWAP_OB_bull_55,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2024-08-28 00:00:00+00:00,3.24,3.34,3.24,3.34,614,,,,,,,,,,,,,,,,,3.095895042725704,,,,,3.095895042725704,,3.095895042725704,#000000,,3.095895042725704,
2024-08-29 00:00:00+00:00,3.43,3.49,3.43,3.4661,1825,,,,,,,,,3.45,,,,,,,,3.1045065446049427,,,,,3.277253272302471,3.45,3.1045065446049427,#000000,,3.277253272302471,
2024-08-30 00:00:00+00:00,3.43,3.43,3.43,3.43,31,,,,,,,,,3.449665948275862,,,,,,,,3.1046409474969474,,,,,3.2771534478864046,3.449665948275862,3.1046409474969474,#000000,,3.2771534478864046,
2024-09-03 00:00:00+00:00,3.1705,3.249,3.13,3.23,10877,,,,,,,,,3.2220123956124507,,,,,,,,3.1145781711497884,,,,,3.1682952833811195,3.2220123956124507,3.1145781711497884,#000000,,3.1682952833811195,
2024-09-04 00:00:00+00:00,3.19,3.22,3.19,3.19,602,,,,,,,,,3.2210186601674793,,,,,,,,3.1151722966779887,,,,,3.168095478422734,3.2210186601674793,3.1151722966779887,#000000,,3.168095478422734,
2024-09-05 00:00:00+00:00,3.31,3.3101,3.31,3.31,2325,,,,,,,,,3.234234440187314,,,,,,,,3.120269697753875,,,,,3.1772520689705948,3.234234440187314,3.120269697753875,#000000,,3.1772520689705948,
2024-09-06 00:00:00+00:00,3.26,3.26,3.26,3.26,1301,,,,,,,,,3.2362107973193406,,,,,,,,3.1222855452058846,,,,,3.1792481712626124,3.2362107973193406,3.1222855452058846,#000000,,3.1792481712626124,
2024-09-09 00:00:00+00:00,3.13,3.2587,3.13,3.2587,3853,,,,,,,,,3.2244909692194357,,,,,,,,3.124359471320352,,,,,3.174425220269894,3.2244909692194357,3.124359471320352,#000000,,3.174425220269894,
2024-09-10 00:00:00+00:00,3.1,3.1,3.09,3.09,13127,,,,,,,,,3.175053721654243,,,,,,,3.0966666666666662,3.1209671285927585,,,,,3.1308958389712225,3.175053721654243,3.1088168976297124,#000000,,3.1308958389712225,
2024-09-11 00:00:00+00:00,3.2237,3.23,3.155,3.155,34428,,,,,,,,,3.189076036897814,,,,,,,3.173575534293624,3.1408896142328446,,,,,3.1678470618080943,3.189076036897814,3.1572325742632343,#000000,,3.1678470618080943,
2024-09-12 00:00:00+00:00,3.34,3.34,3.31,3.31,6070,,,,,,,,,3.2005674386634246,,,,,,,3.1912817628593624,3.1486636599439244,,,,,3.180170953822237,3.2005674386634246,3.1699727114016434,#000000,,3.180170953822237,
2024-09-13 00:00:00+00:00,3.48,3.49,3.43,3.46,3380,,,,,,,,,3.2121252252020716,,,,,,,3.207610172207116,3.1557800820544055,,,,,3.191838493154531,3.2121252252020716,3.1816951271307605,#000000,,3.191838493154531,
2024-09-16 00:00:00+00:00,3.6,3.63,3.46,3.5,10899,,,,,,,,3.563333333333333,3.255271116346176,,,,,,,3.264705876924285,3.1832100263271106,,,,,3.316630088232726,3.409302224839754,3.2239579516256978,#000000,,3.316630088232726,
2024-09-17 00:00:00+00:00,3.45,3.51,3.45,3.461,11909,,,,,,,,3.5146001403016487,3.2806838413149553,,,,,,,3.2953380760861846,3.20285604519709,,,,,3.32336952572497,3.397641990808302,3.2490970606416374,#000000,,3.32336952572497,
2024-09-18 00:00:00+00:00,3.4393,3.5,3.35,3.5,10713,,,,,,,,3.4874881507114943,3.295028410274834,,,,,,,3.311246582933816,3.216027407676317,,,,,3.327447637899115,3.3912582804931644,3.263636995305067,#000000,,3.327447637899115,
2024-09-19 00:00:00+00:00,3.47,3.48,3.46,3.48,2294,,,,,,,,3.4863680106100796,3.2985606702219403,,,,,,,3.3151700944480353,3.219145436965601,,,,,3.3298110530614142,3.39246434041601,3.267157765706818,#000000,,3.3298110530614142,
2024-09-20 00:00:00+00:00,3.385,3.51,3.34,3.49,7026,,,,,,,,3.4741168576830606,3.305146802585778,,,,,,,3.3219604006837193,3.2261222325952446,,,,,3.3318365733869504,3.3896318301344195,3.274041316639482,#000000,,3.3318365733869504,
2024-09-23 00:00:00+00:00,3.42,3.63,3.41,3.63,2703,,,,,,,3.486666666666667,3.4748616788160898,3.309124074479382,,,,,,,3.326301750057696,3.2297047152502945,,,,,3.3653317770540254,3.423550806654046,3.278003232653995,#000000,,3.3653317770540254,
2024-09-24 00:00:00+00:00,3.42,3.61,3.41,3.42,7129,,,,,,,3.4818327908869,3.4755571222447927,3.3184593170462557,,,,,,,3.336292038208817,3.238463962836241,,,,,3.370121046244601,3.4252830767259823,3.287378000522529,#000000,,3.370121046244601,
2024-09-25 00:00:00+00:00,3.4,3.45,3.4,3.45,2851,,,,,,,3.467184157270887,3.4725332642941185,3.3205590834664487,,,,,,,3.3383283849792793,3.2409235435365655,,,,,3.3679056867094603,3.420092168343818,3.2896259642579224,#000000,,3.3679056867094603,
2024-09-26 00:00:00+00:00,3.31,3.46,3.31,3.4152,2751,,,,,,,3.4480793486242494,3.4672208831688827,3.3213563409604148,,,,,,,3.3388455485195463,3.2424885649720756,,,,,3.363598137249034,3.412218857584516,3.2906670567458107,#000000,,3.363598137249034,
2024-09-27 00:00:00+00:00,3.25,3.4089,3.25,3.3268,3842,,,,,,,3.4191561838555713,3.457061591834763,3.320851444946261,,,,,,,3.337688359552951,3.243578649026921,,,,,3.3556672458432937,3.3990230735455316,3.2906335042899357,#000000,,3.3556672458432937,
2024-09-30 00:00:00+00:00,3.2,3.36,3.03,3.17,4469,,,,,,,3.3772818670597315,3.4395848711941444,3.3170082139353436,,,,,,,3.3325890728289274,3.2426152918183044,,,,,3.34181586336729,3.377958317396407,3.287602182323616,#000000,,3.34181586336729,
2024-10-01 00:00:00+00:00,3.3667,3.47,3.3667,3.47,2548,,,,,,,3.379593263099177,3.4381677028186806,3.318466849037901,,,,,,,3.333973662652576,3.2444497847137694,,,,,3.342930252464421,3.3787426049852525,3.289211723683173,#000000,,3.342930252464421,
2024-10-02 00:00:00+00:00,3.3078,3.4,3.27,3.4,4308,,,,,,,3.3720390335827806,3.4315841993228213,3.318679498791272,,,,,,,3.3337081315272354,3.2460135370634355,,,,,3.340404880057509,3.374100910565625,3.2898608342953355,#000000,,3.340404880057509,
2024-10-03 00:00:00+00:00,3.15,3.242,3.0601,3.24,4296,,,,,,,3.3447910613137712,3.416061822617853,3.314040428053168,,,,,,,3.327873298303684,3.244223721019688,,,,,3.329398066261633,3.3582977706615975,3.286048509661686,#000000,,3.329398066261633,
2024-10-04 00:00:00+00:00,3.2,3.2787,3.07,3.07,625,,,,,,,3.341942631796258,3.414202193211932,3.3135156379523036,,,,,,,3.3272039502196478,3.244056645350282,,,,,3.328184211706085,3.356553487653498,3.285630297784965,#000000,,3.328184211706085,
2024-10-07 00:00:00+00:00,3.2027,3.2027,3.12,3.12,730,,,,,,,3.338583622972526,3.4119956734477133,3.3128718434536557,,,,,,,3.3263882765850097,3.2438380132764966,,,,,3.32673548594708,3.354483713291298,3.285113144930753,#000000,,3.32673548594708,
2024-10-08 00:00:00+00:00,3.35,3.35,3.224,3.33,2606,,,,,,,3.3365325415615836,3.4086784636286853,3.312792253538786,,,,,,,3.3260427937670625,3.244556447119854,,,,,3.3257204999231944,3.352667752909685,3.285299620443458,#000000,,3.3257204999231944,
2024-10-09 00:00:00+00:00,3.24,3.3999,2.99,3.22,14109,,,,,,,3.3028187588498503,3.3794155133183033,3.304436604905919,,,,,,3.2099666666666673,3.3153256553216455,3.2425793957906284,,,,3.2099666666666673,3.292423765808836,3.328890292358024,3.255957239259647,#000000,,3.292423765808836,
2024-10-10 00:00:00+00:00,3.15,3.31,3.09,3.09,8854,,,,,,,3.285706063203982,3.3628277200257335,3.2985606596485844,,,,,,3.1996974712944013,3.3080968453673285,3.24052791109373,,,,3.1996974712944013,3.282569445105626,3.3156981476260996,3.2494407425851537,#000000,,3.282569445105626,
2024-10-11 00:00:00+00:00,3.19,3.28,3.19,3.28,860,,,,,,,3.284804558531826,3.3616636799277244,3.298192154146281,,,,,,3.2004303838027677,3.307630687208894,3.2404591006652113,,,,3.2004303838027677,3.2821967607137843,3.314886797535277,3.249506723892291,#000000,,3.2821967607137843,
2024-10-14 00:00:00+00:00,3.3598,3.41,3.17,3.17,2812,,,,,,,3.2860266043699333,3.3604074501079992,3.298419867528323,,,,,,3.212343116200488,3.307726541025811,3.241248449074431,,,,3.212343116200488,3.284362004717831,3.3149513073354187,3.253772702100244,#000000,,3.284362004717831,
2024-10-15 00:00:00+00:00,3.25,3.29,3.18,3.21,9360,,,,,,,3.280271203558976,3.350831654120006,3.2956230716116064,,,,,,3.2195349048478956,3.304097897335798,3.2412049652937998,,,,3.2195349048478956,3.28192728279468,3.308908643096863,3.2549459224924977,#000000,,3.28192728279468,
2024-10-16 00:00:00+00:00,3.41,3.41,3.25,3.25,444,,,,,,,3.2807216808106565,3.350853583944201,3.2957613843853495,,,,,,3.2212058206866274,3.3042311629163974,3.241395416877186,,,,3.2212058206866274,3.28236150827007,3.309112216380069,3.2556108001600705,#000000,,3.28236150827007,
2024-10-17 00:00:00+00:00,3.26,3.4,3.17,3.4,2730,,,,,,,3.2805798044266727,3.349177951980673,3.29549901906013,,,,,,3.2250713293676125,3.303808102222747,3.2417495484959264,,,,3.2250713293676125,3.2826476259256268,3.308418925155825,3.2568763266954286,#000000,,3.2826476259256268,
2024-10-18 00:00:00+00:00,3.4,3.4712,3.4,3.4712,685,,,,,,,3.2818256140529187,3.349598101514017,3.29593960502645,,,,,,3.228485879292752,3.3042681700063845,3.2422068596052944,,,,3.228485879292752,3.2837207049163024,3.309121106864462,3.258320302968144,#000000,,3.2837207049163024,
2024-10-21 00:00:00+00:00,3.6,3.6,3.4,3.6,14441,,,,,,,3.3208154799093967,3.3691086717061047,3.3119732551341596,,,,,,3.309567048531173,3.321407792613779,3.256853858570938,,,,3.309567048531173,3.314954351077592,3.333965802249887,3.2959428999052967,#000000,,3.314954351077592,
2024-10-22 00:00:00+00:00,3.59,3.69,3.55,3.69,3242,,,,,,,3.330541463768868,3.374717635525295,3.316424673930571,,,,,,3.326495349079723,3.326175480998704,3.260798062290572,,,,3.326495349079723,3.322525444265622,3.340561257741578,3.3044896307896665,#000000,,3.322525444265622,
2024-10-23 00:00:00+00:00,3.8,3.94,3.715,3.75,30547,,,,,,,3.447922458550624,3.4545320381506586,3.3783458370018553,,,,,,3.4970617959372112,3.392466227930931,3.3138838326252547,,,,3.4970617959372112,3.4140353650327557,3.4269334445677124,3.4011372854977986,#000000,,3.4140353650327557,
2024-10-24 00:00:00+00:00,3.86,4.04,3.71,3.95,4974,,,,,,3.87,3.4638372353113596,3.466357244821857,3.3880280229845012,,,,,,3.5169955429230515,3.402714901062297,3.322374207911928,,,,3.5169955429230515,3.4900438792878563,3.5470556257794295,3.414028217299092,#000000,,3.4900438792878563,
2024-10-25 00:00:00+00:00,3.6,3.75,3.6,3.7,25849,,,,,,3.685502060149888,3.494339065910267,3.49002045319349,3.4123495229714766,,,,,,3.5459091662671947,3.427527787633292,3.3464576533842942,,,,3.5459091662671947,3.486015101358557,3.5205527755562804,3.439964869094927,#000000,,3.486015101358557,
2024-10-28 00:00:00+00:00,3.63,3.76,3.564,3.65,17459,,,,,,3.6731464866133687,3.5099816885814725,3.5029356921101504,3.426451057171054,,,,,,3.559406669551061,3.441732975485028,3.3608786266525423,,,,3.559406669551061,3.4963618851663827,3.5281287311190113,3.4540060905628773,#000000,,3.4963618851663827,
2024-10-29 00:00:00+00:00,3.7668,3.7668,3.6,3.63,2536,,,,,,3.6750454930667615,3.512852354860486,3.5053298711247907,3.428870879297634,,,,,,3.5621780327137116,3.4441946239154295,3.3632691588701222,,,,3.5621780327137116,3.498820059121276,3.5305246495874183,3.456547271833088,#000000,,3.498820059121276,
2024-10-30 00:00:00+00:00,3.7066,3.84,3.53,3.76,14216,,,,,,3.6787953542249694,3.5261332135266907,3.5166431310339537,3.4408448259317543,,,,,,3.574249717864653,3.4562761134070312,3.375387910311732,,,,3.574249717864653,3.5097614666143984,3.540604131179342,3.468637913861139,#000000,,3.5097614666143984,
2024-10-31 00:00:00+00:00,3.66,3.66,3.51,3.59,17369,,,,,,3.664294589598275,3.5330914987222046,3.523072970347283,3.449747891698611,,,,,,3.5778919114067342,3.4649116499725627,3.385493899503337,,,,3.5778919114067342,3.514072058749858,3.542551737591593,3.4760991536275445,#000000,,3.514072058749858,
2024-11-01 00:00:00+00:00,3.82,3.84,3.7,3.7,2136,,,,,,3.6673864969619543,3.5356526581584156,3.5252868414844167,3.4519146175871094,,,,,,3.580475245477137,3.467119196107844,3.387607835339781,,,,3.580475245477137,3.5164918415880946,3.545060153547974,3.478400758974921,#000000,,3.5164918415880946,
2024-11-04 00:00:00+00:00,3.74,3.99,3.68,3.99,3287,,,,,,3.6724744806017955,3.5397494806799266,3.5288346166735884,3.455358317333874,,,,,,3.5846395029655307,3.470631868363561,3.390951772067335,,,,3.5846395029655307,3.520377148383659,3.5491042238222965,3.482074381132142,#000000,,3.520377148383659,
2024-11-05 00:00:00+00:00,3.764,3.94,3.75,3.94,6574,,,,,,3.6826088531073444,3.5480137003671537,3.536030284941372,3.4623290555805717,,,,,,3.593046332646514,3.4777417171044163,3.3977130270386136,,,,3.593046332646514,3.5282118529694264,3.5572454734991106,3.4895003589298477,"rgba(38, 166, 154, 0.5)",0.34138274083576636,3.5282118529694264,0.6906856112682251
2024-11-06 00:00:00+00:00,3.75,3.755,3.61,3.64,5221,,,,,,3.683782342411071,3.5516313496319634,3.5393048869603514,3.46597796420936,,,,,,3.5961603152109243,3.481376774639588,3.4015288810347206,,,,3.5961603152109243,3.5313946448711397,3.5601741358031864,3.493021990295078,"rgba(38, 166, 154, 0.5)",0.34000935741230326,3.5313946448711397,0.6429392320040601
2024-11-07 00:00:00+00:00,3.82,3.9,3.75,3.8,5664,,,,,,3.6912897443447146,3.5582581416745964,3.5451533939486475,3.471713683605989,,,,,,3.60281447370916,3.487209353465453,3.4071357028532807,,,,3.60281447370916,3.5376534990859776,3.5666037408934868,3.4990531766759645,"rgba(38, 166, 154, 0.5)",0.3389793932879598,3.5376534990859776,0.8329311648574802
2024-11-08 00:00:00+00:00,3.74,3.785,3.74,3.7612,9256,,,,,,3.69643813772652,3.56579922175336,3.551984826348344,3.478954188446737,,,,,,3.6097663761464114,3.494471174829368,3.414531460715451,,,,3.6097663761464114,3.5445636265665987,3.57329409356874,3.50625633723041,"rgba(38, 166, 154, 0.5)",0.33364320462552843,3.5445636265665987,0.5857645854131921
2024-11-11 00:00:00+00:00,3.75,3.8001,3.6,3.65,2270,,,,,,3.6968318885493088,3.5672045163204826,3.5532894714008894,3.4804351537038105,,,,,,3.610951077218412,3.495939338104399,3.4160988108730628,,,,3.610951077218412,3.545821465167195,3.574440257493623,3.5076630753986247,"rgba(38, 166, 154, 0.5)",0.33079756291791484,3.545821465167195,0.617231073384511
2024-11-12 00:00:00+00:00,3.62,3.75,3.56,3.75,7344,,,,,,3.6936673491468994,3.56943110617278,3.5555392047529293,3.4836531811550735,,,,,,3.61207158423601,3.4990237748960182,3.419849148718133,,,,3.61207158423601,3.547605049868263,3.5755727103069206,3.510314835950054,#000000,0.3270249491432749,3.547605049868263,0.22137439458791727
2024-11-13 00:00:00+00:00,3.46,3.62,3.35,3.53,17916,,,,,,3.666302269522516,3.5632530861581655,3.551007980550727,3.483331962098135,,,,,,3.6015312331544678,3.4979378587301198,3.4220482419225218,,,,3.6015312331544678,3.540773233162379,3.565973824582386,3.5071724446023698,#000000,0.31780258118115523,3.540773233162379,-0.2541616649624889
2024-11-14 00:00:00+00:00,3.46,3.636,3.4319,3.5453,5752,,,,,,3.660193091287103,3.5621236186074157,3.5502526286237237,3.4837097028935107,,,,,,3.5992824060611452,3.498112319801963,3.4231191445958977,,,,3.5992824060611452,3.539541844552965,3.564069760352938,3.5068379568196684,#000000,0.30936610672921516,3.539541844552965,-0.25711234302271946
2024-11-15 00:00:00+00:00,3.48,3.63,3.47,3.515,23807,,,,,,3.6416714832294277,3.559296415604946,3.548607960739631,3.486149107415464,,,,,,3.592625995903185,3.499818551287006,3.4281250352488537,,,,3.592625995903185,3.536613507061216,3.5589312417473673,3.5068565274796817,#000000,0.30240233904429176,3.536613507061216,-0.18721253030031682
2024-11-18 00:00:00+00:00,3.41,3.67,3.41,3.57,17620,,,,,,3.628170902686042,3.5558063330718883,3.546058875832211,3.4865733229255365,,,,,,3.586529363751529,3.499685062983028,3.4304927517933774,,,,3.586529363751529,3.533330944720516,3.5541523586289197,3.505569059509311,#000000,0.29224921111646734,3.533330944720516,-0.42200608258054745
2024-11-19 00:00:00+00:00,3.48,3.6,3.47,3.49,4455,,,,,,3.6256064290200736,3.5552625350203386,3.5456986375524537,3.4868771156285,,,,,,3.5854248553586783,3.499864978093174,3.4312388847210826,,,,3.5854248553586783,3.532853347913471,3.5533611793053415,3.505509572724312,#000000,0.27812136820505456,3.532853347913471,-0.1900369908812732
2024-11-20 00:00:00+00:00,3.5,3.5,3.5,3.5,629,,,,,,3.6251998792456974,3.5551543410235014,3.545619694676893,3.486895793206859,,,,,,3.5852345975350954,3.4998651797657994,3.4313228414748953,,,,3.5852345975350954,3.5327560467041055,3.5532174270382377,3.505474206258597,#000000,0.26766819777646383,3.5327560467041055,-0.1223755641357919
2024-11-21 00:00:00+00:00,3.45,3.58,3.45,3.5564,804,,,,,,3.6246565678306295,3.5550000188358992,3.5455044964983276,3.486907483549411,,,,,,3.5849737116702327,3.4998527330226934,3.4314194701516976,,,,3.5849737116702327,3.5326163545084133,3.5530171416785667,3.5054153049482077,#000000,0.25457105620918236,3.5326163545084133,-0.32453160912577117
2024-11-22 00:00:00+00:00,3.45,3.55,3.41,3.44,6230,,,,,,3.61987174393813,3.5533870612124714,3.5442371066403333,3.4866728718325644,,,,,,3.5824990829797914,3.4994183527343607,3.4318797569462394,,,,3.5824990829797914,3.5311379966119847,3.5510421959058744,3.5045990642201303,#000000,0.24116179515304792,3.5311379966119847,-0.336446312155257
2024-11-25 00:00:00+00:00,3.41,3.42,3.41,3.41,11335,,,,,,3.6088652565627504,3.5487130368472957,3.5403577639443,3.4848668873898823,,,,,,3.576124160618644,3.4971981168366733,3.4314857283521136,,,,3.576124160618644,3.5268015643645225,3.545700736186057,3.5016026686024766,"rgba(239, 83, 80, 0.5)",0.22407471143863045,3.5268015643645225,-0.5212616971126257
2024-11-26 00:00:00+00:00,3.6188,3.6188,3.315,3.315,15247,,,,,,3.6027562948014915,3.5473734830126715,3.5394827948229914,3.4859142287979714,,,,,3.5175333333333336,3.5732974573410874,3.4978799403172807,3.433876466625726,,,3.5175333333333336,3.5732974573410874,3.5247642498815694,3.5438817003587815,3.505646799404357,#000000,0.216196826263675,3.5247642498815694,0.434954350364717
2024-11-27 00:00:00+00:00,3.52,3.6164,3.455,3.6164,9826,,,,,,3.5997689542538636,3.5469179903377395,3.5392654214481816,3.4868161490632033,,,,,3.522601850596259,3.572005935371018,3.498569182645806,3.43557553644816,,,3.522601850596259,3.572005935371018,3.525190127520529,3.5431921287757473,3.507188126265311,#000000,0.213669599982674,3.525190127520529,-0.024290434956352747
2024-11-29 00:00:00+00:00,3.53,3.6,3.53,3.6,4505,,,,,,3.5989055251271598,3.546996265851982,3.5394192226612033,3.487427845968662,,,,,3.5272825365699734,3.5717513076950236,3.499095144708631,3.4365176373019444,,,3.5272825365699734,3.5717513076950236,3.525924435735573,3.543187214902252,3.508661656568893,#000000,0.2072502624608453,3.525924435735573,0.0196649413903492
2024-12-02 00:00:00+00:00,3.5474,3.5474,3.35,3.3798,1919,,,,,,3.5979837016107017,3.546658132646443,3.539151204195984,3.4874051058488296,,,,,3.5244992623636118,3.5712306676417356,3.499023862249851,3.436670752060542,,,3.5244992623636118,3.5712306676417356,3.5253278360772122,3.5427995360754894,3.507856136078935,#000000,0.20542353456055254,3.5253278360772122,0.10744710419867537
2024-12-03 00:00:00+00:00,3.6,3.6,3.42,3.42,3965,,,,,,3.5970572801697793,3.546587754071948,3.539159256574182,3.4878257444861522,,,,,3.5262323971199216,3.5708624000864435,3.499365939015719,3.437390805749174,,,3.5262323971199216,3.5708624000864435,3.525560197159165,3.5426575088255152,3.508462885492815,#000000,0.20447265966713132,3.525560197159165,0.36405748798894877
2024-12-04 00:00:00+00:00,3.64,3.66,3.5,3.64,14676,,,,,,3.597221589985327,3.548598816948575,3.541223170620831,3.491050922172831,,,,,3.5478250681452526,3.5720809607940915,3.502382315658045,3.4414795635144992,,,3.5478250681452526,3.5720809607940915,3.530232800979932,3.544523624931891,3.515941977027972,"rgba(38, 166, 154, 0.5)",0.2045820347981741,3.530232800979932,0.536543685902609
2024-12-05 00:00:00+00:00,3.5,3.64,3.48,3.64,4799,,,,,,3.596195560952523,3.548494236094567,3.541209751125721,3.491506837304929,,,,,3.547141512399051,3.5716481630889865,3.5027474391283118,3.442283014507333,,,3.547141512399051,3.5716481630889865,3.5301533143251778,3.5443515963694345,3.51595503228092,#000000,0.20202567335735983,3.5301533143251778,-0.1492548636224074
2024-12-06 00:00:00+00:00,3.43,3.54,3.43,3.51,5282,,,,,,3.593688721563914,3.5474133355340807,3.5403203629956734,3.4912547724984817,,,,,3.5400828077517064,3.570112143565481,3.5023660606485087,3.4424999340343096,,,3.5400828077517064,3.570112143565481,3.52846726732402,3.5431692981480376,3.513765236500001,#000000,0.20020764088882675,3.52846726732402,-0.4918257209708471
2024-12-09 00:00:00+00:00,3.43,3.51,3.43,3.5,43309,,,,,,3.5749230465493054,3.538545133992067,3.5328659317769984,3.488597999525864,,,,,3.505187227287948,3.557960207181694,3.4987212617483605,3.443463037554234,,,3.505187227287948,3.557960207181694,3.5175329807020588,3.5337330279610586,3.5013329334430594,#000000,0.19439049593977287,3.5175329807020588,-0.45029454901529015
2024-12-10 00:00:00+00:00,3.57,3.66,3.53,3.53,9169,,,,,,3.575253953902889,3.5395205604019373,3.5338621269981663,3.4901672638722605,,,,,3.5118163742897623,3.5585967723861947,3.5001815821785325,3.445494902930524,,,3.5118163742897623,3.5585967723861947,3.5193616921200332,3.5347009762938133,3.5040224079462536,#000000,0.1940500298915206,3.5193616921200332,0.2609549089390753
