date,Open,High,Low,Close,Volume,aVWAP_peak_433,aVWAP_peak_412,aVWAP_peak_396,aVWAP_peak_358,aVWAP_peak_334,aVWAP_peak_311,aVWAP_peak_272,aVWAP_peak_259,aVWAP_peak_243,aVWAP_peak_225,aVWAP_peak_206,aVWAP_peak_189,aVWAP_peak_134,aVWAP_peak_100,aVWAP_peak_84,aVWAP_peak_58,aVWAP_peak_41,aVWAP_peak_25,aVWAP_valley_416,aVWAP_valley_369,aVWAP_valley_347,aVWAP_valley_307,aVWAP_valley_290,aVWAP_valley_234,aVWAP_valley_216,aVWAP_valley_192,aVWAP_valley_157,aVWAP_valley_113,aVWAP_valley_68,aVWAP_valley_50,aVWAP_OB_bull_416,aVWAP_OB_bear_358,aVWAP_OB_bear_1,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,11.27,11.345,10.935,10.95,237466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,237466.0,False,False,False,False
2023-11-10 17:00:00+00:00,10.945,11.055,10.915,10.96,353390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.976666666666665,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,353390.0,5478.914728682171,False,False,False,False,239263.27131782944,False,False,False,False
2023-11-13 17:00:00+00:00,10.905,10.96,10.82,10.85,132059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.949463191121346,,,,#000000,,,,69.15887850467324,-57.94392523364367,False,False,True,False,True,,,,1.0,10.96,10.82,0.0,0,,,False,False,False,False,,,False,False,False,False,221331.0,8825.45868637702,False,False,False,False,237601.18959197163,False,False,False,False
2023-11-14 17:00:00+00:00,11.955,11.99,11.82,11.915,262352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.285864853528324,,,,#000000,,,,76.65517640710527,-48.11314497192217,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,483683.0,16187.591109844041,False,False,False,False,237984.92308666976,False,False,False,False
2023-11-15 17:00:00+00:00,12.105,12.21,12.035,12.195,162431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.439475031274078,,,,#000000,,,,82.24299999352417,-38.5993021790388,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,646114.0,25953.892022869717,False,False,False,False,236813.54443416325,False,False,False,False
2023-11-16 17:00:00+00:00,12.02,12.12,11.98,12.085,134554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.519604716500156,,,,#000000,,,,83.30022687842825,-32.301453603585344,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,511560.0,33482.6688907322,False,False,False,False,235228.12514061033,False,False,False,False
2023-11-17 17:00:00+00:00,12.245,12.355,12.235,12.32,184359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.637155879357874,,,,#000000,,,,84.83523085317202,-24.94188492508382,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,695919.0,43752.99960560457,False,False,False,False,234439.45653377916,False,False,False,False
2023-11-20 17:00:00+00:00,12.285,12.33,12.195,12.255,76442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.673623345922817,,,,#000000,,,,84.38017922300983,-19.323635676727022,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,619477.0,52678.95310009132,False,False,False,False,231989.8835642632,False,False,False,False
2023-11-21 17:00:00+00:00,12.125,12.155,11.99,12.015,104727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70181982404864,,,,#000000,,,,79.25599080497012,-18.925177778329072,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,514750.0,59842.8453000899,False,False,False,False,230016.81560202656,False,False,False,False
2023-11-22 17:00:00+00:00,12.085,12.085,11.935,12.025,60411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.714683906463366,,,,#000000,,,,75.92309395812245,-17.12962392400945,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,575161.0,67832.27405512726,False,False,False,False,227387.26807331294,False,False,False,False
