date,Open,High,Low,Close,Volume,aVWAP_peak_321,aVWAP_peak_320,aVWAP_valley_417,aVWAP_valley_363,aVWAP_OB_bear_321,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,32.505,32.505,32.505,32.505,7.0,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7.0,False,False,False,False
2023-11-17 17:00:00+00:00,32.505,32.93,32.505,32.87,225.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,225.0,3.488372093023256,False,False,False,False,10.379844961240309,False,False,False,False
2023-11-20 17:00:00+00:00,33.445,33.52,33.445,33.52,58.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,283.0,7.821885703984135,False,False,False,False,11.11814193858542,False,False,False,False
2023-11-21 17:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,283.0,12.088213057410737,False,False,False,False,10.94576764496394,False,False,False,False
2023-11-22 17:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,89.78915886002416,40.81024297402175,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,283.0,16.288395800706695,False,False,False,False,10.776065821011011,False,False,False,False
2023-11-23 17:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.9819314333736,35.29638875843479,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,283.0,20.423459431703492,False,False,False,False,10.608995033088359,False,False,False,False
2023-11-24 17:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.44377981560656,31.947232864522718,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,283.0,24.494413549041422,False,False,False,False,10.444514489939701,False,False,False,False
2023-11-27 17:00:00+00:00,33.18,33.435,33.18,33.435,65.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.93517773447024,31.947232864522718,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,348.0,29.510004036653182,False,False,False,False,11.29033597071583,False,False,False,False
2023-11-28 17:00:00+00:00,33.435,33.435,33.435,33.435,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.59610968037936,31.947232864522718,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,348.0,34.44783343143375,False,False,False,False,11.1152920021776,False,False,False,False
2023-11-29 17:00:00+00:00,34.21,34.21,34.21,34.21,0.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.11460230082656,31.947232864522718,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,348.0,39.3091073317216,False,False,False,False,10.942961893616706,False,False,False,False
