date,Close,High,Low,Open,Volume,aVWAP_peak_159,aVWAP_peak_128,aVWAP_peak_111,aVWAP_peak_56,aVWAP_valley_171,aVWAP_valley_148,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,7.7,8.2,7.08,8.18,220436,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,6.9,7.65,6.9,7.65,199764,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,6.8,7.35,6.5,6.9,210186,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,6.12,6.9,6.0,6.64,117743,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,5.97,6.25,5.3401,6.05,216817,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,6.39,6.8,5.91,6.24,134573,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,6.84,7.48,6.14,6.4,183725,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,6.36,7.19,6.25,6.8,93668,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,6.38,6.66,5.9,6.66,63282,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,5.65,6.76,5.5201,6.46,121560,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,5.58,6.4623,5.4019,5.75,93664,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,6.61,6.61,5.5,6.08,130995,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,6.93,7.05,5.73,6.79,125818,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,5.1,6.23,5.1,5.85,594247,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,5.1,5.4522,4.93,5.0,213573,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,4.79,5.35,4.29,5.2,95415,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,4.04,4.75,3.89,4.7,604639,,,,,,,,,#000000
2022-04-29 00:00:00+00:00,3.81,4.0407,3.43,3.94,255431,,,,,,,,,#000000
2022-05-06 00:00:00+00:00,3.35,3.7,3.33,3.7,230367,,,,,,,,,#000000
2022-05-13 00:00:00+00:00,3.795,3.84,3.065,3.12,322153,,,,,,,,,#000000
2022-05-20 00:00:00+00:00,2.96,3.82,2.725,3.78,1087372,,,,,,,,,#000000
2022-05-27 00:00:00+00:00,2.81,3.0247,2.76,2.97,551975,,,,,,,,,#000000
2022-06-03 00:00:00+00:00,3.29,3.3433,2.71,2.85,603196,,,,,,,,,#000000
2022-06-10 00:00:00+00:00,3.19,3.76,3.03,3.4,663144,,,,,,,,,#000000
2022-06-17 00:00:00+00:00,3.16,3.2778,2.8501,3.1,504032,,,,,,,,,#000000
2022-06-24 00:00:00+00:00,3.38,3.51,3.08,3.16,458541,,,,,,,,,#000000
2022-07-01 00:00:00+00:00,3.45,3.82,3.3861,3.45,467628,,,,,,,,,#000000
2022-07-08 00:00:00+00:00,4.0,4.04,3.4662,3.49,539524,,,,,,,,,#000000
2022-07-15 00:00:00+00:00,3.85,4.09,3.83,4.0,380091,,,,,,,,,#000000
2022-07-22 00:00:00+00:00,3.55,3.98,3.5,3.94,289829,,,,,,,,,#000000
2022-07-29 00:00:00+00:00,3.6,3.78,3.45,3.62,274200,,,,,,,,,#000000
2022-08-05 00:00:00+00:00,3.96,3.97,3.44,3.5,350321,,,,,,,,,#000000
2022-08-12 00:00:00+00:00,3.77,4.13,3.61,4.0,495622,,,,,,,,,#000000
2022-08-19 00:00:00+00:00,4.24,5.0,3.74,3.77,2318313,,,,,,,,,#000000
2022-08-26 00:00:00+00:00,4.38,4.5699,3.882,4.15,770918,,,,,,,,,#000000
2022-09-02 00:00:00+00:00,3.91,4.515,3.73,4.35,1160731,,,,,,,,,#000000
2022-09-09 00:00:00+00:00,4.32,4.59,3.86,3.94,717390,,,,,,,,,#000000
2022-09-16 00:00:00+00:00,4.27,4.49,4.12,4.3,607853,,,,,,,,,#000000
2022-09-23 00:00:00+00:00,3.93,4.54,3.85,4.39,610781,,,,,,,,,#000000
2022-09-30 00:00:00+00:00,4.19,4.43,3.72,3.82,643007,,,,,,,,,#000000
2022-10-07 00:00:00+00:00,4.25,4.56,4.1501,4.25,476597,,,,,,,,,#000000
2022-10-14 00:00:00+00:00,3.59,4.2,3.5773,4.2,557374,,,,,,,,,#000000
2022-10-21 00:00:00+00:00,3.28,3.73,3.16,3.6,585560,,,,,,,,,#000000
2022-10-28 00:00:00+00:00,3.85,3.98,3.11,3.26,539264,,,,,,,,,#000000
2022-11-04 00:00:00+00:00,3.75,4.05,3.31,3.83,688168,,,,,,,,,#000000
2022-11-11 00:00:00+00:00,4.01,4.2,3.67,3.83,689746,,,,,,,,,#000000
2022-11-18 00:00:00+00:00,3.88,4.02,3.57,3.99,323068,,,,,,,,,#000000
2022-11-25 00:00:00+00:00,4.25,4.29,3.6095,3.89,808849,,,,,,,,,#000000
2022-12-02 00:00:00+00:00,5.01,5.17,4.06,4.2,1959200,,,,,,,,,#000000
2022-12-09 00:00:00+00:00,5.06,5.5464,4.75,5.2,2674954,,,,,,,,,#000000
2022-12-16 00:00:00+00:00,4.76,5.57,4.52,5.11,1700486,,,,,,,,,#000000
2022-12-23 00:00:00+00:00,4.76,5.06,4.5,4.82,673089,,,,,,,,,#000000
2022-12-30 00:00:00+00:00,5.37,5.54,4.7098,4.89,1558187,,,,,,,,,#000000
2023-01-06 00:00:00+00:00,5.0,5.5,4.33,5.5,2958350,,,,,,,,,#000000
2023-01-13 00:00:00+00:00,5.15,5.6,4.8,5.06,7445275,,,,,,,,,#000000
2023-01-20 00:00:00+00:00,5.72,5.78,4.72,5.15,3778726,,,,,,,,,#000000
2023-01-27 00:00:00+00:00,5.9,5.99,5.4,5.72,2322077,,,,5.763333333333333,,,5.763333333333333,,#000000
2023-02-03 00:00:00+00:00,5.37,5.8234,4.85,5.78,3141171,,,,5.5244166200155425,,,5.5244166200155425,,#000000
2023-02-10 00:00:00+00:00,4.87,5.42,4.8,5.31,2439188,,,,5.3718086031277785,,,5.3718086031277785,,#000000
2023-02-17 00:00:00+00:00,4.7,5.06,4.525,4.77,2157642,,,,5.240948000648372,,,5.240948000648372,,#000000
2023-02-24 00:00:00+00:00,4.33,5.28,4.33,4.76,3336596,,,,5.092935387828352,,,5.092935387828352,,#000000
2023-03-03 00:00:00+00:00,4.77,4.96,4.34,4.4,1785665,,,,5.045544296158846,,,5.045544296158846,,#000000
2023-03-10 00:00:00+00:00,3.42,4.8,3.32,4.79,2608217,,,,4.869780648628033,,,4.869780648628033,,#000000
2023-03-17 00:00:00+00:00,3.23,3.68,3.155,3.35,1945695,,,,4.72044625203304,,,4.72044625203304,,#000000
2023-03-24 00:00:00+00:00,3.33,3.58,3.05,3.25,2193049,,,,4.580394027266412,,,4.580394027266412,,#000000
2023-03-31 00:00:00+00:00,3.19,3.36,3.06,3.36,2303658,,,,4.449486488695822,,,4.449486488695822,,#000000
2023-04-07 00:00:00+00:00,2.94,3.25,2.82,3.19,3261744,,,,4.277926841401421,,,4.277926841401421,,#000000
2023-04-14 00:00:00+00:00,2.8,2.99,2.54,2.97,2840553,,,,4.137350831965425,,,4.137350831965425,,#000000
2023-04-21 00:00:00+00:00,2.64,2.85,2.56,2.79,1464417,,,,4.070391400959523,,,4.070391400959523,,#000000
2023-04-28 00:00:00+00:00,2.6,2.915,2.59,2.61,1977175,,,,3.990271183506264,,,3.990271183506264,,#000000
2023-05-05 00:00:00+00:00,2.38,2.64,2.36,2.6,1697952,,,,3.917026877976109,,,3.917026877976109,,#000000
2023-05-12 00:00:00+00:00,2.41,2.7775,2.35,2.39,1958092,,,,3.8435569222745847,,,3.8435569222745847,,#000000
2023-05-19 00:00:00+00:00,2.44,2.5509,2.39,2.43,2149288,,,,3.768446921282429,,,3.768446921282429,,#000000
2023-05-26 00:00:00+00:00,2.38,2.56,2.24,2.46,1867076,,,,3.7065051185326894,,,3.7065051185326894,,#000000
2023-06-02 00:00:00+00:00,2.35,2.48,2.225,2.4,1943915,,,,3.645811447405202,,,3.645811447405202,,"rgba(239, 83, 80, 1.0)"
2023-06-09 00:00:00+00:00,2.35,2.39,2.26,2.32,2268871,,,,3.5805965891566984,,,3.5805965891566984,,"rgba(239, 83, 80, 1.0)"
2023-06-16 00:00:00+00:00,2.38,2.64,2.28,2.4,4159864,,,,3.484806211080581,,,3.484806211080581,,"rgba(239, 83, 80, 0.5)"
2023-06-23 00:00:00+00:00,2.41,2.51,2.34,2.38,1829219,,,,3.4470962136635523,,,3.4470962136635523,,"rgba(239, 83, 80, 0.5)"
2023-06-30 00:00:00+00:00,2.53,2.56,2.36,2.4,2190695,,,,3.407883004259817,,,3.407883004259817,,"rgba(239, 83, 80, 0.5)"
2023-07-07 00:00:00+00:00,2.5,2.57,2.409,2.57,2466420,,,,3.3678091930478113,,,3.3678091930478113,,"rgba(239, 83, 80, 0.5)"
2023-07-14 00:00:00+00:00,2.46,2.7101,2.44,2.53,3378602,,,,3.3207638622042888,,,3.3207638622042888,,"rgba(239, 83, 80, 0.5)"
2023-07-21 00:00:00+00:00,2.61,2.6588,2.428,2.52,3312284,,,,3.281059863487521,,,3.281059863487521,,"rgba(239, 83, 80, 0.5)"
2023-07-28 00:00:00+00:00,2.47,2.65,2.4301,2.65,1587470,,,,3.262272708777004,,,3.262272708777004,,"rgba(239, 83, 80, 0.5)"
2023-08-04 00:00:00+00:00,2.52,2.52,2.4238,2.48,1460981,,,,3.2451442207447547,,,3.2451442207447547,,"rgba(239, 83, 80, 0.5)"
2023-08-11 00:00:00+00:00,2.56,2.7,2.45,2.55,2221939,,,,3.2231705876422287,,,3.2231705876422287,,"rgba(239, 83, 80, 0.5)"
2023-08-18 00:00:00+00:00,2.45,2.52,2.37,2.47,1840940,,,,3.202781372819978,,,3.202781372819978,,"rgba(239, 83, 80, 0.5)"
2023-08-25 00:00:00+00:00,2.45,2.6025,2.44,2.46,1950692,,,,3.183689437859396,,,3.183689437859396,,"rgba(239, 83, 80, 0.5)"
2023-09-01 00:00:00+00:00,2.54,2.62,2.46,2.46,1761571,,,,3.168329604498351,,,3.168329604498351,,"rgba(239, 83, 80, 0.5)"
