date,Open,High,Low,Close,Volume,aVWAP_peak_597,aVWAP_peak_568,aVWAP_peak_567,aVWAP_peak_540,aVWAP_peak_510,aVWAP_peak_495,aVWAP_peak_474,aVWAP_peak_447,aVWAP_peak_398,aVWAP_peak_388,aVWAP_peak_387,aVWAP_peak_352,aVWAP_valley_612,aVWAP_valley_595,aVWAP_valley_584,aVWAP_valley_556,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,2.22,2.28,2.22,2.28,1000.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1000.0,False,False,False,False
2023-10-31 16:00:00+00:00,2.28,2.345,2.28,2.345,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,984.4961240310078,False,False,False,False
2023-11-01 16:00:00+00:00,2.345,2.345,2.345,2.345,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,969.2326182320774,False,False,False,False
2023-11-02 16:00:00+00:00,2.345,2.425,2.345,2.425,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,954.2057559339056,False,False,False,False
2023-11-03 16:00:00+00:00,2.4,2.4,2.4,2.4,28.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-28.0,-0.43410852713178294,False,False,False,False,939.8459767721396,False,False,False,False
2023-11-06 16:00:00+00:00,2.4,2.4,2.4,2.4,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-28.0,-0.8614866895018328,False,False,False,False,925.2747213183079,False,False,False,False
2023-11-06 20:00:00+00:00,2.4,2.4,2.4,2.4,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-28.0,-1.2822388338506416,False,False,False,False,910.929376801745,False,False,False,False
2023-11-07 16:00:00+00:00,2.36,2.36,2.24,2.24,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-128.0,-3.2468552860390036,False,False,False,False,898.3568283241985,False,False,False,False
2023-11-07 20:00:00+00:00,2.24,2.24,2.24,2.24,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-128.0,-5.181012568425995,False,False,False,False,885.979203078862,False,False,False,False
2023-11-08 16:00:00+00:00,2.24,2.24,2.24,2.24,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-128.0,-7.085182916202336,False,False,False,False,872.2430914032208,False,False,False,False
2023-11-08 20:00:00+00:00,2.24,2.24,2.24,2.24,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-128.0,-8.95983124308292,False,False,False,False,858.7199426992948,False,False,False,False
2023-11-09 16:00:00+00:00,2.13,2.13,2.005,2.015,920.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1048.0,-25.068981146290938,False,False,False,False,859.6700211070578,False,False,False,False
